Condition,ReadCode,MedCode,ReadTerm
Smoking status,745H100,85975,Nicotine replacement therapy using nicotine gum
Smoking status,745H200,85247,Nicotine replacement therapy using nicotine inhalator
Smoking status,745H300,89464,Nicotine replacement therapy using nicotine lozenges
Smoking status,745H400,94958,Smoking cessation drug therapy
Smoking status,745Hy00,91708,Other specified smoking cessation therapy
Smoking status,745Hz00,90522,Smoking cessation therapy NOS
Smoking status,8B2B.00,9833,Nicotine replacement therapy
Smoking status,8B3f.00,25106,Nicotine replacement therapy provided free
Smoking status,8B3Y.00,32572,Over the counter nicotine replacement therapy
Smoking status,8BP3.00,67178,Nicotine replacement therapy provided by community pharmacis
Smoking status,8CAg.00,41042,Smoking cessation advice provided by community pharmacist
Smoking status,8CAL.00,7622,Smoking cessation advice
Smoking status,8CdB.00,103507,Stop smoking service opportunity signposted
Smoking status,8H7i.00,18573,Referral to smoking cessation advisor
Smoking status,8HBM.00,98245,Stop smoking face to face follow-up
Smoking status,8HBP.00,105710,Smoking cessation 12 week follow-up
Smoking status,8HkQ.00,98154,Referral to NHS stop smoking service
Smoking status,8HTK.00,10742,Referral to stop-smoking clinic
Smoking status,8I2I.00,66409,Nicotine replacement therapy contraindicated
Smoking status,8I2J.00,63717,Bupropion contraindicated
Smoking status,8IAj.00,100099,Smoking cessation advice declined
Smoking status,9km..00,98447,Ex-smoker annual review - enhanced services administration
Smoking status,9km..11,100963,Ex-smoker annual review
Smoking status,9kn..00,98177,Non-smoker annual review - enhanced services administration
Smoking status,9kn..11,101878,Non-smoker annual review
Smoking status,9ko..00,98347,Current smoker annual review - enhanced services admin
Smoking status,9ko..11,104310,Current smoker annual review
Smoking status,9N2k.00,11356,Seen by smoking cessation advisor
Smoking status,9NS0200,102361,Referral for smoking cessation service offered
Smoking status,E023.00,6359,Nicotine withdrawal
Smoking status,E251.00,32687,Tobacco dependence
Smoking status,E251300,72706,Tobacco dependence in remission
Smoking status,E251z00,68658,Tobacco dependence NOS
Smoking status,ZG23300,9045,Advice on smoking
Smoking status,ZRaM.00,47273,Motives for smoking scale
Smoking status,ZRao.00,91513,Occasions for smoking scale
Smoking status,ZRBm200,63666,Fagerstrom test for nicotine dependence
Smoking status,ZRBm211,63299,FTND - Fagerstrom test for nicotine dependence
Smoking status,ZRh4.00,59866,Reasons for smoking scale
Smoking status,ZRh4.11,49418,RFS - Reasons for smoking scale
Smoking status,ZV11600,72700,[V]Personal history of tobacco abuse
Smoking status,ZV4K000,12954,[V]Tobacco use
Smoking status,ZV6D800,35055,[V]Tobacco abuse counselling
