Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
Eu84400,Intellectual disability,52602,[X]Overactive disorder assoc mental retard/stereotype movts,Diagnosis of Intellectual disability,readcode,Kuan and Cambridge
Eu84y00,Intellectual disability,47948,[X]Other pervasive developmental disorders,NA,readcode,Cambridge
Eu84z00,Intellectual disability,44327,"[X]Pervasive developmental disorder, unspecified",NA,readcode,Cambridge
PJ0..00,Intellectual disability,1543,Down's syndrome - trisomy 21,NA,readcode,Cambridge
PJ0..11,Intellectual disability,23489,Mongolism,NA,readcode,Cambridge
PJ0..12,Intellectual disability,18415,Trisomy 21,NA,readcode,Cambridge
PJ0z.00,Intellectual disability,10759,Down's syndrome NOS,NA,readcode,Cambridge
PJ0z.11,Intellectual disability,61627,Trisomy 21 NOS,NA,readcode,Cambridge
PJyy200,Intellectual disability,10628,Fragile X chromosome,NA,readcode,Cambridge
PJyy400,Intellectual disability,32603,Fragile X syndrome,NA,readcode,Cambridge
ZS34.11,Intellectual disability,19436,Learning disability,NA,readcode,Cambridge
