Disease,ReadCode,MedCode,ReadTerm
Primary malignancy malignant melanoma,B327900,53369,Malignant melanoma of great toe
Primary malignancy malignant melanoma,B327.00,46255,Malignant melanoma of lower limb and hip
Primary malignancy malignant melanoma,B327z00,64327,Malignant melanoma of lower limb or hip NOS
Primary malignancy malignant melanoma,B32..00,865,Malignant melanoma of skin
Primary malignancy malignant melanoma,B32y000,96585,Overlapping malignant melanoma of skin
Primary malignancy malignant melanoma,B32y.00,42153,Malignant melanoma of other specified skin site
Primary malignancy malignant melanoma,B32z.00,28556,Malignant melanoma of skin NOS
Primary malignancy malignant melanoma,BBE1000,51353,"[M]Malignant melanoma, regressing"
Primary malignancy malignant melanoma,BBE1100,58835,"[M]Desmoplastic melanoma, malignant"
Primary malignancy malignant melanoma,BBE1.00,579,[M]Malignant melanoma NOS
Primary malignancy malignant melanoma,BBE1.11,24551,[M]Melanocarcinoma
Primary malignancy malignant melanoma,BBE1.12,7483,[M]Melanoma NOS
Primary malignancy malignant melanoma,BBE1.13,44157,[M]Melanosarcoma NOS
Primary malignancy malignant melanoma,BBE2.00,20982,[M]Nodular melanoma
Primary malignancy malignant melanoma,BBE4.00,68889,[M]Balloon cell melanoma
Primary malignancy malignant melanoma,BBEA.00,17232,[M]Amelanotic melanoma
Primary malignancy malignant melanoma,BBEC.00,63574,[M]Malignant melanoma in junctional naevus
Primary malignancy malignant melanoma,BBEF.00,20709,[M]Hutchinson's melanotic freckle
Primary malignancy malignant melanoma,BBEF.11,2705,[M]Lentigo maligna
Primary malignancy malignant melanoma,BBEG000,22692,"[M]Acral lentiginous melanoma, malignant"
Primary malignancy malignant melanoma,BBEG.00,62088,[M]Malignant melanoma in Hutchinson's melanotic freckle
Primary malignancy malignant melanoma,BBEG.11,11922,[M]Lentigo maligna melanoma
Primary malignancy malignant melanoma,BBEH.00,24208,[M]Superficial spreading melanoma
Primary malignancy malignant melanoma,BBEM.00,73251,[M]Malignant melanoma in giant pigmented naevus
Primary malignancy malignant melanoma,BBEN.11,4871,[M]Juvenila melanoma
Primary malignancy malignant melanoma,BBEP.00,23085,[M]Epithelioid cell melanoma
Primary malignancy malignant melanoma,BBEQ.00,44061,[M]Spindle cell melanoma NOS
Primary malignancy malignant melanoma,BBES.00,92293,"[M]Spindle cell melanoma, type B"
Primary malignancy malignant melanoma,BBET.00,40303,[M]Mixed epithelioid and spindle melanoma
Primary malignancy malignant melanoma,Byu4000,56925,[X]Malignant melanoma of other+unspecified parts of face
Primary malignancy malignant melanoma,Byu4100,19444,"[X]Malignant melanoma of skin, unspecified"
Primary malignancy malignant melanoma,B328.00,111079,Malignant melanoma stage IA
Primary malignancy malignant melanoma,B329.00,109827,Malignant melanoma stage IB
Primary malignancy malignant melanoma,B32A.00,110139,Malignant melanoma stage IIA
Primary malignancy malignant melanoma,B32B.00,110180,Malignant melanoma stage IIB
Primary malignancy malignant melanoma,B32C.00,111413,Malignant melanoma stage IIC
Primary malignancy malignant melanoma,B32D.00,111672,Malignant melanoma stage IIIA
Primary malignancy malignant melanoma,B32E.00,111943,Malignant melanoma stage IIIB
Primary malignancy malignant melanoma,B32F.00,110961,Malignant melanoma stage IIIC
Primary malignancy malignant melanoma,B32G.00,109745,Malignant melanoma stage IV M1a
Primary malignancy malignant melanoma,B32H.00,110483,Malignant melanoma stage IV M1b
Primary malignancy malignant melanoma,B32J.00,111162,Malignant melanoma stage IV M1c
Primary malignancy malignant melanoma,B509.00,108363,Malignant melanoma of eye
Primary malignancy malignant melanoma,B828.00,19686,Melanoma in situ of skin
Primary malignancy malignant melanoma,B828000,46536,Melanoma in situ of lip
Primary malignancy malignant melanoma,B828100,37108,"Melanoma in situ of eyelid, including canthus"
Primary malignancy malignant melanoma,B828200,72032,Melanoma in situ of ear and external auricular canal
Primary malignancy malignant melanoma,B828300,97858,Melanoma in situ of scalp and neck
Primary malignancy malignant melanoma,B828400,59768,Melanoma in situ of trunk
Primary malignancy malignant melanoma,B828500,56694,"Melanoma in situ of upper limb, including shoulder"
Primary malignancy malignant melanoma,B828600,47850,"Melanoma in situ of lower limb, including hip"
Primary malignancy malignant melanoma,B828700,49572,Melanoma in situ of scalp
Primary malignancy malignant melanoma,B828800,52332,Melanoma in situ of back of hand
Primary malignancy malignant melanoma,B828900,71044,Melanoma in situ of back
Primary malignancy malignant melanoma,B828W00,54246,"Melanoma in situ, unspecified"
Primary malignancy malignant melanoma,B828X00,61989,Melanoma in situ of other and unspecified parts of face
Primary malignancy malignant melanoma,BBEE.00,113738,[M]Malignant melanoma in precancerous melanosis
Primary malignancy malignant melanoma,Byu4.00,19144,[X]Melanoma and other malignant neoplasms of skin
Primary malignancy malignant melanoma,ByuF500,112683,[X]Melanoma in situ of other and unspecified parts of face
Primary malignancy malignant melanoma,ByuF600,97628,[X]Melanoma in situ of other sites
Primary malignancy malignant melanoma,ByuFF00,73261,"[X]Melanoma in situ, unspecified"
