Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
Eu32.13,Depression,7604,[X]Single episode of reactive depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32000,Depression,11717,[X]Mild depressive episode,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32100,Depression,9211,[X]Moderate depressive episode,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32200,Depression,9667,[X]Severe depressive episode without psychotic symptoms,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32211,Depression,41989,[X]Single episode agitated depressn w'out psychotic symptoms,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32212,Depression,22806,[X]Single episode major depression w'out psychotic symptoms,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32213,Depression,59386,[X]Single episode vital depression w'out psychotic symptoms,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32300,Depression,12099,[X]Severe depressive episode with psychotic symptoms,Diagnosis of Depression,NA,Kuan
Eu32311,Depression,24117,[X]Single episode of major depression and psychotic symptoms,Diagnosis of Depression,NA,Kuan
Eu32312,Depression,52678,[X]Single episode of psychogenic depressive psychosis,Diagnosis of Depression,NA,Kuan
Eu32313,Depression,24112,[X]Single episode of psychotic depression,Diagnosis of Depression,NA,Kuan
Eu32314,Depression,28863,[X]Single episode of reactive depressive psychosis,Diagnosis of Depression,NA,Kuan
Eu32400,Depression,10667,[X]Mild depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32500,Depression,98346,"[X]Major depression, mild",Diagnosis of Depression,NA,Kuan
Eu32600,Depression,98252,"[X]Major depression, moderately severe",Diagnosis of Depression,NA,Kuan
Eu32700,Depression,98414,"[X]Major depression, severe without psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu32800,Depression,98417,"[X]Major depression, severe with psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu32900,Depression,101054,"[X]Single major depr ep, severe with psych, psych in remiss",History of Depression,NA,Kuan
Eu32A00,Depression,101153,"[X]Recurr major depr ep, severe with psych, psych in remiss",History of Depression,NA,Kuan
Eu32y00,Depression,6854,[X]Other depressive episodes,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32y11,Depression,10720,[X]Atypical depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32y12,Depression,56609,[X]Single episode of masked depression NOS,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32z00,Depression,2970,"[X]Depressive episode, unspecified",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32z11,Depression,543,[X]Depression NOS,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32z12,Depression,3291,[X]Depressive disorder NOS,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32z13,Depression,28248,[X]Prolonged single episode of reactive depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu32z14,Depression,5987,[X] Reactive depression NOS,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.00,Depression,3292,[X]Recurrent depressive disorder,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.11,Depression,8851,[X]Recurrent episodes of depressive reaction,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.12,Depression,19696,[X]Recurrent episodes of psychogenic depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.13,Depression,8902,[X]Recurrent episodes of reactive depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.14,Depression,28756,[X]Seasonal depressive disorder,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33.15,Depression,8826,[X]SAD - Seasonal affective disorder,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33000,Depression,29784,"[X]Recurrent depressive disorder, current episode mild",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33100,Depression,29520,"[X]Recurrent depressive disorder, current episode moderate",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33200,Depression,33469,[X]Recurr depress disorder cur epi severe without psyc sympt,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33211,Depression,11329,[X]Endogenous depression without psychotic symptoms,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33212,Depression,11252,"[X]Major depression, recurrent without psychotic symptoms",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33213,Depression,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu33214,Depression,73991,"[X]Vital depression, recurrent without psychotic symptoms",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33300,Depression,47009,[X]Recurrent depress disorder cur epi severe with psyc symp,Diagnosis of Depression,NA,Kuan
Eu33311,Depression,23731,[X]Endogenous depression with psychotic symptoms,Diagnosis of Depression,NA,Kuan
Eu33312,Depression,28677,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu33313,Depression,32941,[X]Recurr severe episodes/major depression+psychotic symptom,Diagnosis of Depression,NA,Kuan
Eu33314,Depression,31757,[X]Recurr severe episodes/psychogenic depressive psychosis,Diagnosis of Depression,NA,Kuan
Eu33315,Depression,16861,[X]Recurrent severe episodes of psychotic depression,Diagnosis of Depression,NA,Kuan
Eu33316,Depression,37764,[X]Recurrent severe episodes/reactive depressive psychosis,Diagnosis of Depression,NA,Kuan
Eu33400,Depression,22116,"[X]Recurrent depressive disorder, currently in remission",History of Depression,readcode,Kuan and Cambridge
Eu33y00,Depression,47731,[X]Other recurrent depressive disorders,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33z00,Depression,44300,"[X]Recurrent depressive disorder, unspecified",Diagnosis of Depression,readcode,Kuan and Cambridge
Eu33z11,Depression,36616,[X]Monopolar depression NOS,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34100,Depression,7953,[X]Dysthymia,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34111,Depression,8584,[X]Depressive neurosis,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34112,Depression,10290,[X]Depressive personality disorder,Diagnosis of Depression,NA,Kuan
Eu34113,Depression,7737,[X]Neurotic depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34114,Depression,15220,[X]Persistant anxiety depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu3y111,Depression,19054,[X]Recurrent brief depressive episodes,NA,readcode,Cambridge
Eu41200,Depression,11913,[X]Mixed anxiety and depressive disorder,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu41211,Depression,7749,[X]Mild anxiety depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu53011,Depression,13307,[X]Postnatal depression NOS,NA,readcode,Cambridge
Eu53012,Depression,4979,[X]Postpartum depression NOS,NA,readcode,Cambridge
Eu92000,Depression,32845,[X]Depressive conduct disorder,NA,readcode,Cambridge
