Disease,ReadCode,MedCode,ReadTerm
Non-Hodgkin Lymphoma,B62E900,105636,Angioimmunoblastic T-cell lymphoma
Non-Hodgkin Lymphoma,B62EA00,105286,Primary cutaneous CD30-positive T-cell proliferations
Non-Hodgkin Lymphoma,B62E.00,105085,T/NK-cell lymphoma
Non-Hodgkin Lymphoma,B62Ew00,104934,Other mature T/NK-cell lymphoma
Non-Hodgkin Lymphoma,B62F000,104386,Small cell B-cell lymphoma
Non-Hodgkin Lymphoma,B62F100,104620,Mantle cell lymphoma
Non-Hodgkin Lymphoma,B62F200,104412,Lymphoblastic (diffuse) lymphoma
Non-Hodgkin Lymphoma,B62F.00,106884,Nonfollicular lymphoma
Non-Hodgkin Lymphoma,B62F.11,106867,Non-follicular lymphoma
Non-Hodgkin Lymphoma,B62x000,90201,T-zone lymphoma
Non-Hodgkin Lymphoma,B62x100,57737,Lymphoepithelioid lymphoma
Non-Hodgkin Lymphoma,B62x200,12464,Peripheral T-cell lymphoma
Non-Hodgkin Lymphoma,B62x400,62437,Malignant reticulosis
Non-Hodgkin Lymphoma,B62x500,58962,Malignant immunoproliferative small intestinal disease
Non-Hodgkin Lymphoma,B62x.00,17887,Malignant lymphoma otherwise specified
Non-Hodgkin Lymphoma,B62xX00,44318,Oth and unspecif peripheral & cutaneous T-cell lymphomas
Non-Hodgkin Lymphoma,B62y000,57427,Malignant lymphoma NOS of unspecified site
Non-Hodgkin Lymphoma,B62y100,50696,"Malignant lymphoma NOS of lymph nodes of head, face and neck"
Non-Hodgkin Lymphoma,B62y200,72725,Malignant lymphoma NOS of intrathoracic lymph nodes
Non-Hodgkin Lymphoma,B62y300,42579,Malignant lymphoma NOS of intra-abdominal lymph nodes
Non-Hodgkin Lymphoma,B62y400,34089,Malignant lymphoma NOS of lymph nodes of axilla and arm
Non-Hodgkin Lymphoma,B62y500,63105,Malignant lymphoma NOS of lymph node inguinal region and leg
Non-Hodgkin Lymphoma,B62y600,71262,Malignant lymphoma NOS of intrapelvic lymph nodes
Non-Hodgkin Lymphoma,B62y700,60092,Malignant lymphoma NOS of spleen
Non-Hodgkin Lymphoma,B62y800,15504,Malignant lymphoma NOS of lymph nodes of multiple sites
Non-Hodgkin Lymphoma,B62y.00,12335,Malignant lymphoma NOS
Non-Hodgkin Lymphoma,B62yz00,15027,Malignant lymphoma NOS
Non-Hodgkin Lymphoma,BBg1000,23711,"[M]Malignant lymphoma, diffuse NOS"
Non-Hodgkin Lymphoma,BBg1.00,36114,[M]Malignant lymphoma NOS
Non-Hodgkin Lymphoma,BBg1.11,1483,[M]Lymphoma NOS
Non-Hodgkin Lymphoma,BBg2.00,16460,"[M]Malignant lymphoma, non Hodgkin's type"
Non-Hodgkin Lymphoma,BBg2.11,3371,[M]Non Hodgkins lymphoma
Non-Hodgkin Lymphoma,BBg3.00,71117,"[M]Malignant lymphoma, undifferentiated cell type NOS"
Non-Hodgkin Lymphoma,BBg4.00,46931,"[M]Malignant lymphoma, stem cell type"
Non-Hodgkin Lymphoma,BBg5.00,69301,"[M]Malignant lymphoma, convoluted cell type NOS"
Non-Hodgkin Lymphoma,BBg6.00,99655,[M]Lymphosarcoma NOS
Non-Hodgkin Lymphoma,BBg7.00,41754,"[M]Malignant lymphoma, lymphoplasmacytoid type"
Non-Hodgkin Lymphoma,BBg8.00,48253,"[M]Malignant lymphoma, immunoblastic type"
Non-Hodgkin Lymphoma,BBgA.00,68964,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse"
Non-Hodgkin Lymphoma,BBgB.00,41841,"[M]Malignant lymphoma, follicular centre cell NOS"
Non-Hodgkin Lymphoma,BBg..00,17178,"[M]Lymphomas, NOS or diffuse"
Non-Hodgkin Lymphoma,BBgC.00,69980,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS"
Non-Hodgkin Lymphoma,BBgC.11,21463,[M]Lymphocytic lymphoma NOS
Non-Hodgkin Lymphoma,BBgC.12,60504,[M]Lymphocytic lymphosarcoma NOS
Non-Hodgkin Lymphoma,BBgD.00,51852,"[M]Malig lymphoma, lymphocytic, intermediate different NOS"
Non-Hodgkin Lymphoma,BBgE.00,39906,"[M]Malignant lymphoma, centrocytic"
Non-Hodgkin Lymphoma,BBgG.00,72196,"[M]Malignant lymphoma, lymphocytic, poorly different NOS"
Non-Hodgkin Lymphoma,BBgG.11,67203,[M]Lymphoblastic lymphosarcoma NOS
Non-Hodgkin Lymphoma,BBgG.12,34352,[M]Lymphoblastic lymphoma NOS
Non-Hodgkin Lymphoma,BBgG.13,52591,[M]Lymphoblastoma NOS
Non-Hodgkin Lymphoma,BBgH.00,72241,[M]Prolymphocytic lymphosarcoma
Non-Hodgkin Lymphoma,BBgJ.00,60275,"[M]Malignant lymphoma, centroblastic type NOS"
Non-Hodgkin Lymphoma,BBgK.00,66603,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS"
Non-Hodgkin Lymphoma,BBgL.00,46877,"[M]Malignant lymphoma, small lymphocytic NOS"
Non-Hodgkin Lymphoma,BBgM.00,31726,"[M]Malignant lymphoma, small cleaved cell, diffuse"
Non-Hodgkin Lymphoma,BBgN.00,61251,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse"
Non-Hodgkin Lymphoma,BBgP.00,71652,"[M]Malignant lymphoma, mixed small and large cell, diffuse"
Non-Hodgkin Lymphoma,BBgQ.00,58015,[M]Malignant lymphomatous polyposis
Non-Hodgkin Lymphoma,BBgR.00,33869,"[M]Malignant lymphoma, large cell, diffuse NOS"
Non-Hodgkin Lymphoma,BBgS.00,63994,"[M]Malignant lymphoma, large cell, cleaved, diffuse"
Non-Hodgkin Lymphoma,BBgT.00,71619,"[M]Malignant lymphoma, large cell, noncleaved, diffuse"
Non-Hodgkin Lymphoma,BBgV.00,51680,"[M]Malignant lymphoma, small cell, noncleaved, diffuse"
Non-Hodgkin Lymphoma,BBgz.00,51895,"[M]Lymphoma, diffuse or NOS"
Non-Hodgkin Lymphoma,BBh0.00,72433,[M]Reticulosarcoma NOS
Non-Hodgkin Lymphoma,BBh2.00,100544,"[M]Reticulosarcoma, nodular"
Non-Hodgkin Lymphoma,BBh..00,106137,[M]Reticulosarcomas
Non-Hodgkin Lymphoma,BBk0.00,63699,"[M]Malignant lymphoma, nodular NOS"
Non-Hodgkin Lymphoma,BBk0.11,64947,[M]Brill - Symmers' disease
Non-Hodgkin Lymphoma,BBk0.12,27562,[M]Follicular lymphosarcoma NOS
Non-Hodgkin Lymphoma,BBk0.13,49253,[M]Giant follicular lymphoma
Non-Hodgkin Lymphoma,BBk2.00,98961,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular"
Non-Hodgkin Lymphoma,BBk3.00,106970,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular"
Non-Hodgkin Lymphoma,BBk5.00,39883,"[M]Malig lymp, follicular centre cell, cleaved, follicular"
Non-Hodgkin Lymphoma,BBk7.00,97852,"[M]Malignant lymphoma, centroblastic type, follicular"
Non-Hodgkin Lymphoma,BBk8.00,58953,"[M]Malig lymp,follicular centre cell,noncleaved,follicular"
Non-Hodgkin Lymphoma,BBk..00,20437,"[M]Lymphomas, nodular or follicular"
Non-Hodgkin Lymphoma,BBkz.00,40513,"[M]Lymphoma, nodular or follicular NOS"
Non-Hodgkin Lymphoma,BBl0.00,95464,[M]Mycosis fungoides
Non-Hodgkin Lymphoma,BBl1.00,97756,[M]Sezary's disease
Non-Hodgkin Lymphoma,BBl..00,46967,[M]Mycosis fungoides
Non-Hodgkin Lymphoma,BBlz.00,99695,[M]Mycosis fungoides NOS
Non-Hodgkin Lymphoma,BBm0.00,63973,[M]Microglioma
Non-Hodgkin Lymphoma,BBm1.11,70740,[M]Malignant reticulosis
Non-Hodgkin Lymphoma,BBm5.00,40766,[M] Peripheral T-cell lymphoma NOS
Non-Hodgkin Lymphoma,BBm8.00,54190,[M] Angioimmunoblastic lymphadenopathy
Non-Hodgkin Lymphoma,BBm9.00,31492,[M] Monocytoid B-cell lymphoma
Non-Hodgkin Lymphoma,BBmD.00,16774,[M] Cutaneous lymphoma
Non-Hodgkin Lymphoma,BBmF.00,61146,[M] Angiocentric immunoproliferative lesion
Non-Hodgkin Lymphoma,BBmH.00,18383,[M] Large cell lymphoma
Non-Hodgkin Lymphoma,BBmJ.00,68353,[M] Angioendotheliomatosis
Non-Hodgkin Lymphoma,BBv0.00,31749,[M]Monocytoid B-cell lymphoma
Non-Hodgkin Lymphoma,BBv2.00,27965,[M]AngiocentricT-cell lymphoma
Non-Hodgkin Lymphoma,ByuD100,67518,[X]Other types of follicular non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,ByuD200,98596,[X]Other types of diffuse non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,ByuD300,64336,[X]Other specified types of non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,ByuDC00,64515,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
Non-Hodgkin Lymphoma,ByuDD00,109714,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas
Non-Hodgkin Lymphoma,ByuDE00,63375,[X]Unspecified B-cell non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,ByuDF00,8649,"[X]Non-Hodgkin's lymphoma, unspecified type"
Non-Hodgkin Lymphoma,ByuDF11,7940,[X]Non-Hodgkin's lymphoma NOS
Non-Hodgkin Lymphoma,M162800,26111,Lymphomatoid papulosis
