Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
7412300,Chronic sinusitis,34165,Transantral ethmoidectomy,NA,readcode,Cambridge
7412311,Chronic sinusitis,39469,Horgan transantral ethmoidectomy,NA,readcode,Cambridge
7412400,Chronic sinusitis,50787,Bone flap to frontal sinus,NA,readcode,Cambridge
7412500,Chronic sinusitis,60356,Trephine of frontal sinus,NA,readcode,Cambridge
7412600,Chronic sinusitis,48896,Craniofacial ethmoidectomy,NA,readcode,Cambridge
7412700,Chronic sinusitis,21213,Radical frontal sinus antrostomy,NA,readcode,Cambridge
7412800,Chronic sinusitis,27869,Frontal sinusotomy NEC,NA,readcode,Cambridge
7412900,Chronic sinusitis,90287,Median drainage of frontal sinus,NA,readcode,Cambridge
7412y00,Chronic sinusitis,64359,Other specified operation on frontal sinus,NA,readcode,Cambridge
7412z00,Chronic sinusitis,42196,Operation on frontal sinus NOS,NA,readcode,Cambridge
7413.00,Chronic sinusitis,11711,Operations on sphenoid sinus,NA,readcode,Cambridge
7413000,Chronic sinusitis,18302,Drainage of sphenoid sinus,NA,readcode,Cambridge
7413100,Chronic sinusitis,22555,Puncture of sphenoid sinus,NA,readcode,Cambridge
7413200,Chronic sinusitis,88274,Repair of sphenoidal sinus,NA,readcode,Cambridge
7413y00,Chronic sinusitis,33336,Other specified operation on sphenoid sinus,NA,readcode,Cambridge
7413z00,Chronic sinusitis,68405,Operation on sphenoid sinus NOS,NA,readcode,Cambridge
7414.00,Chronic sinusitis,36047,Operations on unspecified nasal sinus,NA,readcode,Cambridge
7414.11,Chronic sinusitis,62763,Reconstruction of defect of nasal sinus,NA,readcode,Cambridge
7414000,Chronic sinusitis,64766,Excision of nasal sinus NEC,NA,readcode,Cambridge
7414100,Chronic sinusitis,67200,Excision of lesion of nasal sinus,NA,readcode,Cambridge
7414200,Chronic sinusitis,45832,Biopsy of lesion of nasal sinus NEC,NA,readcode,Cambridge
7414300,Chronic sinusitis,16022,Lateral rhinotomy,NA,readcode,Cambridge
7414400,Chronic sinusitis,44645,Catheterisation of nasal sinus,NA,readcode,Cambridge
7414500,Chronic sinusitis,1400,Antral washout - nasal,NA,readcode,Cambridge
7414511,Chronic sinusitis,23673,BAWO,NA,readcode,Cambridge
7414600,Chronic sinusitis,49369,Direct closure of defect of nasal sinus,NA,readcode,Cambridge
7414700,Chronic sinusitis,110252,Reconstruction of defect of nasal sinus with skin graft,NA,readcode,Cambridge
7414800,Chronic sinusitis,91681,Reconstruction of defect of nasal sinus with local flap,NA,readcode,Cambridge
7414A00,Chronic sinusitis,67275,Reconstruct defect nasal sinus c microvascular transfer flap,NA,readcode,Cambridge
7414B00,Chronic sinusitis,69374,Reconstruction of defect of nasal sinus with bone graft,NA,readcode,Cambridge
7414y00,Chronic sinusitis,4128,Other specified operation on unspecified nasal sinus,NA,readcode,Cambridge
7414z00,Chronic sinusitis,1140,Operation on unspecified nasal sinus NOS,NA,readcode,Cambridge
7415.00,Chronic sinusitis,7738,FESS - diagnostic endoscopy of nose and sinus,NA,readcode,Cambridge
7415.11,Chronic sinusitis,20806,FESS - diagnostic nasal antroscopy,NA,readcode,Cambridge
7415000,Chronic sinusitis,103022,FESS - diagnostic antroscopy via canine fossa,NA,readcode,Cambridge
7415100,Chronic sinusitis,105121,FESS - diagnostic antroscopy via inferior meatus,NA,readcode,Cambridge
7415200,Chronic sinusitis,59339,FESS - diagnostic antroscopy via middle meatus,NA,readcode,Cambridge
7415y00,Chronic sinusitis,41887,FESS/Diagnostic endoscopy of nose or sinus OS,NA,readcode,Cambridge
7415z00,Chronic sinusitis,33709,FESS/Diagnostic endoscopy of nose or sinus NOS,NA,readcode,Cambridge
7416.00,Chronic sinusitis,6491,FESS/Therapeutic endoscopy of nose and sinus,NA,readcode,Cambridge
7416.11,Chronic sinusitis,21923,FESS/Therapeutic nasal antroscopy,NA,readcode,Cambridge
7416100,Chronic sinusitis,99561,FESS/Therapeutic antroscopy via inferior meatus,NA,readcode,Cambridge
7416200,Chronic sinusitis,62936,FESS/Therapeutic antroscopy via middle meatus,NA,readcode,Cambridge
7416300,Chronic sinusitis,8220,FESS/Uncinectomy,NA,readcode,Cambridge
7416400,Chronic sinusitis,59019,FESS/Uncinectomy and excision of bulla,NA,readcode,Cambridge
7416500,Chronic sinusitis,20832,FESS/Anterior ethmoidectomy,NA,readcode,Cambridge
7416600,Chronic sinusitis,49348,FESS/Anterior ethmoidectomy and frontal recess dissection,NA,readcode,Cambridge
7416700,Chronic sinusitis,33922,FESS/Anterior and posterior ethmoidectomy,NA,readcode,Cambridge
7416800,Chronic sinusitis,37481,FESS/Sphenoidectomy,NA,readcode,Cambridge
7416900,Chronic sinusitis,18869,FESS/Antrostomy via middle meatus,NA,readcode,Cambridge
7416A00,Chronic sinusitis,46336,FESS/Antrostomy via inferior meatus,NA,readcode,Cambridge
7416B00,Chronic sinusitis,35389,FESS/Excisional surgery to middle turbinate,NA,readcode,Cambridge
7416C00,Chronic sinusitis,18083,FESS - post operative suction clearance (local anaesthetic),NA,readcode,Cambridge
7416D00,Chronic sinusitis,16626,FESS - post operative removal of polyps (local anaesthetic),NA,readcode,Cambridge
7416E00,Chronic sinusitis,7243,FESS/Post operative division of adhesions,NA,readcode,Cambridge
7416F00,Chronic sinusitis,42166,Functional endoscopic sinus surg - polypectomy nasal sinus,NA,readcode,Cambridge
7416y00,Chronic sinusitis,45995,FESS - therapeutic endoscopy of nose or sinus OS,NA,readcode,Cambridge
7416z00,Chronic sinusitis,34973,FESS - therapeutic endoscopy of nose or sinus NOS,NA,readcode,Cambridge
7417.00,Chronic sinusitis,94014,Other operations on frontal sinus,NA,readcode,Cambridge
7417000,Chronic sinusitis,92311,Frontal sinus osteoplasty,NA,readcode,Cambridge
7417y00,Chronic sinusitis,92967,Other specified other operations on frontal sinus,NA,readcode,Cambridge
7417z00,Chronic sinusitis,39139,Other operations on frontal sinus NOS,NA,readcode,Cambridge
7418.00,Chronic sinusitis,100959,Diagnostic nasendoscopy,NA,readcode,Cambridge
741y.00,Chronic sinusitis,19480,Other specified operations on nasal sinus,NA,readcode,Cambridge
741z.00,Chronic sinusitis,33756,Nasal sinus operations NOS,NA,readcode,Cambridge
7M1B000,Chronic sinusitis,68003,Functional endoscopic sinus surgery,NA,readcode,Cambridge
7M1B100,Chronic sinusitis,86064,Functional endoscopic nasal surgery,NA,readcode,Cambridge
H01..11,Chronic sinusitis,243,Sinusitis,Possible Diagnosis of Chronic sinusitis,NA,Kuan
H11y.11,Chronic sinusitis,19742,Nasal sinus polyps,NA,readcode,Cambridge
H11y100,Chronic sinusitis,11744,Polyp of ethmoidal sinus,NA,readcode,Cambridge
H11y200,Chronic sinusitis,35897,Polyp of maxillary sinus,NA,readcode,Cambridge
H13..00,Chronic sinusitis,2257,Chronic sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H13..11,Chronic sinusitis,10546,Chronic rhinosinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H130.00,Chronic sinusitis,4433,Chronic maxillary sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H130.11,Chronic sinusitis,33437,Antritis - chronic,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H130.12,Chronic sinusitis,3624,Maxillary sinusitis,Possible Diagnosis of Chronic sinusitis,NA,Kuan
H131.00,Chronic sinusitis,15163,Chronic frontal sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H131.11,Chronic sinusitis,2984,Frontal sinusitis,Possible Diagnosis of Chronic sinusitis,NA,Kuan
H132.00,Chronic sinusitis,1674,Chronic ethmoidal sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H133.00,Chronic sinusitis,48703,Chronic sphenoidal sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H134.00,Chronic sinusitis,29429,Fistula of nasal sinus,NA,readcode,Cambridge
H135.00,Chronic sinusitis,17173,Recurrent sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H13y.00,Chronic sinusitis,49548,Other chronic sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H13y000,Chronic sinusitis,39501,Chronic pansinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H13y100,Chronic sinusitis,2233,Pansinusitis,Possible Diagnosis of Chronic sinusitis,NA,Kuan
H13yz00,Chronic sinusitis,54375,Other chronic sinusitis NOS,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H13z.00,Chronic sinusitis,5437,Chronic sinusitis NOS,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H17..12,Chronic sinusitis,18572,Allergic rhinosinusitis,Diagnosis of Chronic sinusitis,NA,Kuan
Hyu2200,Chronic sinusitis,63733,[X]Other chronic sinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
J083500,Chronic sinusitis,6354,Oroantral fistula,NA,readcode,Cambridge
