Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
7A12z00,Peripheral arterial disease,64798,Other bypass of bifurcation of aorta NOS,Other PAD procedures (3),NA,Kuan
7A19200,Peripheral arterial disease,55402,Open embolectomy of bifurcation of aorta,Other PAD procedures (3),NA,Kuan
7A41.00,Peripheral arterial disease,21927,Other bypass of iliac artery,Other PAD procedures (3),NA,Kuan
7A41000,Peripheral arterial disease,44250,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41100,Peripheral arterial disease,28616,Bypass iliac artery by iliac/femoral artery anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41200,Peripheral arterial disease,72448,Emerg bypass iliac artery by femoral/femoral art anast NEC,Other PAD procedures (3),NA,Kuan
7A41211,Peripheral arterial disease,43648,Emergency femoro-femoral prosthetic cross over graft,Other PAD procedures (3),NA,Kuan
7A41300,Peripheral arterial disease,36443,Bypass iliac artery by femoral/femoral art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41311,Peripheral arterial disease,30989,Femoro-femoral prosthetic cross over graft,Other PAD procedures (3),NA,Kuan
7A41400,Peripheral arterial disease,68141,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,Other PAD procedures (3),NA,Kuan
7A41600,Peripheral arterial disease,66917,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41900,Peripheral arterial disease,32492,Bypass common iliac artery by aorta/com iliac art anast NEC,Other PAD procedures (3),NA,Kuan
7A41B00,Peripheral arterial disease,55554,Bypass leg artery by aorta/com femoral art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41C00,Peripheral arterial disease,66804,Bypass leg artery by aorta/deep femoral art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A41F00,Peripheral arterial disease,41768,Ilio-femoral prosthetic cross over graft,Other PAD procedures (3),NA,Kuan
7A41y00,Peripheral arterial disease,52357,Other specified other bypass of iliac artery,Other PAD procedures (3),NA,Kuan
7A41z00,Peripheral arterial disease,38921,Other bypass of iliac artery NOS,Other PAD procedures (3),NA,Kuan
7A42.00,Peripheral arterial disease,39039,Reconstruction of iliac artery,Other PAD procedures (3),NA,Kuan
7A42.11,Peripheral arterial disease,63280,Reconstruction of common iliac artery,Other PAD procedures (3),NA,Kuan
7A42000,Peripheral arterial disease,62818,Endarterectomy and patch repair of iliac artery,Other PAD procedures (3),NA,Kuan
7A42011,Peripheral arterial disease,36065,Endarterectomy and patch repair of common iliac artery,Other PAD procedures (3),NA,Kuan
7A42012,Peripheral arterial disease,59602,Iliac endarterectomy and patch,Other PAD procedures (3),NA,Kuan
7A42100,Peripheral arterial disease,51211,Endarterectomy of iliac artery NEC,Other PAD procedures (3),NA,Kuan
7A42111,Peripheral arterial disease,44430,Endarterectomy of common iliac artery NEC,Other PAD procedures (3),NA,Kuan
7A42y00,Peripheral arterial disease,50894,Other specified reconstruction of iliac artery,Other PAD procedures (3),NA,Kuan
7A42z00,Peripheral arterial disease,62866,Reconstruction of iliac artery NOS,Other PAD procedures (3),NA,Kuan
7A43.00,Peripheral arterial disease,51331,Other open operations on iliac artery,Other PAD procedures (3),NA,Kuan
7A43.11,Peripheral arterial disease,53580,Other open operations on common iliac artery,Other PAD procedures (3),NA,Kuan
7A43000,Peripheral arterial disease,61256,Repair of iliac artery NEC,Other PAD procedures (3),NA,Kuan
7A43011,Peripheral arterial disease,66437,Repair of common iliac artery NEC,Other PAD procedures (3),NA,Kuan
7A43100,Peripheral arterial disease,61255,Open embolectomy of iliac artery,Other PAD procedures (3),NA,Kuan
7A43111,Peripheral arterial disease,47562,Open embolectomy of common iliac artery,Other PAD procedures (3),NA,Kuan
7A43300,Peripheral arterial disease,34037,Open insertion of iliac artery stent,Other PAD procedures (3),NA,Kuan
7A44000,Peripheral arterial disease,10827,Percutaneous transluminal angioplasty of iliac artery,Other PAD procedures (3),NA,Kuan
7A44100,Peripheral arterial disease,66930,Percutaneous transluminal embolectomy of iliac artery,Other PAD procedures (3),NA,Kuan
7A44300,Peripheral arterial disease,7111,Insertion of iliac artery stent,Other PAD procedures (3),NA,Kuan
7A44400,Peripheral arterial disease,24229,Percutaneous transluminal insertion of iliac artery stent,Other PAD procedures (3),NA,Kuan
7A44y00,Peripheral arterial disease,28894,Other specified transluminal operation on iliac artery,Other PAD procedures (3),NA,Kuan
7A44z00,Peripheral arterial disease,55877,Transluminal operation on iliac artery NOS,Other PAD procedures (3),NA,Kuan
7A47.00,Peripheral arterial disease,9099,Other emergency bypass of femoral artery or popliteal artery,Other PAD procedures (3),NA,Kuan
7A47.11,Peripheral arterial disease,72491,Other emerg bypass femoral or popliteal art by anastomosis,Other PAD procedures (3),NA,Kuan
7A47.13,Peripheral arterial disease,63238,Other emergency bypass of deep femoral artery,Other PAD procedures (3),NA,Kuan
7A47.14,Peripheral arterial disease,39776,Other emergency bypass of popliteal artery,Other PAD procedures (3),NA,Kuan
7A47.15,Peripheral arterial disease,97606,Other emergency bypass of superficial femoral artery,Other PAD procedures (3),NA,Kuan
7A47.16,Peripheral arterial disease,11766,Other emergency bypass of femoral artery,Other PAD procedures (3),NA,Kuan
7A47000,Peripheral arterial disease,43651,Emerg bypass femoral art by fem/pop art anast c prosth NEC,Other PAD procedures (3),NA,Kuan
7A47100,Peripheral arterial disease,67818,Emerg bypass popliteal art by pop/pop art anast c prosth NEC,Other PAD procedures (3),NA,Kuan
7A47200,Peripheral arterial disease,52342,Emerg bypass femoral art by fem/pop a anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A47300,Peripheral arterial disease,60693,Emerg bypass pop art by pop/pop art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A47400,Peripheral arterial disease,66820,Emerg bypass femoral art by fem/tib art anast c prosth NEC,Other PAD procedures (3),NA,Kuan
7A47600,Peripheral arterial disease,96255,Emerg bypass femoral art by fem/tib a anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A47700,Peripheral arterial disease,66879,Emerg bypass pop art by pop/tib art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A47B00,Peripheral arterial disease,62775,Emerg bypass pop art by pop/peron art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A47C00,Peripheral arterial disease,48939,Emerg bypass femoral artery by fem/fem art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A47D00,Peripheral arterial disease,70922,Emerg bypass popliteal artery by pop/fem art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A47y00,Peripheral arterial disease,65692,Other emergency bypass of femoral or popliteal artery OS,Other PAD procedures (3),NA,Kuan
7A47z00,Peripheral arterial disease,68320,Other emergency bypass of femoral or popliteal artery NOS,Other PAD procedures (3),NA,Kuan
7A48.00,Peripheral arterial disease,24692,Other bypass of femoral artery or popliteal artery,Other PAD procedures (3),NA,Kuan
7A48.11,Peripheral arterial disease,61974,Other bypass of femoral or popliteal artery by anastomosis,Other PAD procedures (3),NA,Kuan
7A48.12,Peripheral arterial disease,37787,Other bypass of common femoral artery,Other PAD procedures (3),NA,Kuan
7A48.14,Peripheral arterial disease,18060,Other bypass of femoral artery,Other PAD procedures (3),NA,Kuan
7A48.15,Peripheral arterial disease,12331,Other bypass of popliteal artery,Other PAD procedures (3),NA,Kuan
7A48.16,Peripheral arterial disease,40732,Other bypass of superficial femoral artery,Other PAD procedures (3),NA,Kuan
7A48000,Peripheral arterial disease,27580,Bypass femoral artery by fem/pop art anast c prosthesis NEC,Other PAD procedures (3),NA,Kuan
7A48100,Peripheral arterial disease,64555,Bypass popliteal artery by pop/pop a anast c prosthesis NEC,Other PAD procedures (3),NA,Kuan
7A48200,Peripheral arterial disease,28030,Bypass femoral artery by fem/pop art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48300,Peripheral arterial disease,24097,Bypass popliteal artery by pop/pop a anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48400,Peripheral arterial disease,39877,Bypass femoral artery by fem/tib art anast c prosthesis NEC,Other PAD procedures (3),NA,Kuan
7A48500,Peripheral arterial disease,60465,Bypass popliteal artery by pop/tib a anast c prosthesis NEC,Other PAD procedures (3),NA,Kuan
7A48600,Peripheral arterial disease,41823,Bypass femoral artery by fem/tib art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48700,Peripheral arterial disease,48700,Bypass popliteal artery by pop/tib a anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48800,Peripheral arterial disease,67982,Bypass femoral artery by fem/peron a anast c prosthesis NEC,Other PAD procedures (3),NA,Kuan
7A48A00,Peripheral arterial disease,53675,Bypass femoral artery by fem/peron a anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48B00,Peripheral arterial disease,68412,Bypass popliteal art by pop/peron art anast c vein graft NEC,Other PAD procedures (3),NA,Kuan
7A48C00,Peripheral arterial disease,45428,Bypass femoral artery by femoral/femoral art anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A48D00,Peripheral arterial disease,42115,Bypass popliteal artery by pop/fem artery anastomosis NEC,Other PAD procedures (3),NA,Kuan
7A48E00,Peripheral arterial disease,22016,Femoro-femoral prosthetic cross over graft,Other PAD procedures (3),NA,Kuan
7A48y00,Peripheral arterial disease,42640,Other bypass of femoral artery or popliteal artery OS,Other PAD procedures (3),NA,Kuan
7A48z00,Peripheral arterial disease,2066,Other bypass of femoral artery or popliteal artery NOS,Other PAD procedures (3),NA,Kuan
7A49.00,Peripheral arterial disease,31338,Reconstruction of femoral artery or popliteal artery,Other PAD procedures (3),NA,Kuan
7A49.11,Peripheral arterial disease,73822,Reconstruction of common femoral artery,Other PAD procedures (3),NA,Kuan
7A49.13,Peripheral arterial disease,63396,Reconstruction of femoral artery,Other PAD procedures (3),NA,Kuan
7A49.14,Peripheral arterial disease,28125,Reconstruction of popliteal artery,Other PAD procedures (3),NA,Kuan
7A49.15,Peripheral arterial disease,96809,Reconstruction of superficial femoral artery,Other PAD procedures (3),NA,Kuan
7A49000,Peripheral arterial disease,28777,Endarterectomy and patch repair of femoral artery,Other PAD procedures (3),NA,Kuan
7A49100,Peripheral arterial disease,52695,Endarterectomy and patch repair of popliteal artery,Other PAD procedures (3),NA,Kuan
7A49200,Peripheral arterial disease,18816,Endarterectomy of femoral artery NEC,Other PAD procedures (3),NA,Kuan
7A49300,Peripheral arterial disease,36136,Endarterectomy of popliteal artery NEC,Other PAD procedures (3),NA,Kuan
7A49400,Peripheral arterial disease,57793,Profundoplasty femoral artery & patch repair deep fem artery,Other PAD procedures (3),NA,Kuan
7A49500,Peripheral arterial disease,63605,Profundoplasty and patch repair of popliteal artery,Other PAD procedures (3),NA,Kuan
7A49600,Peripheral arterial disease,47835,Profundoplasty of femoral artery NEC,Other PAD procedures (3),NA,Kuan
7A49700,Peripheral arterial disease,65669,Profundoplasty of popliteal artery NEC,Other PAD procedures (3),NA,Kuan
7A49800,Peripheral arterial disease,52869,Reconstruction of femoral artery with vein graft,Other PAD procedures (3),NA,Kuan
7A49900,Peripheral arterial disease,69519,Reconstruction of popliteal artery with vein graft,Other PAD procedures (3),NA,Kuan
7A49y00,Peripheral arterial disease,67083,Reconstruction of femoral or popliteal artery OS,Other PAD procedures (3),NA,Kuan
7A49z00,Peripheral arterial disease,6617,Reconstruction of femoral or popliteal artery NOS,Other PAD procedures (3),NA,Kuan
7A4A.00,Peripheral arterial disease,40397,Other open operations on femoral artery or popliteal artery,Other PAD procedures (3),NA,Kuan
7A4A.11,Peripheral arterial disease,60212,Other open operations on common femoral artery,Other PAD procedures (3),NA,Kuan
7A4A.13,Peripheral arterial disease,20892,Other open operations on popliteal artery,Other PAD procedures (3),NA,Kuan
7A4A.14,Peripheral arterial disease,49319,Other open operations on superficial femoral artery,Other PAD procedures (3),NA,Kuan
7A4A000,Peripheral arterial disease,33555,Repair of femoral artery NEC,Other PAD procedures (3),NA,Kuan
7A4A100,Peripheral arterial disease,28119,Repair of popliteal artery NEC,Other PAD procedures (3),NA,Kuan
7A4A200,Peripheral arterial disease,9119,Open embolectomy of femoral artery,Other PAD procedures (3),NA,Kuan
7A4A211,Peripheral arterial disease,16363,Open thrombectomy of femoral artery,Other PAD procedures (3),NA,Kuan
7A4A212,Peripheral arterial disease,17336,Open femoral embolectomy,Other PAD procedures (3),NA,Kuan
7A4A300,Peripheral arterial disease,39437,Open embolectomy popliteal artery,Other PAD procedures (3),NA,Kuan
7A4A311,Peripheral arterial disease,42645,Open thrombectomy of popliteal artery,Other PAD procedures (3),NA,Kuan
7A4A700,Peripheral arterial disease,63368,Repair of femoral artery with temporary silastic shunt,Other PAD procedures (3),NA,Kuan
7A4A800,Peripheral arterial disease,66869,Repair of popliteal artery with temporary silastic shunt,Other PAD procedures (3),NA,Kuan
7A4Ay00,Peripheral arterial disease,24677,Other open operation on femoral or popliteal artery OS,Other PAD procedures (3),NA,Kuan
7A4B000,Peripheral arterial disease,6356,Percutaneous transluminal angioplasty of femoral artery,Other PAD procedures (3),NA,Kuan
7A4B100,Peripheral arterial disease,29112,Percutaneous transluminal angioplasty of popliteal artery,Other PAD procedures (3),NA,Kuan
7A4B200,Peripheral arterial disease,6256,Percutaneous transluminal embolectomy of femoral artery,Other PAD procedures (3),NA,Kuan
7A4B300,Peripheral arterial disease,52289,Percutaneous transluminal embolectomy of popliteal artery,Other PAD procedures (3),NA,Kuan
7A4B400,Peripheral arterial disease,71041,Percutaneous transluminal embolisation of femoral artery,Other PAD procedures (3),NA,Kuan
7A4B500,Peripheral arterial disease,40619,Percutaneous transluminal embolisation of popliteal artery,Other PAD procedures (3),NA,Kuan
7A4B800,Peripheral arterial disease,18030,Percut translum thrombolysis femoral graft streptokinase,Other PAD procedures (3),NA,Kuan
7A4B900,Peripheral arterial disease,81445,Percutaneous transluminal insertion of stent femoral artery,Other PAD procedures (3),NA,Kuan
7A50.00,Peripheral arterial disease,20657,Revision of reconstruction of artery,Other PAD procedures (3),NA,Kuan
7A50000,Peripheral arterial disease,54071,Revision of reconstruction involving aorta,Other PAD procedures (3),NA,Kuan
7A50100,Peripheral arterial disease,49273,Revision of reconstruction involving iliac artery,Other PAD procedures (3),NA,Kuan
7A50200,Peripheral arterial disease,18038,Revision of reconstruction involving femoral artery,Other PAD procedures (3),NA,Kuan
7A50300,Peripheral arterial disease,65286,Revision of reconstruction of popliteal artery,Other PAD procedures (3),NA,Kuan
A3A0F00,Peripheral arterial disease,72632,Gas gangrene-foot,Peripheral vascular disease (7),NA,Kuan
C107.00,Peripheral arterial disease,35399,Diabetes mellitus with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107000,Peripheral arterial disease,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107100,Peripheral arterial disease,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107300,Peripheral arterial disease,69124,IDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107400,Peripheral arterial disease,56803,NIDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107z00,Peripheral arterial disease,65025,Diabetes mellitus NOS with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C108G00,Peripheral arterial disease,64446,Insulin dependent diab mell with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109F00,Peripheral arterial disease,54212,Non-insulin-dependent d m with peripheral angiopath,Peripheral vascular disease (7),NA,Kuan
C109F11,Peripheral arterial disease,54899,Type II diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109F12,Peripheral arterial disease,60699,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C10EG00,Peripheral arterial disease,93468,Type 1 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C10FF00,Peripheral arterial disease,37806,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
G700.11,Peripheral arterial disease,19155,Aorto-iliac disease,Peripheral vascular disease (7),NA,Kuan
G702.00,Peripheral arterial disease,14797,Extremity artery atheroma,Peripheral vascular disease (7),NA,Kuan
G702z00,Peripheral arterial disease,16260,Extremity artery atheroma NOS,Peripheral vascular disease (7),NA,Kuan
G73..00,Peripheral arterial disease,5943,Other peripheral vascular disease,Peripheral vascular disease (7),readcode,Kuan and Cambridge
G73..11,Peripheral arterial disease,5702,Peripheral ischaemic vascular disease,Peripheral vascular disease (7),NA,Kuan
G73..12,Peripheral arterial disease,1826,Ischaemia of legs,Peripheral vascular disease (7),NA,Kuan
G73..13,Peripheral arterial disease,6827,Peripheral ischaemia,Peripheral vascular disease (7),NA,Kuan
G731.00,Peripheral arterial disease,34638,Thromboangiitis obliterans,Peripheral vascular disease (7),NA,Kuan
G731000,Peripheral arterial disease,23497,Buerger's disease,Peripheral vascular disease (7),NA,Kuan
G731z00,Peripheral arterial disease,67401,Thromboangiitis obliterans NOS,Peripheral vascular disease (7),NA,Kuan
G732.00,Peripheral arterial disease,9204,Peripheral gangrene,Peripheral vascular disease (7),NA,Kuan
G732000,Peripheral arterial disease,5414,Gangrene of toe,Peripheral vascular disease (7),NA,Kuan
G732100,Peripheral arterial disease,12735,Gangrene of foot,Peripheral vascular disease (7),NA,Kuan
G733.00,Peripheral arterial disease,98174,Ischaemic foot,Peripheral vascular disease (7),NA,Kuan
G73y.00,Peripheral arterial disease,38907,Other specified peripheral vascular disease,Peripheral vascular disease (7),NA,Kuan
G73y000,Peripheral arterial disease,34152,Diabetic peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
G73y100,Peripheral arterial disease,23871,Peripheral angiopathic disease EC NOS,Peripheral vascular disease (7),NA,Kuan
G73y200,Peripheral arterial disease,4317,Acrocyanosis,Peripheral vascular disease (7),NA,Kuan
G73y400,Peripheral arterial disease,22834,Acroparaesthesia - Schultze's type,Peripheral vascular disease (7),NA,Kuan
G73y500,Peripheral arterial disease,25954,Acroparaesthesia - Nothnagel's type,Peripheral vascular disease (7),NA,Kuan
G73y511,Peripheral arterial disease,68698,Nothnagel's vasomotor acroparaesthesia,Peripheral vascular disease (7),NA,Kuan
G73y600,Peripheral arterial disease,3715,Acroparaesthesia - unspecified,Peripheral vascular disease (7),NA,Kuan
G73y700,Peripheral arterial disease,15272,Erythrocyanosis,Peripheral vascular disease (7),NA,Kuan
G73y800,Peripheral arterial disease,10500,Erythromelalgia,Peripheral vascular disease (7),NA,Kuan
G73yz00,Peripheral arterial disease,4325,Other specified peripheral vascular disease NOS,Peripheral vascular disease (7),NA,Kuan
G73z.00,Peripheral arterial disease,3530,Peripheral vascular disease NOS,Peripheral vascular disease (7),readcode,Kuan and Cambridge
G73z000,Peripheral arterial disease,1517,Intermittent claudication,Peripheral vascular disease (7),readcode,Kuan and Cambridge
G73z011,Peripheral arterial disease,6853,Claudication,Peripheral vascular disease (7),NA,Kuan
G73zz00,Peripheral arterial disease,2760,Peripheral vascular disease NOS,Peripheral vascular disease (7),readcode,Kuan and Cambridge
G740.12,Peripheral arterial disease,5650,Aortoiliac obstruction,Peripheral vascular disease (7),NA,Kuan
G742400,Peripheral arterial disease,2065,Embolism and thrombosis of the femoral artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G742500,Peripheral arterial disease,4539,Embolism and thrombosis of the popliteal artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G742600,Peripheral arterial disease,69232,Embolism and thrombosis of the anterior tibial artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G742700,Peripheral arterial disease,71860,Embolism and thrombosis of the dorsalis pedis artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G742900,Peripheral arterial disease,44835,Embolism and thrombosis of a leg artery NOS,Leg or aortic embolism or thrombosis (8),NA,Kuan
G742z00,Peripheral arterial disease,15302,Peripheral arterial embolism and thrombosis NOS,Peripheral vascular disease (7),NA,Kuan
G74y000,Peripheral arterial disease,54865,Embolism and/or thrombosis of the common iliac artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G74y100,Peripheral arterial disease,32634,Embolism and/or thrombosis of the internal iliac artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G74y200,Peripheral arterial disease,56919,Embolism and/or thrombosis of the external iliac artery,Leg or aortic embolism or thrombosis (8),NA,Kuan
G74y300,Peripheral arterial disease,27494,Embolism and thrombosis of the iliac artery unspecified,Leg or aortic embolism or thrombosis (8),NA,Kuan
Gyu7400,Peripheral arterial disease,73961,[X]Other specified peripheral vascular diseases,Peripheral vascular disease (7),NA,Kuan
M271.12,Peripheral arterial disease,6308,Ischaemic leg ulcer,Peripheral vascular disease (7),NA,Kuan
M271000,Peripheral arterial disease,24327,Ischaemic ulcer diabetic foot,Peripheral vascular disease (7),NA,Kuan
M271300,Peripheral arterial disease,11624,Arterial leg ulcer,Peripheral vascular disease (7),NA,Kuan
M271400,Peripheral arterial disease,8801,Mixed venous and arterial leg ulcer,Peripheral vascular disease (7),NA,Kuan
R054200,Peripheral arterial disease,53634,[D]Gangrene of toe in diabetic,Peripheral vascular disease (7),NA,Kuan
R054300,Peripheral arterial disease,31053,[D]Widespread diabetic foot gangrene,Peripheral vascular disease (7),NA,Kuan
R055000,Peripheral arterial disease,14796,[D]Failure of peripheral circulation,Peripheral vascular disease (7),NA,Kuan
R055011,Peripheral arterial disease,30484,[D]Peripheral circulatory failure,Peripheral vascular disease (7),NA,Kuan
