Disease,ReadCode,MedCode,ReadTerm
Primary Malignancy_Other Skin and subcutaneous tissue,B336000,43122,Malignant neoplasm of skin of shoulder
Primary Malignancy_Other Skin and subcutaneous tissue,B336100,42707,Malignant neoplasm of skin of upper arm
Primary Malignancy_Other Skin and subcutaneous tissue,B336200,30577,Malignant neoplasm of skin of fore-arm
Primary Malignancy_Other Skin and subcutaneous tissue,B336300,54352,Malignant neoplasm of skin of hand
Primary Malignancy_Other Skin and subcutaneous tissue,B336400,25245,Malignant neoplasm of skin of finger
Primary Malignancy_Other Skin and subcutaneous tissue,B336500,64406,Malignant neoplasm of skin of thumb
Primary Malignancy_Other Skin and subcutaneous tissue,B336.00,30747,Malignant neoplasm of skin of upper limb and shoulder
Primary Malignancy_Other Skin and subcutaneous tissue,B336z00,60526,Malignant neoplasm of skin of upper limb or shoulder NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B337000,70988,Malignant neoplasm of skin of hip
Primary Malignancy_Other Skin and subcutaneous tissue,B337100,58601,Malignant neoplasm of skin of thigh
Primary Malignancy_Other Skin and subcutaneous tissue,B337200,56954,Malignant neoplasm of skin of knee
Primary Malignancy_Other Skin and subcutaneous tissue,B337300,68197,Malignant neoplasm of skin of popliteal fossa area
Primary Malignancy_Other Skin and subcutaneous tissue,B337400,33682,Malignant neoplasm of skin of lower leg
Primary Malignancy_Other Skin and subcutaneous tissue,B337500,64270,Malignant neoplasm of skin of ankle
Primary Malignancy_Other Skin and subcutaneous tissue,B337600,104025,Malignant neoplasm of skin of heel
Primary Malignancy_Other Skin and subcutaneous tissue,B337700,70587,Malignant neoplasm of skin of foot
Primary Malignancy_Other Skin and subcutaneous tissue,B337800,65782,Malignant neoplasm of skin of toe
Primary Malignancy_Other Skin and subcutaneous tissue,B337900,67914,Malignant neoplasm of skin of great toe
Primary Malignancy_Other Skin and subcutaneous tissue,B337.00,57442,Malignant neoplasm of skin of lower limb and hip
Primary Malignancy_Other Skin and subcutaneous tissue,B337z00,61194,Malignant neoplasm of skin of lower limb or hip NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B338.00,93352,Squamous cell carcinoma of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B339.00,24375,Dermatofibrosarcoma protuberans
Primary Malignancy_Other Skin and subcutaneous tissue,B33..00,4632,Other malignant neoplasm of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B33..11,876,Basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,B33..13,1940,Rodent ulcer
Primary Malignancy_Other Skin and subcutaneous tissue,B33..14,37016,Malignant neoplasm of sebaceous gland
Primary Malignancy_Other Skin and subcutaneous tissue,B33..15,40443,Malignant neoplasm of sweat gland
Primary Malignancy_Other Skin and subcutaneous tissue,B33..16,3445,Epithelioma basal cell
Primary Malignancy_Other Skin and subcutaneous tissue,B33X.00,42429,Malignant neoplasm overlapping lesion of skin
Primary Malignancy_Other Skin and subcutaneous tissue,B33y.00,18354,Malignant neoplasm of other specified skin sites
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.00,2492,Malignant neoplasm of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.11,93490,Squamous cell carcinoma of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB2A.13,94873,[M]Squamous cell carcinoma of skin NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB30.00,29282,[M]Basal cell tumour
Primary Malignancy_Other Skin and subcutaneous tissue,BB31.00,3028,[M]Basal cell carcinoma NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB32.00,59919,[M]Multicentric basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB33.00,9885,"[M]Basal cell carcinoma, morphoea type"
Primary Malignancy_Other Skin and subcutaneous tissue,BB34.00,29524,"[M]Basal cell carcinoma, fibroepithelial type"
Primary Malignancy_Other Skin and subcutaneous tissue,BB35.00,35457,[M]Basosquamous carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB36.00,13574,[M]Metatypical carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3..00,3516,[M]Basal cell neoplasms
Primary Malignancy_Other Skin and subcutaneous tissue,BB3C.00,102417,[M]Superficial basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3D.00,102547,"[M]Basal cell carcinoma, nodular"
Primary Malignancy_Other Skin and subcutaneous tissue,BB3E.00,103440,"[M]Basal cell carcinoma, micronodular"
Primary Malignancy_Other Skin and subcutaneous tissue,BB3F.00,103178,"[M]Basal cell carcinoma, infiltrative"
Primary Malignancy_Other Skin and subcutaneous tissue,BB3G.00,103066,[M]Pigmented basal cell carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB3z.00,30853,[M]Basal cell neoplasm NOS
Primary Malignancy_Other Skin and subcutaneous tissue,BB60100,68783,[M]Skin appendage carcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB61200,71627,[M]Sweat gland adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB62100,38575,[M]Apocrine adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,BB69100,34269,[M]Sebaceous adenocarcinoma
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4200,57184,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4300,56121,"[X]Malignant neoplasm of skin, unspecified"
Primary Malignancy_Other Skin and subcutaneous tissue,Byu5A00,60162,[X]Malignant neoplasm overlapping lesion of skin
Primary Malignancy_Other Skin and subcutaneous tissue,ZV10y14,47669,[V]Personal history of malignant neoplasm of skin
Primary Malignancy_Other Skin and subcutaneous tissue,7G03K00,18270,Excision malignant skin tumour
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4.00,19144,[X]Melanoma and other malignant neoplasms of skin
