Disease,ReadCode,MedCode,ReadTerm
Peptic ulcer disease,J13y200,64111,Unspecified peptic ulcer with perforation
Peptic ulcer disease,J13y300,96622,Unspecified peptic ulcer with haemorrhage and perforation
Peptic ulcer disease,J13y400,99670,Unspecified peptic ulcer with obstruction
Peptic ulcer disease,J13yz00,60249,Unspecified peptic ulcer NOS
Peptic ulcer disease,J13z.00,19928,Peptic ulcer NOS
Peptic ulcer disease,J14..00,23082,Gastrojejunal ulcer (GJU)
Peptic ulcer disease,J14..11,23487,Anastomotic ulcer
Peptic ulcer disease,J14..12,64913,Gastrocolic ulcer
Peptic ulcer disease,J14..13,9981,Jejunal ulcer
Peptic ulcer disease,J14..15,1295,Stomal ulcer
Peptic ulcer disease,J140.00,45184,Acute gastrojejunal ulcer
Peptic ulcer disease,J140100,96628,Acute gastrojejunal ulcer with haemorrhage
Peptic ulcer disease,J140200,102177,Acute gastrojejunal ulcer with perforation
Peptic ulcer disease,J140300,106330,Acute gastrojejunal ulcer with haemorrhage and perforation
Peptic ulcer disease,J140z00,42274,Acute gastrojejunal ulcer NOS
Peptic ulcer disease,J141.00,96090,Chronic gastrojejunal ulcer
Peptic ulcer disease,J141300,110244,Chronic gastrojejunal ulcer with haemorrhage and perforation
Peptic ulcer disease,J14y.00,63482,Unspecified gastrojejunal ulcer
Peptic ulcer disease,J14y100,60346,Unspecified gastrojejunal ulcer with haemorrhage
Peptic ulcer disease,J14y200,15979,Unspecified gastrojejunal ulcer with perforation
Peptic ulcer disease,J14yz00,66092,Unspecified gastrojejunal ulcer NOS
Peptic ulcer disease,J14z.00,15403,Gastrojejunal ulcer NOS
Peptic ulcer disease,J17y800,18319,Healed gastric ulcer leaving a scar
Peptic ulcer disease,K4271,84227,NA
Peptic ulcer disease,K458 PT,90899,NA
Peptic ulcer disease,ZV12711,26261,[V]Personal history of peptic ulcer
Peptic ulcer disease,ZV12712,40489,[V]Personal history of duodenal ulcer
Peptic ulcer disease,ZV12C00,41271,[V] Personal history of gastric ulcer
Peptic ulcer disease,1956.00,4643,Peptic ulcer symptoms
Peptic ulcer disease,J130400,113325,Acute peptic ulcer with obstruction
Peptic ulcer disease,J13yy00,113771,Unspec peptic ulcer; unspec haemorrhage and/or perforation
Peptic ulcer disease,J14y400,113815,Unspecified gastrojejunal ulcer with obstruction
Peptic ulcer disease,J140000,114042,Acute gastrojejunal ulcer without mention of complication
Peptic ulcer disease,J141400,115312,Chronic gastrojejunal ulcer with obstruction
,,,
,,,
,,,
