Disease,ReadCode,MedCode,ReadTerm
Congenital cardiac disease,P51y.00,62169, Other specified transposition of great vessels 
Congenital cardiac disease,P51z.00,73539, Great vessel transposition NOS 
Congenital cardiac disease,P511200,102980, Incomplete great vessel transposition 
Congenital cardiac disease,P512.00,63390, Corrected great vessel transposition 
Congenital cardiac disease,7903.12,37987, Senning correction for transposition of great vessels 
Congenital cardiac disease,P51..00,2816, Transposition of great vessels 
Congenital cardiac disease,7904y00,64470, Other correction of transposition of great vessels OS 
Congenital cardiac disease,790J.00,90605, Other repair of transposition of great arteries 
Congenital cardiac disease,7903.13,89968, Atrial inversion operations for transposition of great art 
Congenital cardiac disease,7904z00,38411, Other correction of transposition of great vessels NOS 
Congenital cardiac disease,790Jz00,108021, Other repair of transposition of great arteries NOS 
Congenital cardiac disease,7904,28355, Other correction of transposition of great vessels 
Congenital cardiac disease,P511100,23988, Dextratransposition of aorta 
Congenital cardiac disease,P713.11,16731, Stenosis of aortic arch 
Congenital cardiac disease,P721200,46530, Double aortic arch 
Congenital cardiac disease,P710.00,57932," Hypoplasia of aortic arch, unspecified "
Congenital cardiac disease,P721500,44334, Persistent right aortic arch 
Congenital cardiac disease,7A18600,67046, Repair of interrupted aortic arch 
Congenital cardiac disease,P721000,67286, Anomalous origin of the aortic arch 
Congenital cardiac disease,P721z00,34176, Aortic arch anomalies NOS 
Congenital cardiac disease,7N42100,43440, [SO]Aortic arch 
Congenital cardiac disease,P721.00,30725, Aortic arch anomalies 
Congenital cardiac disease,P713.00,37323, Interruption of aortic arch 
Congenital cardiac disease,P71z.00,59907, Coarctation of aorta NOS 
Congenital cardiac disease,P712.00,70853, Postductal coarctation of aorta 
Congenital cardiac disease,P71..00,3301, Coarctation of aorta 
Congenital cardiac disease,7A18111,92330, Hamilton repair coarctation of aorta using subclavian flap 
Congenital cardiac disease,P733.00,18982, Coarctation of the pulmonary artery 
Congenital cardiac disease,P711.00,72295, Preductal coarctation of aorta 
Congenital cardiac disease,P502.00,66245, Persistent truncus arteriosus 
Congenital cardiac disease,P502.11,41371, Truncus arteriosus 
Congenital cardiac disease,P500.11,61914, Persistent truncus arteriosus 
Congenital cardiac disease,P500.12,45187, Truncus arteriosus 
Congenital cardiac disease,7A00000,56081, Correction of persistent truncus arteriosus 
Congenital cardiac disease,P603.11,68982, Pseudotruncus arteriosus 
Congenital cardiac disease,7A00100,114658, Application of band to persistent truncus arteriosus 
Congenital cardiac disease,7A00200,61915, Repair of hemitruncus arteriosus 
