Disease,ReadCode,MedCode,ReadTerm
Coronary heart disease,7925312,68123,RIMA single anastomosis
Coronary heart disease,7925400,68139,Single implantation of mammary artery into coronary artery
Coronary heart disease,7925y00,37719,Connection of mammary artery to coronary artery OS
Coronary heart disease,7925z00,56990,Connection of mammary artery to coronary artery NOS
Coronary heart disease,7926.00,96804,Connection of other thoracic artery to coronary artery
Coronary heart disease,7926000,62608,Double anastom thoracic arteries to coronary arteries NEC
Coronary heart disease,7926200,67591,Single anastomosis of thoracic artery to coronary artery NEC
Coronary heart disease,7926300,60753,Single implantation thoracic artery into coronary artery NEC
Coronary heart disease,7926z00,72780,Connection of other thoracic artery to coronary artery NOS
Coronary heart disease,7927500,5744,Open angioplasty of coronary artery
Coronary heart disease,792C.00,55598,Other replacement of coronary artery
Coronary heart disease,792C000,55092,Replacement of coronary arteries using multiple methods
Coronary heart disease,792Cy00,93828,Other specified replacement of coronary artery
Coronary heart disease,792Cz00,70755,Replacement of coronary artery NOS
Coronary heart disease,792D.00,34963,Other bypass of coronary artery
Coronary heart disease,792Dy00,3159,Other specified other bypass of coronary artery
Coronary heart disease,792Dz00,33471,Other bypass of coronary artery NOS
Coronary heart disease,SP00300,69776,Mechanical complication of coronary bypass
Coronary heart disease,SP07600,12734,Coronary artery bypass graft occlusion
Coronary heart disease,5543.00,1021,Coronary arteriograph.abnormal
Coronary heart disease,3213100,1628,Exercise ECG abnormal
Coronary heart disease,3213111,19827,Positive exercise ECG test
Coronary heart disease,33B9500,5233,Exercise tolerance test abnormal
Coronary heart disease,322..00,8246,ECG: myocardial ischaemia
Coronary heart disease,3222.00,26973,ECG:shows myocardial ischaemia
Coronary heart disease,322Z.00,35287,ECG: myocardial ischaemia NOS
Coronary heart disease,32E4.00,42104,ECG: S-T depression
Coronary heart disease,32F2.00,26965,ECG: T wave abnormal
Coronary heart disease,32F3.00,46230,ECG: T wave flattened
Coronary heart disease,32F4.00,26967,ECG: T wave inverted
Coronary heart disease,5C11.00,58135,Radionuclide heart study abnormal
Coronary heart disease,662K300,29300,Angina control - worsening
Coronary heart disease,G311300,34328,Refractory angina
Coronary heart disease,G311400,18118,Worsening angina
Coronary heart disease,G311.00,36523,Preinfarction syndrome
Coronary heart disease,G311.11,4656,Crescendo angina
Coronary heart disease,G311.12,39655,Impending infarction
Coronary heart disease,G311.13,1431,Unstable angina
Coronary heart disease,G311.14,19655,Angina at rest
Coronary heart disease,G311100,7347,Unstable angina
Coronary heart disease,G311200,17307,Angina at rest
Coronary heart disease,G311z00,54251,Preinfarction syndrome NOS
Coronary heart disease,G312.00,39449,Coronary thrombosis not resulting in myocardial infarction
Coronary heart disease,G31y000,9276,Acute coronary insufficiency
Coronary heart disease,G33z000,66388,Status anginosus
Coronary heart disease,G311500,11983,Acute coronary syndrome
Coronary heart disease,14A3.00,35674,H/O: myocardial infarct <60
Coronary heart disease,14A4.00,40399,H/O: myocardial infarct >60
Coronary heart disease,14AH.00,50372,H/O: Myocardial infarction in last year
Coronary heart disease,G310.00,23579,Postmyocardial infarction syndrome
Coronary heart disease,G32..00,4017,Old myocardial infarction
Coronary heart disease,G32..11,16408,Healed myocardial infarction
Coronary heart disease,G32..12,17464,Personal history of myocardial infarction
Coronary heart disease,G30..11,13566,Attack - heart
Coronary heart disease,G30..14,1204,Heart attack
Coronary heart disease,G30..17,17689,Silent myocardial infarction
Coronary heart disease,G30A.00,17133,Mural thrombosis
Coronary heart disease,G30X000,12229,Acute ST segment elevation myocardial infarction
Coronary heart disease,G307100,10562,Acute non-ST segment elevation myocardial infarction
Coronary heart disease,323..00,7783,ECG: myocardial infarction
Coronary heart disease,3233.00,26975,ECG: antero-septal infarct.
Coronary heart disease,3234.00,26972,ECG:posterior/inferior infarct
Coronary heart disease,3235.00,55401,ECG: subendocardial infarct
Coronary heart disease,3236.00,52705,ECG: lateral infarction
Coronary heart disease,323Z.00,59032,ECG: myocardial infarct NOS
Coronary heart disease,889A.00,61670,Diab mellit insulin-glucose infus acute myocardial infarct
Coronary heart disease,G30..00,241,Acute myocardial infarction
Coronary heart disease,G30..12,2491,Coronary thrombosis
Coronary heart disease,G30..13,30421,Cardiac rupture following myocardial infarction (MI)
Coronary heart disease,G30..15,1677,MI - acute myocardial infarction
Coronary heart disease,G30..16,13571,Thrombosis - coronary
Coronary heart disease,G300.00,12139,Acute anterolateral infarction
Coronary heart disease,G301.00,5387,Other specified anterior myocardial infarction
Coronary heart disease,G301000,40429,Acute anteroapical infarction
Coronary heart disease,G301100,17872,Acute anteroseptal infarction
Coronary heart disease,G301z00,14897,Anterior myocardial infarction NOS
Coronary heart disease,G302.00,8935,Acute inferolateral infarction
Coronary heart disease,G303.00,29643,Acute inferoposterior infarction
Coronary heart disease,G304.00,23892,Posterior myocardial infarction NOS
Coronary heart disease,G305.00,14898,Lateral myocardial infarction NOS
Coronary heart disease,G306.00,63467,True posterior myocardial infarction
Coronary heart disease,G307.00,3704,Acute subendocardial infarction
Coronary heart disease,G307000,9507,Acute non-Q wave infarction
Coronary heart disease,G308.00,1678,Inferior myocardial infarction NOS
Coronary heart disease,G309.00,30330,Acute Q-wave infarct
Coronary heart disease,G30B.00,32854,Acute posterolateral myocardial infarction
Coronary heart disease,G30X.00,29758,Acute transmural myocardial infarction of unspecif site
Coronary heart disease,G30y.00,34803,Other acute myocardial infarction
Coronary heart disease,G30y000,28736,Acute atrial infarction
Coronary heart disease,G30y100,62626,Acute papillary muscle infarction
Coronary heart disease,G30y200,41221,Acute septal infarction
Coronary heart disease,G30yz00,46017,Other acute myocardial infarction NOS
Coronary heart disease,G30z.00,14658,Acute myocardial infarction NOS
Coronary heart disease,G31y100,68357,Microinfarction of heart
Coronary heart disease,G38..00,32272,Postoperative myocardial infarction
Coronary heart disease,G380.00,46112,Postoperative transmural myocardial infarction anterior wall
Coronary heart disease,G381.00,46276,Postoperative transmural myocardial infarction inferior wall
Coronary heart disease,G384.00,41835,Postoperative subendocardial myocardial infarction
Coronary heart disease,G38z.00,68748,"Postoperative myocardial infarction, unspecified"
Coronary heart disease,Gyu3400,96838,[X]Acute transmural myocardial infarction of unspecif site
Coronary heart disease,G35..00,18842,Subsequent myocardial infarction
Coronary heart disease,G350.00,45809,Subsequent myocardial infarction of anterior wall
Coronary heart disease,G351.00,38609,Subsequent myocardial infarction of inferior wall
Coronary heart disease,G353.00,72562,Subsequent myocardial infarction of other sites
Coronary heart disease,G35X.00,46166,Subsequent myocardial infarction of unspecified site
Coronary heart disease,G310.11,15661,Dressler's syndrome
Coronary heart disease,G36..00,36423,Certain current complication follow acute myocardial infarct
Coronary heart disease,G360.00,24126,Haemopericardium/current comp folow acut myocard infarct
Coronary heart disease,G361.00,23708,Atrial septal defect/curr comp folow acut myocardal infarct
Coronary heart disease,G362.00,37657,Ventric septal defect/curr comp fol acut myocardal infarctn
Coronary heart disease,G363.00,59189,Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI
Coronary heart disease,G364.00,59940,Ruptur chordae tendinae/curr comp fol acute myocard infarct
Coronary heart disease,G365.00,69474,Rupture papillary muscle/curr comp fol acute myocard infarct
Coronary heart disease,G366.00,29553,"Thrombosis atrium,auric append&vent/curr comp foll acute MI"
Coronary heart disease,G501.00,35119,Post infarction pericarditis
