"Disease","ICD10code","ICD10codeDescr"
"Dermatitis (atopc/contact/other/unspecified)","L57.8","Other skin changes due to chronic exposure to nonionizing radiation"
"Dermatitis (atopc/contact/other/unspecified)","L56.8","Other specified acute skin changes due to ultraviolet radiation"
"Dermatitis (atopc/contact/other/unspecified)","L56.2","Photocontact dermatitis [berloque dermatitis]"
"Dermatitis (atopc/contact/other/unspecified)","L23.9","Allergic contact dermatitis, unspecified cause"
"Dermatitis (atopc/contact/other/unspecified)","L23.2","Allergic contact dermatitis due to cosmetics"
"Dermatitis (atopc/contact/other/unspecified)","L23.4","Allergic contact dermatitis due to dyes"
"Dermatitis (atopc/contact/other/unspecified)","L24.9","Irritant contact dermatitis, unspecified cause"
"Dermatitis (atopc/contact/other/unspecified)","L24.3","Irritant contact dermatitis due to cosmetics"
"Dermatitis (atopc/contact/other/unspecified)","L24.7","Irritant contact dermatitis due to plants, except food"
"Dermatitis (atopc/contact/other/unspecified)","L25.8","Unspecified contact dermatitis due to other agents"
"Dermatitis (atopc/contact/other/unspecified)","L25.0","Unspecified contact dermatitis due to cosmetics"
"Dermatitis (atopc/contact/other/unspecified)","L25.2","Unspecified contact dermatitis due to dyes"
"Dermatitis (atopc/contact/other/unspecified)","L23.8","Allergic contact dermatitis due to other agents"
"Dermatitis (atopc/contact/other/unspecified)","L59.0","Erythema ab igne [dermatitis ab igne]"
"Dermatitis (atopc/contact/other/unspecified)","L59.8","Other specified disorders of skin and subcutaneous tissue related to radiation"
"Dermatitis (atopc/contact/other/unspecified)","L58.9","Radiodermatitis, unspecified"
"Dermatitis (atopc/contact/other/unspecified)","L27","Dermatitis due to substances taken internally"
"Dermatitis (atopc/contact/other/unspecified)","L27.0","Generalized skin eruption due to drugs and medicaments"
"Dermatitis (atopc/contact/other/unspecified)","L27.1","Localized skin eruption due to drugs and medicaments"
"Dermatitis (atopc/contact/other/unspecified)","L27.2","Dermatitis due to ingested food"
"Dermatitis (atopc/contact/other/unspecified)","L27.9","Dermatitis due to unspecified substance taken internally"
"Dermatitis (atopc/contact/other/unspecified)","L71.0","Perioral dermatitis"
"Dermatitis (atopc/contact/other/unspecified)","L71.8","Other rosacea"
"Dermatitis (atopc/contact/other/unspecified)","L26","Exfoliative dermatitis"
"Dermatitis (atopc/contact/other/unspecified)","L28.0","Lichen simplex chronicus"
"Dermatitis (atopc/contact/other/unspecified)","L28.2","Other prurigo"
"Dermatitis (atopc/contact/other/unspecified)","L56.4","Polymorphous light eruption"
"Dermatitis (atopc/contact/other/unspecified)","L28.1","Prurigo nodularis"
"Dermatitis (atopc/contact/other/unspecified)","L98.8","Other specified disorders of skin and subcutaneous tissue"
"Dermatitis (atopc/contact/other/unspecified)","L30.2","Cutaneous autosensitization"
"Dermatitis (atopc/contact/other/unspecified)","L30.1","Dyshidrosis [pompholyx]"
"Dermatitis (atopc/contact/other/unspecified)","L24.8","Irritant contact dermatitis due to other agents"
"Dermatitis (atopc/contact/other/unspecified)","L27.8","Dermatitis due to other substances taken internally"
