Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
146F.00,Other psychoactive substance misuse,12651,H/O: drug abuse,History of Other psychoactive substance misuse,NA,Kuan
146G.00,Anxiety disorders,11764,H/O: agoraphobia,History of Anxiety disorders,NA,Kuan
146H.00,"Schizophrenia, schizotypal and delusional disorders",12777,H/O: psychosis,"History of Schizophrenia, schizotypal and delusional disorders",NA,NA
1473.00,Epilepsy,3783,H/O: epilepsy,History of Epilepsy,NA,Kuan
1474.00,Migraine,5029,H/O: migraine,History of Migraine,NA,NA
1474000.0,Migraine,103451,H/O migraine with aura,History of Migraine,NA,NA
1475.00,Trigeminal neuralgia,16481,H/O: trigeminal neuralgia,History of Trigeminal neuralgia,NA,NA
147F.00,Parkinson's disease,101090,History of Parkinson's disease,History of Parkinson's disease,NA,Kuan
1481.00,Retinal detachments and breaks,8691,H/O: retinal detachment,History of retinal detachment,NA,NA
1491.11,Meniere disease,16593,H/O: Meniere's disease,History of Meniere disease,NA,NA
1493.00,Hearing loss,4957,H/O: hearing problem,History of Hearing loss,NA,Kuan
14A2.00,Hypertension,2666,H/O: hypertension,History of hypertension (1),NA,Kuan
14A3.00,Myocardial infarction,35674,H/O: myocardial infarct <60,History of MI (1),NA,NA
14A4.00,Myocardial infarction,40399,H/O: myocardial infarct >60,History of MI (1),NA,NA
14A5.00,Stable angina,6336,H/O: angina pectoris,History of stable angina (1),NA,NA
14A6.00,Heart failure,15058,H/O: heart failure,History of Heart failure,NA,Kuan
14A7.00,Stroke NOS,34135,H/O: CVA/stroke,History of Stroke NOS,NA,NA
14A7.11,Stroke NOS,6305,H/O: CVA,History of Stroke NOS,NA,NA
14A7.12,Stroke NOS,5871,H/O: stroke,History of Stroke NOS,NA,NA
14A8100,Venous thromboembolic disease (Excl PE),5614,H/O: Deep Vein Thrombosis,History of Venous thromboembolic disease (Excl PE),NA,NA
14AB.00,Transient ischaemic attack,13567,H/O: TIA,History of TIA,NA,NA
14AB000,Transient ischaemic attack,105202,H/O amaurosis fugax,History of TIA,NA,NA
14AE.00,Abdominal aortic aneurysm,16993,H/O: aortic aneurysm,History of AAA (1),NA,NA
14AH.00,Myocardial infarction,50372,H/O: Myocardial infarction in last year,History of MI (1),NA,NA
14AJ.00,Stable angina,57062,H/O: Angina in last year,History of stable angina (1),NA,NA
14AK.00,Stroke NOS,66873,H/O: Stroke in last year,History of Stroke NOS,NA,NA
14AL.00,Coronary heart disease not otherwise specified,45476,H/O: Treatment for ischaemic heart disease,History of (1),NA,NA
14AM.00,Heart failure,46912,H/O: Heart failure in last year,History of Heart failure,NA,Kuan
14AN.00,Atrial fibrillation,6345,H/O: atrial fibrillation,History of atrial fibrillation or flutter (1),NA,Kuan
14AQ.00,Supraventricular tachycardia,12375,History of supraventricular tachycardia,History of Supraventricular tachycardia,NA,NA
14AR.00,Atrial fibrillation,93460,History of atrial flutter,History of atrial fibrillation or flutter (1),NA,Kuan
14AV.00,Congenital malformations of cardiac septa,99786,History of ventricular septal defect,History of Congenital malformations of cardiac septa,NA,NA
14B1.00,Allergic and chronic rhinitis,9302,H/O: hay fever,History of Allergic and chronic rhinitis,NA,NA
14B3.12,COPD,103494,History of chronic obstructive pulmonary disease,History of COPD,readcode,Kuan and Cambridge
14B4.00,Asthma,719,H/O: asthma,History of Asthma,NA,Kuan
14C1.00,Peptic ulcer disease,2812,H/O: peptic ulcer,History of Peptic ulcer disease,NA,Kuan
14C1.11,Peptic ulcer disease,6321,H/O: duodenal ulcer,History of Peptic ulcer disease,NA,Kuan
14C1.12,Peptic ulcer disease,7108,H/O: gastric ulcer,History of Peptic ulcer disease,NA,Kuan
14C4.11,Ulcerative colitis,5749,H/O: ulcerative colitis,History of Ulcerative colitis,NA,NA
14CE.00,Cholelithiasis,12140,H/O: gall stones,History of Cholelithiasis,NA,NA
14CF.00,Irritable bowel syndrome,30630,History of irritable bowel syndrome,History of Irritable bowel syndrome,NA,Kuan
14CG.00,Pancreatitis,32954,History of acute pancreatitis,History of Pancreatitis,NA,NA
14CH.00,Pancreatitis,71633,History of chronic pancreatitis,History of Pancreatitis,NA,NA
14D3.00,Urolithiasis,24994,H/O: urinary stone,History of Urolithiasis,NA,NA
14E1.00,Hyperplasia of prostate,16100,H/O: prostatism,History of Hyperplasia of prostate,NA,NA
14F1.00,Dermatitis (atopc/contact/other/unspecified),2859,H/O: eczema,History of Dermatitis (atopc/contact/other/unspecified),NA,NA
14F2.00,Psoriasis,3437,H/O: psoriasis,History of Psoriasis,NA,NA
14F7.00,Peripheral arterial disease,106762,H/O: arterial lower limb ulcer,history of PVD during a consultation,NA,Kuan
14G1.00,Rheumatoid Arthritis,6639,H/O: rheumatoid arthritis,History of Rheumatoid Arthritis,NA,NA
14G2.00,Osteoarthritis (excl spine),9760,H/O: osteoarthritis,History of Osteoarthritis (excl spine),NA,NA
14GB.00,Osteoporosis,99817,History of osteoporosis,History of Osteoporosis,NA,NA
14i..00,Chronic viral hepatitis,104277,H/O hepatitis C antiviral drug therapy,History of Chronic viral hepatitis,NA,NA
14N7.00,Hyposplenism,16827,H/O: splenectomy,History of Hyposplenism,NA,NA
14NB.00,Peripheral arterial disease,59534,H/O: Peripheral vascular disease procedure,history of PVD during a consultation,NA,Kuan
14OX.00,COPD,96931,At risk of chronic obstructive pulmonary diseas exacerbation,NA,readcode,Cambridge
14P9.00,Tuberculosis,100469,History of tuberculosis drug therapy,History of tuberculosis,NA,NA
14S2.00,End stage renal disease,49028,H/O: kidney recipient,Procedure for End stage renal disease,NA,NA
14V2.00,End stage renal disease,20196,H/O: renal dialysis,Procedure for End stage renal disease,NA,NA
14V2.11,End stage renal disease,44422,H/O: kidney dialysis,Procedure for End stage renal disease,NA,NA
151G.00,Menorrhagia and polymenorrhoea,29459,Length of cycle decreasing,Diagnosis of Menorrhagia and polymenorrhoea,NA,NA
1572.00,Menorrhagia and polymenorrhoea,7089,H/O: polymenorrhoea,History of Menorrhagia and polymenorrhoea,NA,NA
1573.00,Menorrhagia and polymenorrhoea,10531,H/O: menorrhagia,History of Menorrhagia and polymenorrhoea,NA,NA
1573.11,Menorrhagia and polymenorrhoea,6238,H/O: heavy periods,History of Menorrhagia and polymenorrhoea,NA,NA
1574.00,Dysmenorrhoea,6383,H/O: dysmenorrhoea,History of Dysmenorrhoea,NA,NA
1574.11,Dysmenorrhoea,7759,H/O: painful periods,History of Dysmenorrhoea,NA,NA
1593.00,Urinary Incontinence,15918,H/O: stress incontinence,History of Urinary Incontinence,NA,NA
1594.00,Female genital prolapse,9803,H/O: genital prolapse,History of Female genital prolapse,NA,NA
16F..00,Urinary Incontinence,5196,Double incontinence,Diagnosis of Urinary Incontinence,NA,NA
171J.00,Gastro-oesophageal reflux disease,19470,Reflux cough,Diagnosis of Gastro-oesophageal reflux disease,NA,NA
173A.00,Asthma,5867,Exercise induced asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
173c.00,Asthma,22752,Occupational asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
173d.00,Asthma,73522,Work aggravated asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
1780.00,Asthma,41017,Aspirin induced asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
1957.00,Gastro-oesophageal reflux disease,7577,Gastric reflux,Diagnosis of Gastro-oesophageal reflux disease,NA,NA
1965.00,Cholelithiasis,930,Biliary colic,Diagnosis of Cholelithiasis,NA,NA
1965.11,Cholelithiasis,7306,Biliary colic symptom,Diagnosis of Cholelithiasis,NA,NA
1A23.00,Urinary Incontinence,6161,Incontinence of urine,Diagnosis of Urinary Incontinence,NA,NA
1A24.00,Urinary Incontinence,1929,Stress incontinence,Diagnosis of Urinary Incontinence,NA,NA
1A24.11,Urinary Incontinence,5844,Stress incontinence - symptom,Diagnosis of Urinary Incontinence,NA,NA
1A26.00,Urinary Incontinence,3887,Urge incontinence of urine,Diagnosis of Urinary Incontinence,NA,NA
1A52.00,Urolithiasis,640,Renal colic,Diagnosis of Urolithiasis,NA,NA
1A52.11,Urolithiasis,6770,"Renal colic, symptom",Diagnosis of Urolithiasis,NA,NA
1AA..00,Hyperplasia of prostate,5906,Prostatism,Diagnosis of Hyperplasia of prostate,NA,NA
1ABB.00,Erectile dysfunction,94821,Cannot get an erection,Diagnosis of erectile dysfunction,NA,NA
1ABC.00,Erectile dysfunction,94343,Cannot sustain an erection,Diagnosis of erectile dysfunction,NA,NA
1B17.00,Depression,1996,Depressed,NA,readcode,Cambridge
1B17.11,Depression,4824,C/O - feeling depressed,NA,readcode,Cambridge
1B1c.00,Alcohol Problems,38061,Alcohol induced hallucinations,Diagnosis of Alcohol Problems,NA,Kuan
1B1H.11,Anxiety disorders,5347,Fear,Diagnosis of Anxiety disorders,NA,Kuan
1B1S.00,Transient ischaemic attack,28278,Transient global amnesia,Diagnosis of TIA,NA,NA
1B1U.00,Depression,9796,Symptoms of depression,NA,readcode,Cambridge
1B1U.11,Depression,10438,Depressive symptoms,NA,readcode,Cambridge
1B1V.00,Anxiety disorders,11890,C/O - panic attack,Diagnosis of Anxiety disorders,NA,Kuan
1B1W.00,Epilepsy,38919,Transient epileptic amnesia,History of Epilepsy,readcode,Kuan and Cambridge
1B75.00,Visual impairment and blindness,3268,Loss of vision,Diagnosis of blindness,NA,Kuan
1Bb..00,Anxiety disorders,18672,Specific fear,Diagnosis of Anxiety disorders,NA,Kuan
1BT..00,Depression,10015,Depressed mood,NA,readcode,Cambridge
1C12.00,Hearing loss,5967,Hearing difficulty,NA,readcode,Cambridge
1C13.00,Hearing loss,14805,Deafness,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C13.11,Hearing loss,6641,Deafness symptom,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C13100,Hearing loss,1681,Unilateral deafness,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C13200,Hearing loss,1774,Partial deafness,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C13300,Hearing loss,4035,Bilateral deafness,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C16.00,Hearing loss,17699,Deteriorating hearing,NA,readcode,Cambridge
1C17.00,Hearing loss,47475,Hearing aid problem,Diagnosis of Hearing loss,readcode,Kuan and Cambridge
1C18.00,Hearing loss,39022,Difficulty hearing with background noise,NA,readcode,Cambridge
1C19.00,Hearing loss,60293,Difficulty hearing whispers,NA,readcode,Cambridge
1C2..00,Tinnitus,9927,Tinnitus symptoms,Diagnosis of Tinnitus,NA,NA
1C23.00,Tinnitus,12809,Ringing in ear,Diagnosis of Tinnitus,NA,NA
1C24.00,Tinnitus,17555,Hissing in ear,Diagnosis of Tinnitus,NA,NA
1C2Z.00,Tinnitus,36213,Tinnitus symptom NOS,Diagnosis of Tinnitus,NA,NA
1D18.00,Secondary Malignancy_Other organs,8600,Pain from metastases,Possible diagnosis of Secondary Malignancy_Other organs,NA,NA
1D1B.00,Erectile dysfunction,102274,C/O erectile dysfunction,Diagnosis of erectile dysfunction,NA,NA
1M4..00,Stroke NOS,100639,Central post-stroke pain,History of Stroke NOS,NA,NA
1O1..00,Heart failure,9913,Heart failure confirmed,Diagnosis of Heart failure,readcode,Kuan and Cambridge
1O2..00,Asthma,11370,Asthma confirmed,Diagnosis of Asthma,readcode,Kuan and Cambridge
1O30.00,Epilepsy,22341,Epilepsy confirmed,Diagnosis of Epilepsy,NA,Kuan
1S42.00,Bipolar affective disorder and mania,22713,Manic mood,Diagnosis of Bipolar affective disorder and mania,NA,NA
1T...00,Other psychoactive substance misuse,85956,History of substance misuse,History of Other psychoactive substance misuse,NA,Kuan
1T0..00,Other psychoactive substance misuse,82479,H/O heroin misuse,History of Other psychoactive substance misuse,NA,Kuan
1T00.00,Other psychoactive substance misuse,86002,H/O daily heroin misuse,History of Other psychoactive substance misuse,NA,Kuan
1T01.00,Other psychoactive substance misuse,93554,H/O weekly heroin misuse,History of Other psychoactive substance misuse,NA,Kuan
1T02.00,Other psychoactive substance misuse,88372,Previous history of heroin misuse,History of Other psychoactive substance misuse,NA,Kuan
1T03.00,Other psychoactive substance misuse,89145,H/O infrequent heroin misuse,History of Other psychoactive substance misuse,NA,Kuan
1T1..00,Other psychoactive substance misuse,85097,H/O methadone misuse,History of Other psychoactive substance misuse,NA,Kuan
1T10.00,Other psychoactive substance misuse,92404,H/O daily methadone misuse,History of Other psychoactive substance misuse,NA,Kuan
1T11.00,Other psychoactive substance misuse,93109,H/O weekly methadone misuse,History of Other psychoactive substance misuse,NA,Kuan
1T12.00,Other psychoactive substance misuse,106342,H/O infrequent methadone misuse,History of Other psychoactive substance misuse,NA,Kuan
1T13.00,Other psychoactive substance misuse,86771,Previous history of methadone misuse,History of Other psychoactive substance misuse,NA,Kuan
1T2..00,Other psychoactive substance misuse,81441,H/O ecstasy misuse,History of Other psychoactive substance misuse,NA,Kuan
1T20.00,Other psychoactive substance misuse,95380,H/O daily ecstasy misuse,History of Other psychoactive substance misuse,NA,Kuan
1T21.00,Other psychoactive substance misuse,92359,H/O weekly ecstasy misuse,History of Other psychoactive substance misuse,NA,Kuan
1T22.00,Other psychoactive substance misuse,90442,H/O infrequent ecstasy misuse,History of Other psychoactive substance misuse,NA,Kuan
1T23.00,Other psychoactive substance misuse,89698,Previous history of ecstasy misuse,History of Other psychoactive substance misuse,NA,Kuan
1T3..00,Other psychoactive substance misuse,85834,H/O benzodiazepine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T30.00,Other psychoactive substance misuse,92232,H/O daily benzodiazepine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T31.00,Other psychoactive substance misuse,93774,H/O weekly benzodiazepine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T32.00,Other psychoactive substance misuse,92993,H/O infrequent benzodiazepine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T33.00,Other psychoactive substance misuse,91848,Previous history of benzodiazepine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T4..00,Other psychoactive substance misuse,85096,H/O amphetamine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T40.00,Other psychoactive substance misuse,90664,H/O daily amphetamine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T41.00,Other psychoactive substance misuse,88782,H/O weekly amphetamine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T42.00,Other psychoactive substance misuse,88781,H/O infrequent amphetamine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T43.00,Other psychoactive substance misuse,83574,Previous history of amphetamine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T5..00,Other psychoactive substance misuse,82471,H/O cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T50.00,Other psychoactive substance misuse,85091,H/O daily cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T51.00,Other psychoactive substance misuse,90109,H/O weekly cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T52.00,Other psychoactive substance misuse,87002,H/O infrequent cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T53.00,Other psychoactive substance misuse,84156,Previous history of cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T6..00,Other psychoactive substance misuse,86035,H/O crack cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T60.00,Other psychoactive substance misuse,88990,H/O daily crack cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T61.00,Other psychoactive substance misuse,90271,H/O weekly crack cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T62.00,Other psychoactive substance misuse,88844,H/O infrequent crack cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T63.00,Other psychoactive substance misuse,85671,Previous history of crack cocaine misuse,History of Other psychoactive substance misuse,NA,Kuan
1T7..00,Other psychoactive substance misuse,96198,H/O hallucinogen misuse,History of Other psychoactive substance misuse,NA,Kuan
1T73.00,Other psychoactive substance misuse,93193,Previous history of hallucinogen misuse,History of Other psychoactive substance misuse,NA,Kuan
1T8..00,Other psychoactive substance misuse,78442,H/O cannabis misuse,History of Other psychoactive substance misuse,NA,Kuan
1T80.00,Other psychoactive substance misuse,86754,H/O daily cannabis misuse,History of Other psychoactive substance misuse,NA,Kuan
1T81.00,Other psychoactive substance misuse,87502,H/O weekly cannabis misuse,History of Other psychoactive substance misuse,NA,Kuan
1T82.00,Other psychoactive substance misuse,83564,H/O infrequent cannabis misuse,History of Other psychoactive substance misuse,NA,Kuan
1T83.00,Other psychoactive substance misuse,82476,Previous history of cannabis misuse,History of Other psychoactive substance misuse,NA,Kuan
1T9..00,Other psychoactive substance misuse,84215,H/O solvent misuse,History of Other psychoactive substance misuse,NA,Kuan
1T90.00,Other psychoactive substance misuse,95396,H/O daily solvent misuse,History of Other psychoactive substance misuse,NA,Kuan
1T91.00,Other psychoactive substance misuse,99429,H/O weekly solvent misuse,History of Other psychoactive substance misuse,NA,Kuan
1T92.00,Other psychoactive substance misuse,109471,H/O infrequent solvent misuse,History of Other psychoactive substance misuse,NA,Kuan
1T93.00,Other psychoactive substance misuse,89930,Previous history of solvent misuse,History of Other psychoactive substance misuse,NA,Kuan
1TA..00,Other psychoactive substance misuse,93263,H/O barbiturate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TA3.00,Other psychoactive substance misuse,109849,Previous history of barbiturate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TB..00,Other psychoactive substance misuse,101724,H/O major tranquilliser misuse,History of Other psychoactive substance misuse,NA,Kuan
1TB0.00,Other psychoactive substance misuse,93528,H/O daily major tranquilliser misuse,History of Other psychoactive substance misuse,NA,Kuan
1TC..00,Other psychoactive substance misuse,99798,H/O anti-depressant misuse,History of Other psychoactive substance misuse,NA,Kuan
1TC0.00,Other psychoactive substance misuse,103881,H/O daily anti-depressant misuse,History of Other psychoactive substance misuse,NA,Kuan
1TC3.00,Other psychoactive substance misuse,106143,Previous history of anti-depressant misuse,History of Other psychoactive substance misuse,NA,Kuan
1TD..00,Other psychoactive substance misuse,86036,H/O opiate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TD0.00,Other psychoactive substance misuse,88760,H/O daily opiate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TD1.00,Other psychoactive substance misuse,101377,H/O weekly opiate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TD2.00,Other psychoactive substance misuse,91029,H/O infrequent opiate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TD3.00,Other psychoactive substance misuse,91256,Previous history of opiate misuse,History of Other psychoactive substance misuse,NA,Kuan
1TE..00,Other psychoactive substance misuse,86041,Uses heroin on top of substitution therapy,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1TF..00,Other psychoactive substance misuse,85953,Does not use heroin on top of substitution therapy,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V...00,Other psychoactive substance misuse,97025,Drug misuse behaviour,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V0..00,Other psychoactive substance misuse,97578,Misuses drugs,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V00.00,Other psychoactive substance misuse,97648,Occasional drug user,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V01.00,Other psychoactive substance misuse,98528,Long-term drug misuser,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V02.00,Other psychoactive substance misuse,97698,Poly-drug misuser,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V04.00,Other psychoactive substance misuse,110153,Misuses drugs rectally,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V07.00,Other psychoactive substance misuse,101697,Notified addict,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V08.00,Other psychoactive substance misuse,105999,Smokes drugs in cigarette form,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V09.00,Other psychoactive substance misuse,107593,Smokes drugs through a pipe,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V0A.00,Other psychoactive substance misuse,105104,Chases the dragon,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V0B.00,Other psychoactive substance misuse,103844,Sniffs drugs,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V0C.00,Other psychoactive substance misuse,98914,Drug addict,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V0E.00,Other psychoactive substance misuse,100935,Health problem secondary to drug misuse,History of Other psychoactive substance misuse,NA,Kuan
1V22.00,Other psychoactive substance misuse,101892,Age at starting drug misuse,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V23.00,Other psychoactive substance misuse,101394,Time since stopped drug misuse,History of Other psychoactive substance misuse,NA,Kuan
1V26.00,Other psychoactive substance misuse,100477,Misused drugs in past,History of Other psychoactive substance misuse,NA,Kuan
1V3..00,Other psychoactive substance misuse,97000,Drug injection behaviour,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V30.00,Other psychoactive substance misuse,109558,Injects drugs subcutaneously,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V31.00,Other psychoactive substance misuse,109544,Injects drugs intramuscularly,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V32.00,Other psychoactive substance misuse,107780,Neck injector,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V35.00,Other psychoactive substance misuse,103726,Shares drug equipment,Diagnosis of Other psychoactive substance misuse,readcode,Kuan and Cambridge
1V37.00,Other psychoactive substance misuse,103725,Drug injecting equipment hygiene,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V38.00,Other psychoactive substance misuse,97811,Sharing of drug injecting equipment,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V4..00,Other psychoactive substance misuse,103018,Priority of drug-related activities,Diagnosis of Other psychoactive substance misuse,NA,Kuan
1V5..00,Other psychoactive substance misuse,98452,Routine of drug-related activities,Diagnosis of Other psychoactive substance misuse,NA,Kuan
