Condition,OPCS4code,OPCS4codeDescr
Intervertebral disc disorders,V603,Primary percutaneous decompression using coblation to lumbar intervertebral disc
Intervertebral disc disorders,V608,Other specified primary percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V609,Unspecified primary percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V61,Revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V611,Revisional percutaneous decompression using coblation to cervical intervertebral disc
Intervertebral disc disorders,V612,Revisional percutaneous decompression using coblation to thoracic intervertebral disc
Intervertebral disc disorders,V613,Revisional percutaneous decompression using coblation to lumbar intervertebral disc
Intervertebral disc disorders,V618,Other specified revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V619,Unspecified revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V62,Primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V621,Primary percutaneous intradiscal radiofrequency thermocoagulation to cervical intervertebral disc
Intervertebral disc disorders,V622,Primary percutaneous intradiscal radiofrequency thermocoagulation to thoracic intervertebral disc
Intervertebral disc disorders,V623,Primary percutaneous intradiscal radiofrequency thermocoagulation to lumbar intervertebral disc
Intervertebral disc disorders,V628,Other specified primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V629,Unspecified primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V63,Revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V631,Revisional percutaneous intradiscal radiofrequency thermocoagulation to cervical intervertebral disc
Intervertebral disc disorders,V632,Revisional percutaneous intradiscal radiofrequency thermocoagulation to thoracic intervertebral disc
Intervertebral disc disorders,V633,Revisional percutaneous intradiscal radiofrequency thermocoagulation to lumbar intervertebral disc
Intervertebral disc disorders,V638,Other specified revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V639,Unspecified revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
