Disease,ICD10code,ICD10codeDescr
Primary Malignancy_Other,C39.0,Malignant neoplasm: Upper respiratory tract
Primary Malignancy_Other,C39.8,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs
Primary Malignancy_Other,C39.9,Malignant neoplasm: Ill-defined sites within the respiratory system
Primary Malignancy_Other,C46,Kaposi sarcoma
Primary Malignancy_Other,C46.1,Kaposi sarcoma of soft tissue
Primary Malignancy_Other,C46.3,Kaposi sarcoma of lymph nodes
Primary Malignancy_Other,C46.7,Kaposi sarcoma of other sites
Primary Malignancy_Other,C46.8,Kaposi sarcoma of multiple organs
Primary Malignancy_Other,C46.9,"Kaposi sarcoma, unspecified"
Primary Malignancy_Other,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system
Primary Malignancy_Other,C47.3,Malignant neoplasm: Peripheral nerves of thorax
Primary Malignancy_Other,C47.4,Malignant neoplasm: Peripheral nerves of abdomen
Primary Malignancy_Other,C47.5,Malignant neoplasm: Peripheral nerves of pelvis
Primary Malignancy_Other,C48,Malignant neoplasm of retroperitoneum and peritoneum
Primary Malignancy_Other,C48.0,Malignant neoplasm: Retroperitoneum
Primary Malignancy_Other,C48.1,Malignant neoplasm: Specified parts of peritoneum
Primary Malignancy_Other,C48.2,"Malignant neoplasm: Peritoneum, unspecified"
Primary Malignancy_Other,C49,Malignant neoplasm of other connective and soft tissue
Primary Malignancy_Other,C49.0,"Malignant neoplasm: Connective and soft tissue of head, face and neck"
Primary Malignancy_Other,C49.1,"Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder"
Primary Malignancy_Other,C49.2,"Malignant neoplasm: Connective and soft tissue of lower limb, including hip"
Primary Malignancy_Other,C49.3,Malignant neoplasm: Connective and soft tissue of thorax
Primary Malignancy_Other,C49.4,Malignant neoplasm: Connective and soft tissue of abdomen
Primary Malignancy_Other,C49.5,Malignant neoplasm: Connective and soft tissue of pelvis
Primary Malignancy_Other,C49.9,"Malignant neoplasm: Connective and soft tissue, unspecified"
Primary Malignancy_Other,C51,Malignant neoplasm of vulva
Primary Malignancy_Other,C51.0,Malignant neoplasm: Labium majus
Primary Malignancy_Other,C51.1,Malignant neoplasm: Labium minus
Primary Malignancy_Other,C51.2,Malignant neoplasm: Clitoris
Primary Malignancy_Other,C51.8,Malignant neoplasm: Overlapping lesion of vulva
Primary Malignancy_Other,C51.9,"Malignant neoplasm: Vulva, unspecified"
Primary Malignancy_Other,C52,Malignant neoplasm of vagina
Primary Malignancy_Other,C57,Malignant neoplasm of other and unspecified female genital organs
Primary Malignancy_Other,C57.0,Malignant neoplasm: Fallopian tube
Primary Malignancy_Other,C57.1,Malignant neoplasm: Broad ligament
Primary Malignancy_Other,C57.3,Malignant neoplasm: Parametrium
Primary Malignancy_Other,C57.4,"Malignant neoplasm: Uterine adnexa, unspecified"
Primary Malignancy_Other,C57.7,Malignant neoplasm: Other specified female genital organs
Primary Malignancy_Other,C57.8,Malignant neoplasm: Overlapping lesion of female genital organs
Primary Malignancy_Other,C57.9,"Malignant neoplasm: Female genital organ, unspecified"
Primary Malignancy_Other,C58,Malignant neoplasm of placenta
Primary Malignancy_Other,C60,Malignant neoplasm of penis
Primary Malignancy_Other,C60.0,Malignant neoplasm: Prepuce
Primary Malignancy_Other,C60.1,Malignant neoplasm: Glans penis
Primary Malignancy_Other,C60.2,Malignant neoplasm: Body of penis
Primary Malignancy_Other,C60.8,Malignant neoplasm: Overlapping lesion of penis
Primary Malignancy_Other,C60.9,"Malignant neoplasm: Penis, unspecified"
Primary Malignancy_Other,C63,Malignant neoplasm of other and unspecified male genital organs
Primary Malignancy_Other,C63.0,Malignant neoplasm: Epididymis
Primary Malignancy_Other,C63.1,Malignant neoplasm: Spermatic cord
Primary Malignancy_Other,C63.2,Malignant neoplasm: Scrotum
Primary Malignancy_Other,C63.7,Malignant neoplasm: Other specified male genital organs
Primary Malignancy_Other,C63.9,"Malignant neoplasm: Male genital organ, unspecified"
Primary Malignancy_Other,C68,Malignant neoplasm of other and unspecified urinary organs
Primary Malignancy_Other,C68.0,Malignant neoplasm: Urethra
Primary Malignancy_Other,C68.1,Malignant neoplasm: Paraurethral gland
Primary Malignancy_Other,C68.8,Malignant neoplasm: Overlapping lesion of urinary organs
Primary Malignancy_Other,C68.9,"Malignant neoplasm: Urinary organ, unspecified"
Primary Malignancy_Other,C69,Malignant neoplasm of eye and adnexa
Primary Malignancy_Other,C69.0,Malignant neoplasm: Conjunctiva
Primary Malignancy_Other,C69.1,Malignant neoplasm: Cornea
Primary Malignancy_Other,C69.2,Malignant neoplasm: Retina
Primary Malignancy_Other,C69.3,Malignant neoplasm: Choroid
Primary Malignancy_Other,C69.4,Malignant neoplasm: Ciliary body
Primary Malignancy_Other,C69.5,Malignant neoplasm: Lacrimal gland and duct
Primary Malignancy_Other,C69.6,Malignant neoplasm: Orbit
Primary Malignancy_Other,C69.8,Malignant neoplasm: Overlapping lesion of eye and adnexa
Primary Malignancy_Other,C69.9,"Malignant neoplasm: Eye, unspecified"
Primary Malignancy_Other,C72.9,"Malignant neoplasm: Central nervous system, unspecified"
Primary Malignancy_Other,C74,Malignant neoplasm of adrenal gland
Primary Malignancy_Other,C74.0,Malignant neoplasm: Cortex of adrenal gland
Primary Malignancy_Other,C74.1,Malignant neoplasm: Medulla of adrenal gland
Primary Malignancy_Other,C74.9,"Malignant neoplasm: Adrenal gland, unspecified"
Primary Malignancy_Other,C75.0,Malignant neoplasm: Parathyroid gland
Primary Malignancy_Other,C75.8,Malignant neoplasm: Pluriglandular involvement
Primary Malignancy_Other,C75.9,Malignant neoplasm: Endocrine gland
Primary Malignancy_Other,C75.9,"Malignant neoplasm: Endocrine gland, unspecified"
Primary Malignancy_Other,C76,Malignant neoplasm of other and ill-defined sites
Primary Malignancy_Other,C76.0,"Malignant neoplasm of other and ill-defined sites: Head, face and neck"
Primary Malignancy_Other,C76.1,Malignant neoplasm of other and ill-defined sites: Thorax
Primary Malignancy_Other,C76.2,Malignant neoplasm of other and ill-defined sites: Abdomen
Primary Malignancy_Other,C76.3,Malignant neoplasm of other and ill-defined sites: Pelvis
Primary Malignancy_Other,C76.4,Malignant neoplasm of other and ill-defined sites: Upper limb
Primary Malignancy_Other,C76.5,Malignant neoplasm of other and ill-defined sites: Lower limb
Primary Malignancy_Other,C76.7,Malignant neoplasm of other and ill-defined sites: Other ill-defined sites
Primary Malignancy_Other,C80,Malignant neoplasm without specification of site
Primary Malignancy_Other,C80.0,"Malignant neoplasm, primary site unknown, so stated"
Primary Malignancy_Other,C80.9,"Malignant neoplasm, primary site unspecified"
Primary Malignancy_Other,C88.3,Immunoproliferative small intestinal disease
Primary Malignancy_Other,C88.4,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma]
Primary Malignancy_Other,C88.7,Other malignant immunoproliferative diseases
Primary Malignancy_Other,C88.9,Malignant immunoproliferative disease
Primary Malignancy_Other,C88.9,"Malignant immunoproliferative disease, unspecified"
Primary Malignancy_Other,C96,Other and unspecified malignant neoplasms of lymphoid
Primary Malignancy_Other,C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]
Primary Malignancy_Other,C96.2,Malignant mast cell tumour
Primary Malignancy_Other,C96.5,Multifocal and unisystemic Langerhans-cell histiocytosis
Primary Malignancy_Other,C96.6,Unifocal Langerhans-cell histiocytosis
Primary Malignancy_Other,C96.8,Histiocytic sarcoma
Primary Malignancy_Other,C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified"
Primary Malignancy_Other,C97,Malignant neoplasms of independent (primary) multiple sites
Primary Malignancy_Other,D39.2,Neoplasm of uncertain or unknown behaviour: Placenta
Primary Malignancy_Other,Z85.0,Personal history of malignant neoplasm of digestive organs
Primary Malignancy_Other,Z85.4,Personal history of malignant neoplasm of genital organs
Primary Malignancy_Other,Z85.8,Personal history of malignant neoplasms of other organs and systems
Primary Malignancy_Other,D37.7,Neoplasm of uncertain or unknown behaviour: Other digestive organs
Primary Malignancy_Other,D07.6,Carcinoma in situ: Other and unspecified male genital organs
