Disease,ICD10code,ICD10codeDescr
Glomerulonephritis,N05.1,Unspecified nephritic syndrome - Focal and segmental glomerular lesions
Glomerulonephritis,N05.2,Unspecified nephritic syndrome - Diffuse membranous glomerulonephritis
Glomerulonephritis,N05.3,Unspecified nephritic syndrome - Diffuse mesangial proliferative glomerulonephritis
Glomerulonephritis,N05.4,Unspecified nephritic syndrome - Diffuse endocapillary proliferative glomerulonephritis
Glomerulonephritis,N05.5,Unspecified nephritic syndrome - Diffuse mesangiocapillary glomerulonephritis
Glomerulonephritis,N05.6,Unspecified nephritic syndrome - Dense deposit disease
Glomerulonephritis,N05.7,Unspecified nephritic syndrome - Diffuse crescentic glomerulonephritis
Glomerulonephritis,N05.8,Unspecified nephritic syndrome - Other
Glomerulonephritis,N05.9,Unspecified nephritic syndrome - Unspecified
Glomerulonephritis,N06.0,Isolated proteinuria with specified morphological lesion - Minor glomerular abnormality
Glomerulonephritis,N06.1,Isolated proteinuria with specified morphological lesion - Focal and segmental glomerular lesions
Glomerulonephritis,N06.2,Isolated proteinuria with specified morphological lesion - Diffuse membranous glomerulonephritis
Glomerulonephritis,N06.3,Isolated proteinuria with specified morphological lesion - Diffuse mesangial proliferative glomerulonephritis
Glomerulonephritis,N06.5,Isolated proteinuria with specified morphological lesion - Diffuse mesangiocapillary glomerulonephritis
Glomerulonephritis,N06.6,Isolated proteinuria with specified morphological lesion - Dense deposit disease
Glomerulonephritis,N06.8,Isolated proteinuria with specified morphological lesion - Other
Glomerulonephritis,N06.9,Isolated proteinuria with specified morphological lesion - Unspecified
