Condition,ReadCode,MedCode,ReadTerm
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L123300,71730,Transient hypertension of pregnancy - not delivered
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L123400,70342,Transient hypertension of pregnancy + postnatal complication
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L120.00,12604,Benign essential hypertension in pregnancy/childbirth/puerp
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L120z00,34136,Benign essential hypertension in preg/childb/puerp NOS
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L123z00,35646,Transient hypertension of pregnancy NOS
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L128200,52621,Pre-exist 2ndry hypertens comp preg childbth and puerperium
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L121200,108840,Renal hypertension in preg/childb/puerp -deliv with p/n comp
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L121000,64127,Renal hypertension in pregnancy/childbirth/puerp unspecified
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L122.00,66567,Other pre-existing hypertension in preg/childbirth/puerp
"Pregnancy disorders: hypertension in pregnancy, eclampsia and pre-eclampsia",L121z00,94718,Renal hypertension in pregnancy/childbirth/puerperium NOS
