Condition,ReadCode,MedCode,ReadTerm
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F361000,5584,Charcot-Marie-Tooth disease
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F361011,34698,Charcot's atrophy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F361012,108834,Charcot-Marie-Tooth syndrome
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F361z00,70040,Peroneal muscular atrophy NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F362.00,7635,Hereditary sensory neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F363.00,8267,Refsum's disease
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F364.00,44512,Idiopathic progressive polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F365.00,46937,Neuropathy in association with hereditary ataxia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F366.00,3958,Polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F367.00,2790,Peripheral neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F368.00,32527,Hereditary motor and sensory neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F368000,56910,Hereditary motor and sensory neuropathy type I
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F368100,35465,Hereditary motor and sensory neuropathy type II
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F368200,106103,Hereditary motor and sensory neuropathy type III
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F36y.00,14884,Other idiopathic peripheral neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F36yz00,6908,Other idiopathic peripheral neuropathy NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F36z.00,14883,Hereditary or idiopathic peripheral neuropathy NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37..00,10722,Inflammatory and toxic neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37..11,45081,Toxic neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F370.00,6376,Acute infective polyneuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F370000,1607,Guillain-Barre syndrome
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F370100,24216,Postinfectious polyneuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F370200,33841,Miller-Fisher syndrome
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F370z00,63544,Acute infective polyneuritis NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371.00,57313,Polyneuropathy in collagen vascular disease
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371000,44095,Polyneuropathy in disseminated lupus erythematosus
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371100,47465,Polyneuropathy in polyarteritis nodosa
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371200,62401,Polyneuropathy in rheumatoid arthritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371z00,71258,Polyneuropathy in collagen vascular disease NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F373.00,30537,Polyneuropathy in malignant disease
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374.00,56272,Polyneuropathy in disease EC
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374000,66336,Polyneuropathy in amyloidosis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374100,73337,Polyneuropathy in beriberi
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374200,24355,Polyneuropathy in vitamin B deficiency
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374300,52089,Polyneuropathy in diphtheria
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374400,39692,Polyneuropathy in herpes zoster
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374500,68960,Polyneuropathy in hypoglycaemia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374600,100064,Polyneuropathy in mumps
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374800,58758,Polyneuropathy in porphyria
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374900,40751,Polyneuropathy in sarcoidosis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374A00,19454,Polyneuropathy in uraemia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374z00,63555,Polyneuropathy in disease NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F375.00,2925,Alcoholic polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F376.00,24222,Polyneuropathy due to drugs
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F377.00,54124,Other toxic agent polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F378.00,24121,Intercostal neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37X.00,31551,"Inflammatory polyneuropathy, unspecified"
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37y.00,41652,Other toxic or inflammatory neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37y000,69047,Serum neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37y100,96256,Axonal sensorimotor neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37z.00,15481,Toxic or inflammatory neuropathy NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F37z.11,24226,Polyneuropathy unspecified
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F3y..00,42750,Other specified disorders of peripheral nervous system
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F3z..00,29343,Peripheral nervous system disorder NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu1300,93228,[X]Paraneoplastic neuromyopathy and neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu6900,107099,[X]Other lesions of median nerve
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu6A00,93868,[X]Other mononeuropathies of upper limb
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu6B00,72922,[X]Other mononeuropathies of lower limb
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu6C00,91741,[X]Other specified mononeuropathies
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu6D00,107322,[X]Other mononeuropathies in diseases classified elsewhere
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7.00,55076,[X]Polyneuropathies & other disord of peripheral nerv syst
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7000,97449,[X]Other hereditary and idiopathic neuropathies
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7100,97479,[X]Other inflammatory polyneuropathies
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7200,97306,[X]Other specified polyneuropathies
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7500,110363,[X]Polyneuropathy/other endocrine+metabolic diseases CE
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7800,110567,[X]Polyneuropathy/other musculoskeletal disorders CE
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7B00,39858,"[X]Inflammatory polyneuropathy, unspecified"
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),Fyu7C00,35537,"[X] Polyneuropathy, unspecified"
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),M271700,99855,Neuropathic foot ulcer
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),N035.00,49575,Neuropathic arthropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),N035.12,36643,Neuropathic arthritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),N11y200,37759,Neuropathic spondylopathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),N134.14,10082,Ulnar neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),SD72200,18492,Neuropathic foot blister
