Condition,ReadCode,MedCode,ReadTerm
Cerebrovascular disease,G64..13,6155,Stroke due to cerebral arterial occlusion
Cerebrovascular disease,G640.00,16517,Cerebral thrombosis
Cerebrovascular disease,G640000,36717,Cerebral infarction due to thrombosis of cerebral arteries
Cerebrovascular disease,G641.00,15019,Cerebral embolism
Cerebrovascular disease,G641.11,34758,Cerebral embolus
Cerebrovascular disease,G641000,27975,Cerebral infarction due to embolism of cerebral arteries
Cerebrovascular disease,G64z.00,3149,Cerebral infarction NOS
Cerebrovascular disease,G64z.11,15252,Brainstem infarction NOS
Cerebrovascular disease,G64z.12,5602,Cerebellar infarction
Cerebrovascular disease,G64z000,25615,Brainstem infarction
Cerebrovascular disease,G64z100,47642,Wallenberg syndrome
Cerebrovascular disease,G64z111,5185,Lateral medullary syndrome
Cerebrovascular disease,G64z200,9985,Left sided cerebral infarction
Cerebrovascular disease,G64z300,10504,Right sided cerebral infarction
Cerebrovascular disease,G64z400,26424,Infarction of basal ganglia
Cerebrovascular disease,G65..00,504,Transient cerebral ischaemia
Cerebrovascular disease,G65..12,1433,Transient ischaemic attack
Cerebrovascular disease,G65..13,2417,Vertebro-basilar insufficiency
Cerebrovascular disease,G650.11,5268,Insufficiency - basilar artery
Cerebrovascular disease,G655.00,6489,Transient global amnesia
Cerebrovascular disease,G656.00,10794,Vertebrobasilar insufficiency
Cerebrovascular disease,G657.00,105738,Carotid territory transient ischaemic attack
Cerebrovascular disease,G65y.00,19354,Other transient cerebral ischaemia
Cerebrovascular disease,G65z.00,1895,Transient cerebral ischaemia NOS
Cerebrovascular disease,G65z100,16507,Intermittent cerebral ischaemia
Cerebrovascular disease,G65zz00,15788,Transient cerebral ischaemia NOS
Cerebrovascular disease,G66..00,1469,Stroke and cerebrovascular accident unspecified
Cerebrovascular disease,G66..11,1298,CVA unspecified
Cerebrovascular disease,G66..12,6253,Stroke unspecified
Cerebrovascular disease,G66..13,6116,CVA - Cerebrovascular accident unspecified
Cerebrovascular disease,G663.00,8443,Brain stem stroke syndrome
Cerebrovascular disease,G664.00,17322,Cerebellar stroke syndrome
Cerebrovascular disease,G665.00,33499,Pure motor lacunar syndrome
Cerebrovascular disease,G666.00,51767,Pure sensory lacunar syndrome
Cerebrovascular disease,G667.00,7780,Left sided CVA
Cerebrovascular disease,G668.00,12833,Right sided CVA
Cerebrovascular disease,G683.00,39403,Sequelae of cerebral infarction
Cerebrovascular disease,G68X.00,6228,"Sequelae of stroke,not specfd as h'morrhage or infarction"
Cerebrovascular disease,G6W..00,40758,Cereb infarct due unsp occlus/stenos precerebr arteries
Cerebrovascular disease,G6X..00,33543,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Cerebrovascular disease,Gyu6300,91627,[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
Cerebrovascular disease,Gyu6400,53745,[X]Other cerebral infarction
Cerebrovascular disease,Gyu6C00,110337,"[X]Sequelae of stroke,not specfd as h'morrhage or infarction"
Cerebrovascular disease,Gyu6G00,94482,[X]Cereb infarct due unsp occlus/stenos precerebr arteries
Cerebrovascular disease,L440.11,47607,CVA - cerebrovascular accident in the puerperium
Cerebrovascular disease,L440.12,56279,Stroke in the puerperium
Cerebrovascular disease,Z7CE700,18996,Transient global amnesia
Cerebrovascular disease,Z7CE711,19004,TGA - Transient global amnesia
Cerebrovascular disease,ZV12511,19348,[V]Personal history of stroke
Cerebrovascular disease,ZV12512,7138,[V]Personal history of cerebrovascular accident (CVA)
Cerebrovascular disease,ZV12D00,101251,[V]Personal history of transient ischaemic attack
