Condition,ReadCode,MedCode,ReadTerm
Anxiety and phobia,Eu41z00,23838,"[X]Anxiety disorder, unspecified"
Anxiety and phobia,Eu41z11,25638,[X]Anxiety NOS
Anxiety and phobia,Eu45215,66806,[X]Nosophobia
Anxiety and phobia,Eu46100,9265,[X]Depersonalization - derealization syndrome
Anxiety and phobia,Eu46y00,44331,[X]Other specified neurotic disorders
Anxiety and phobia,Eu46z00,49628,"[X]Neurotic disorder, unspecified"
Anxiety and phobia,Eu94000,36500,[X]Elective mutism
Anxiety and phobia,Eu94011,31865,[X]Selective mutism
Anxiety and phobia,Z481.00,25749,Phobia counselling
Anxiety and phobia,Z4L1.00,7999,Anxiety counselling
Anxiety and phobia,ZS7C700,99609,Post-traumatic mutism
Anxiety and phobia,ZV11200,51613,[V]Personal history of neurosis
