Condition,ReadCode,MedCode,ReadTerm
"Primary malignancy brain, other CNS and intracranial",BBbL.00,23083,[M]Glioblastoma NOS
"Primary malignancy brain, other CNS and intracranial",BBbL.11,9575,[M]Glioblastoma multiforme
"Primary malignancy brain, other CNS and intracranial",BBbM.00,66064,[M]Giant cell glioblastoma
"Primary malignancy brain, other CNS and intracranial",BBbQ.00,27744,[M]Oligodendroglioma NOS
"Primary malignancy brain, other CNS and intracranial",BBbR.00,49186,"[M]Oligodendroglioma, anaplastic type"
"Primary malignancy brain, other CNS and intracranial",BBbS.00,46404,[M]Oligodendroblastoma
"Primary malignancy brain, other CNS and intracranial",BBbT.00,34763,[M]Medulloblastoma NOS
"Primary malignancy brain, other CNS and intracranial",BBbU.00,65952,[M]Desmoplastic medulloblastoma
"Primary malignancy brain, other CNS and intracranial",BBbV.00,31767,[M]Medullomyoblastoma
"Primary malignancy brain, other CNS and intracranial",BBbW.00,37473,[M]Cerebellar sarcoma NOS
"Primary malignancy brain, other CNS and intracranial",BBbz.00,27653,[M]Glioma NOS
"Primary malignancy brain, other CNS and intracranial",BBbZ.00,67587,[M]Pleomorphic xanthoastrocytoma
"Primary malignancy brain, other CNS and intracranial",BBc2.00,67288,[M]Medulloepithelioma NOS
"Primary malignancy brain, other CNS and intracranial",BBc6.11,93097,[M]Glioneuroma
"Primary malignancy brain, other CNS and intracranial",BBc7.11,68479,[M]Neuroastrocytoma
"Primary malignancy brain, other CNS and intracranial",BBcA.00,58902,[M]Olfactory neurogenic tumour
"Primary malignancy brain, other CNS and intracranial",BBd2.00,27363,"[M]Meningioma, malignant"
"Primary malignancy brain, other CNS and intracranial",BBd2.12,96798,[M]Meningothelial sarcoma
"Primary malignancy brain, other CNS and intracranial",BBdA.00,70176,[M]Papillary meningioma
"Primary malignancy brain, other CNS and intracranial",ByuA.00,35285,"[X]Malignant neoplasm of eye, brain and other parts of cent"
"Primary malignancy brain, other CNS and intracranial",ByuA000,68027,[X]Malignant neoplasm/other and unspecified cranial nerves
"Primary malignancy brain, other CNS and intracranial",ByuA100,41515,"[X]Malignant neoplasm/central nervous system, unspecified"
"Primary malignancy brain, other CNS and intracranial",ByuA200,63925,"[X]Malignant neoplasm of meninges, unspecified"
"Primary malignancy brain, other CNS and intracranial",ByuA300,47633,"[X]Malig neopl, overlap lesion brain & other part of CNS"
"Primary malignancy brain, other CNS and intracranial",ZV10y12,48085,[V]Personal history of malignant neoplasm of brain
