Condition,Prodcode,Gemscriptcode,ProductName,Aurum
Constipation,3338,66741020,Sterculia 62% granules,MULTIPLY_ProdcodeID_constipation
Constipation,3339,50765020,Normacol plus Granules (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,3531,54289020,Magnesium hydroxide 415mg/5ml oral suspension sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,3558,62780020,Docusate 12.5mg/5ml oral solution sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,3672,58309020,Senokot 7.5mg/5ml syrup (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,3946,71306020,Relaxit Enema (Crawford Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,3949,72848020,Alvercol Granules (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,4033,70760020,Arachis oil 130ml enema,MULTIPLY_ProdcodeID_constipation
Constipation,4056,62792020,Dioctyl 50mg/5ml Oral solution (Schwarz Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,4169,77464020,Co-danthramer 37.5mg/500mg capsules,MULTIPLY_ProdcodeID_constipation
Constipation,4185,72424020,Co-danthramer 75mg/1000mg/5ml oral suspension sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,4220,54997020,Fletchers phosphate enema 128ml standard tube (Forest Laboratories UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,4336,62791020,Dioctyl 100mg Tablet (Schwarz Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,4364,52449020,Glycerol 4g suppositories,MULTIPLY_ProdcodeID_constipation
Constipation,4381,54926020,Dulcolax 5mg suppositories for children (Sanofi),MULTIPLY_ProdcodeID_constipation
Constipation,4425,66746020,Sterculia with frangula granules,MULTIPLY_ProdcodeID_constipation
Constipation,4559,85945020,Lemlax 3.26g/5ml oral solution (Strides Shasun (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,4613,63908020,Lactulose 3.1-3.7g/5ml oral solution,MULTIPLY_ProdcodeID_constipation
Constipation,4675,77463020,Co-danthramer 25mg/200mg capsules,MULTIPLY_ProdcodeID_constipation
Constipation,4695,63907020,Lactulose 3.35g/5ml flavoured Oral solution,MULTIPLY_ProdcodeID_constipation
Constipation,5010,75836020,Lactulose Sachets,MULTIPLY_ProdcodeID_constipation
Constipation,5072,54994020,Fletchers Arachis oil 130ml enema (Forest Laboratories UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,5201,80621020,Movicol oral powder 13.8g sachets lemon & lime (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,5210,66582020,Senna 15mg/5ml granules,MULTIPLY_ProdcodeID_constipation
Constipation,5215,62770020,Docusate 50mg/5ml oral solution sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,5287,75204020,Cleen Ready-to-use 133ml enema (Casen Recordati S.L.),MULTIPLY_ProdcodeID_constipation
Constipation,5299,66501020,Klean-Prep oral powder 69g sachets (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,5412,58286020,Fybogel orange sugar free gluten free Granules (Britannia Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,5445,55707020,Liquid paraffin / Magnesium hydroxide oral emulsion sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,5598,64312020,Ispaghula husk 3.5g / Mebeverine 135mg effervescent granules sachets sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,5897,83794020,Senna 15mg tablets,MULTIPLY_ProdcodeID_constipation
Constipation,5943,83437020,Sodium dihydrogen phosphate dihydrate 18.1% / Disodium hydrogen phosphate dodecahydrate 8% 133ml enema,MULTIPLY_ProdcodeID_constipation
Constipation,5987,77108020,Califig California Syrup of Figs 2.5mg/5ml oral solution (Seven Seas Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6001,77189020,Ispagel Orange 3.5g effervescent granules sachets (Bristol Laboratories Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6034,69833020,Ispaghula husk with senna fruits 54.2% + 12.4% Granules,MULTIPLY_ProdcodeID_constipation
Constipation,6119,81050020,Movicol-Half oral powder 6.9g sachets (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6248,85811020,Docusol Adult 50mg/5ml oral solution (Typharm Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6260,83433020,Phosphates enema (Formula B) 128ml standard tube,MULTIPLY_ProdcodeID_constipation
Constipation,6372,54998020,Fletchers phosphate enema 128ml long tube (Forest Laboratories UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6407,72866020,Liquid paraffin liquid,MULTIPLY_ProdcodeID_constipation
Constipation,6430,84487020,Ispaghula husk gluten-free sugar free 3.5g powder,MULTIPLY_ProdcodeID_constipation
Constipation,6581,84336020,Macrogol 13.8g Powder,MULTIPLY_ProdcodeID_constipation
Constipation,6599,87550020,Movicol Paediatric Plain oral powder 6.9g sachets (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,6614,83435020,Phosphates enema (Formula B) 128ml long tube,MULTIPLY_ProdcodeID_constipation
Constipation,6702,66360020,Pyridostigmine bromide 60mg tablets,MULTIPLY_ProdcodeID_constipation
Constipation,6851,66412020,Ispaghula husk gluten-free sugar free granules,MULTIPLY_ProdcodeID_constipation
Constipation,7030,80623020,Polyethylene glycol with electrolytes oral powder,MULTIPLY_ProdcodeID_constipation
Constipation,7105,89798020,Senna 7.5mg/5ml oral solution sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,7720,50375020,Mestinon 60mg tablets (Meda Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,7825,58567020,Dorbanex Liquid (3M Health Care Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,7828,55299020,Normax Capsule (UCB Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,8316,51225020,Prefil Granules (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,8383,66421020,Metamucil Powder (Pharmacia Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,8469,54923020,Dulcolax 10mg suppositories (Sanofi),MULTIPLY_ProdcodeID_constipation
Constipation,8559,2370007,ISPAGHULA HUSK 90 % GRA,MULTIPLY_ProdcodeID_constipation
Constipation,8909,50124020,Laxoberal 5mg/5ml Oral solution (Boehringer Ingelheim Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,8911,49128020,Duphalac 3.35g/5ml syrup (Mylan),MULTIPLY_ProdcodeID_constipation
Constipation,9122,71303020,Sodium citrate compound 5ml enema,MULTIPLY_ProdcodeID_constipation
Constipation,9130,80979020,Phospho-soda 24.4g/10.8g oral solution (Casen Recordati S.L.),MULTIPLY_ProdcodeID_constipation
Constipation,9177,56186020,Glycerol 2g suppositories (Thornton & Ross Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,9445,66590020,Sodium acid phosphate Enema,MULTIPLY_ProdcodeID_constipation
Constipation,9464,83278020,Fybozest sugar free Granules (Britannia Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,9489,75439020,Lactugal 3.1-3.7g/5ml oral solution (Intrapharm Laboratories Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,9547,66674020,Sodium picosulfate powder for oral solution,MULTIPLY_ProdcodeID_constipation
Constipation,9650,75833020,Duphalac dry 10g Powder (Solvay Healthcare),MULTIPLY_ProdcodeID_constipation
Constipation,9869,56496020,Citramag effervescent powder sachets (Sanochemia Diagnostics UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,9890,80583020,Senna 12mg tablets,MULTIPLY_ProdcodeID_constipation
Constipation,10069,80494020,Idrolax 10g oral powder sachets (Schwarz Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,10125,86694020,Macrogol 4000 10g Powder,MULTIPLY_ProdcodeID_constipation
Constipation,10237,84118020,Macrogol compound half-strength oral powder sachets NPF sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,10261,49649020,Macrogol npf 10g Powder,MULTIPLY_ProdcodeID_constipation
Constipation,10287,55568020,X-prep Liquid (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,10317,73494020,Wheat fibre powder,MULTIPLY_ProdcodeID_constipation
Constipation,10387,58280020,Colven Sachets (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,10506,54938020,Trifyba 3.5g Powder (Sanofi-Synthelabo Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,10579,70015020,Alophen Tablet (Warner Lambert UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,10921,4186007,SODIUM PICOSULPHATE/MAGNESIUM CIT sach,MULTIPLY_ProdcodeID_constipation
Constipation,11124,66413020,Ispaghula husk gluten-free 3.4g Powder,MULTIPLY_ProdcodeID_constipation
Constipation,11126,76158020,Konsyl 3.4g/sachet Powder (Eastern Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,11221,66589020,Sodium acid phosphate long tube Enema,MULTIPLY_ProdcodeID_constipation
Constipation,11243,66418020,Ispaghula husk 6g oral powder sachets gluten free sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,11305,66588020,Sodium acid phosphate standard tube Enema,MULTIPLY_ProdcodeID_constipation
Constipation,11565,69613020,Bisacodyl 2.74mg/ml rectal solution,MULTIPLY_ProdcodeID_constipation
Constipation,11577,66675020,Sodium picosulfate 2.5mg capsules,MULTIPLY_ProdcodeID_constipation
Constipation,11932,88933020,Isogel 90% granules (Potter's (Herbal Supplies) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,12012,5271007,BISACODYL 10 MG TAB,MULTIPLY_ProdcodeID_constipation
Constipation,12031,66742020,Sterculia 80% granules,MULTIPLY_ProdcodeID_constipation
Constipation,12078,64545020,Methylcellulose 64% granules,MULTIPLY_ProdcodeID_constipation
Constipation,12079,67681020,Bisacodyl with dioctyl sodium sulphosuccinate tablets,MULTIPLY_ProdcodeID_constipation
Constipation,12088,64549020,Cellucon 500mg Tablet (Manufacturer unknown),MULTIPLY_ProdcodeID_constipation
Constipation,12126,49113020,Dulcolax 5mg gastro-resistant tablets (Sanofi),MULTIPLY_ProdcodeID_constipation
Constipation,12289,54981020,Normacol antispasmodic Granules (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,12355,72428020,Codalax 25mg+200mg/5ml Liquid (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,12877,67507020,Alverine citrate with sterculia granules,MULTIPLY_ProdcodeID_constipation
Constipation,12915,72479020,Macrogol with sodium sulphate with electrolytes Powder,MULTIPLY_ProdcodeID_constipation
Constipation,13118,49114020,Dulcolax 2.5mg Pillules (Boehringer Ingelheim Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,13171,89650020,Ispaghula husk 3.5g granules sachets gluten free,MULTIPLY_ProdcodeID_constipation
Constipation,13433,72429020,Codalax 75mg+1000mg/5ml Liquid (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,13454,49615020,Fybranta 2g Tablet (Norgine Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,13507,66585020,Sodium acid phosphate suppositories,MULTIPLY_ProdcodeID_constipation
Constipation,13555,81645020,Mil-Par liquid (Seven Seas Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,13596,76171020,Konsyl dex 3.4g/sachet Powder (Eastern Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,13625,80981020,Fleet Micro Enema (E C De Witt),MULTIPLY_ProdcodeID_constipation
Constipation,13999,57382020,Docusate compound 5ml enema,MULTIPLY_ProdcodeID_constipation
Constipation,14143,80581020,Ex-Lax Senna 12mg pills (GlaxoSmithKline Consumer Healthcare),MULTIPLY_ProdcodeID_constipation
Constipation,14215,89800020,Senokot 7.5mg/5ml syrup sugar free (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,14292,88284020,Senokot hi-fibre orange Granules (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,14618,84488020,Ispaghula husk gluten-free sugar free granules,MULTIPLY_ProdcodeID_constipation
Constipation,15036,56986020,Norgalax 120mg/10g enema (Essential Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,15181,83789020,Nylax with Senna tablets (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,15680,56995020,Glycerol 4g suppositories (Actavis UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,16030,83795020,Senna 15mg chewable tablets,MULTIPLY_ProdcodeID_constipation
Constipation,16088,49931020,Lactulose 3.1-3.7g/5ml oral solution (IVAX Pharmaceuticals UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,16150,89802020,Senokot 7.5mg/5ml Syrup Pharmacy sugar free (Forum Health Products Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,16484,83831020,Senokot Direct Relief 4g suppositories (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,16697,70799020,Fletchers magnesium sulphate Enema (Manufacturer unknown),MULTIPLY_ProdcodeID_constipation
Constipation,16713,76336020,Ailax oral suspension (Galen Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,17146,48736020,Cologel Gel (Eli Lilly and Company Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,17193,51280020,Proctofibe Tablet (Hoechst Marion Roussel),MULTIPLY_ProdcodeID_constipation
Constipation,17358,65675020,Phenolphthalein 120mg chewable tablet,MULTIPLY_ProdcodeID_constipation
Constipation,17395,82864020,Dulcolax Pico 5mg/5ml liquid (Sanofi),MULTIPLY_ProdcodeID_constipation
Constipation,17587,71998020,Senna 2.5mg/5ml oral solution,MULTIPLY_ProdcodeID_constipation
Constipation,17912,49742020,Glycerin 1g Suppository (Martindale Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,17989,62771020,Docusate 120mg/10g enema,MULTIPLY_ProdcodeID_constipation
Constipation,18358,73608020,Milk of magnesia Tablet (Sterling-Winthrop),MULTIPLY_ProdcodeID_constipation
Constipation,18418,62208020,Dantron with dioctyl sodium sulphosuccinate 50mg with 60mg capsules,MULTIPLY_ProdcodeID_constipation
Constipation,18423,74849020,Regulose 3.1-3.7g/5ml syrup (Novartis Consumer Health UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,19063,56652020,Co-danthramer 75mg/1000mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,19085,53845020,Ex-lax lactitol 10g Powder (Novartis Consumer Health UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,19253,62209020,Dantron with dioctyl sodium sulphosuccinate suspension,MULTIPLY_ProdcodeID_constipation
Constipation,19430,51344020,Glycerol 4g suppositories (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,19464,56185020,Glycerol 4g suppositories (Thornton & Ross Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,19524,!4004101,LACTULOSE,MULTIPLY_ProdcodeID_constipation
Constipation,19926,81647020,liquid paraffin with magnesium hydroxide and sodium bicarbonate suspension,MULTIPLY_ProdcodeID_constipation
Constipation,20189,70018020,Agarol Liquid (Warner Lambert UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,20452,88282020,Senokot hi-fibre lemon Granules (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,20493,65673020,Phenolphthalein 125mg tablet,MULTIPLY_ProdcodeID_constipation
Constipation,20683,!3591102,ISPAGHULA HUSK SACHET,MULTIPLY_ProdcodeID_constipation
Constipation,20747,!6536101,SENOKOT,MULTIPLY_ProdcodeID_constipation
Constipation,20811,79756020,Capsuvac capsules (koGEN Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,20973,51343020,Glycerol 2g suppositories (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,21570,83714020,Ex-Lax Senna 15mg tablets (Novartis Consumer Health UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,21613,!1917103,DOCUSATE SODIUM,MULTIPLY_ProdcodeID_constipation
Constipation,21689,55300020,Normax Liquid (UCB Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,21913,83453020,Ailax Forte oral suspension (Galen Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,22260,62784020,Docusate sodium with bisacodyl tablets,MULTIPLY_ProdcodeID_constipation
Constipation,22303,!6535101,SENNA FRUIT 12.4%/ISPAGHULA SEED 54.2%,MULTIPLY_ProdcodeID_constipation
Constipation,22797,70802020,Magnesium sulphate Enema,MULTIPLY_ProdcodeID_constipation
Constipation,23057,55744020,Castor oil liquid,MULTIPLY_ProdcodeID_constipation
Constipation,23084,89058020,Cascara dry extract 130mg / Senna leaf 32mg tablets,MULTIPLY_ProdcodeID_constipation
Constipation,23668,!1917106,DOCUSATE SODIUM,MULTIPLY_ProdcodeID_constipation
Constipation,23744,59630020,Liquid paraffin / Magnesium hydroxide oral emulsion sugar free (J M Loveridge Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,24109,62787020,Docusate sodium with sorbitol enema,MULTIPLY_ProdcodeID_constipation
Constipation,24439,54929020,Dulcolax Rectal solution (Windsor Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,24523,!3591106,ISPAGHULA HUSK ORANGE SACHET,MULTIPLY_ProdcodeID_constipation
Constipation,24907,49744020,Glycerin 4g Suppository (Martindale Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,24980,55331020,Glycerin 4g Suppository (IVAX Pharmaceuticals UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,25009,49003020,Cascara 125mg Tablet (Thornton & Ross Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,25032,!3591105,ISPAGHULA HUSK EFFERVESCENT SACHET,MULTIPLY_ProdcodeID_constipation
Constipation,25106,49755020,Glycerol 1g suppositories (Thornton & Ross Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,25159,56701020,Co-danthrusate 50mg/60mg capsules (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,25343,80989020,Sodium phosphate with sodium acid phosphate (10.8g with 24.4g)/45ml oral solution sugar free,MULTIPLY_ProdcodeID_constipation
Constipation,25578,89652020,Fibrelief Orange 3.5g granules sachets (Manx Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,25637,!3591101,ISPAGHULA HUSK,MULTIPLY_ProdcodeID_constipation
Constipation,25939,67359020,Minims castor oil Eye drops (Smith & Nephew Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,26459,82661020,Fam-Lax Phenolphthalein tablets (Typharm Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,26590,81918020,Laxose Oral solution (Berk Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,26643,81791020,Phenolphthalein 96mg tablet,MULTIPLY_ProdcodeID_constipation
Constipation,27056,63126020,Co-danthramer 75mg/1000mg/5ml oral suspension sugar free (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,27532,!0725104,BISACODYL,MULTIPLY_ProdcodeID_constipation
Constipation,27631,79237020,Phillips' Milk of Magnesia 415mg/5ml oral suspension (Omega Pharma Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,27648,72348020,Magnesium sulphate with sodium bicarbonate and citric acid Powder,MULTIPLY_ProdcodeID_constipation
Constipation,27708,60710020,Lactulose 3.1-3.7g/5ml oral solution (Mylan),MULTIPLY_ProdcodeID_constipation
Constipation,27913,80991020,Sodium citrate with sodium lauryl sulphoacetate enema,MULTIPLY_ProdcodeID_constipation
Constipation,28003,57167020,Senna 7.5mg tablets (Actavis UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,28064,51342020,Glycerol 1g suppositories (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,28122,62685020,Senna 7.5mg tablets (Teva UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,28327,!4506105,METHYLCELLULOSE,MULTIPLY_ProdcodeID_constipation
Constipation,28481,89648020,Fibrelief 3.5g granules sachets (Manx Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,28579,82659020,Phenolphthalein yellow 120mg / Rhubarb 27.5mg tablets,MULTIPLY_ProdcodeID_constipation
Constipation,28641,65678020,Phenolphthalein with magnesium sulphate tablet,MULTIPLY_ProdcodeID_constipation
Constipation,28791,!1917104,DOCUSATE SODIUM S/F ORAL,MULTIPLY_ProdcodeID_constipation
Constipation,28831,86486020,Senokot Max Strength 15mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,28836,55004020,Agiolax Granules (Radiol Chemicals),MULTIPLY_ProdcodeID_constipation
Constipation,28877,53458020,Lactulose 3.1-3.7g/5ml oral solution (Teva UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,29031,55809020,Co-danthramer 25mg/200mg capsules (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,29412,78349020,Original Andrews Salts effervescent powder (GlaxoSmithKline Consumer Healthcare),MULTIPLY_ProdcodeID_constipation
Constipation,29829,6556007,ISPAGHULA HUSK MICRONISED + DEXTROSE,MULTIPLY_ProdcodeID_constipation
Constipation,30150,84124020,Sure-Lax Senna 15mg chewable tablets (Potter's (Herbal Supplies) Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,30594,82140020,Senlax 15mg Tablet (Novartis Consumer Health UK Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,30905,72476020,Golytely Powder (Manufacturer unknown),MULTIPLY_ProdcodeID_constipation
Constipation,31388,66743020,Sterculia powder,MULTIPLY_ProdcodeID_constipation
Constipation,31680,50037020,Kest Tablet (Torbet Laboratories Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,31908,60504020,Castor oil eye drops,MULTIPLY_ProdcodeID_constipation
Constipation,31988,81755020,Nylax Tablet (Crookes Healthcare Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,32322,48886020,Bisacodyl 10mg suppositories (A A H Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,32598,60951020,Lactulose 3.1-3.7g/5ml oral solution (Sandoz Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,32845,51569020,Liquid paraffin liquid (Thornton & Ross Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,32858,68826020,Senna 7.5mg tablets (Aspar Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,32904,55811020,Co-danthramer 25mg/200mg/5ml oral suspension sugar free (Napp Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,33107,82620020,Biolax 5mg Tablet (Chatfield Laboratories),MULTIPLY_ProdcodeID_constipation
Constipation,33151,64546020,Methylcellulose 900mg/10ml Gel,MULTIPLY_ProdcodeID_constipation
Constipation,33255,49743020,Glycerin 2g Suppository (Martindale Pharmaceuticals Ltd),MULTIPLY_ProdcodeID_constipation
Constipation,33487,65350020,Oxyphenisatin 50mg enema,MULTIPLY_ProdcodeID_constipation
Constipation,33488,65353020,Veripaque 50mg Enema (Sanofi-Synthelabo Ltd),MULTIPLY_ProdcodeID_constipation
