Condition,ReadCode,MedCode,ReadTerm
Diabetes,C108600,60499,Insulin dependent diabetes mellitus with gangrene
Peripheral arterial disease,C108600,60499,Insulin dependent diabetes mellitus with gangrene
Diabetes,C108612,114401,Type 1 diabetes mellitus with gangrene
Peripheral arterial disease,C108612,114401,Type 1 diabetes mellitus with gangrene
Diabetes,C108700,6509,Insulin dependent diabetes mellitus with retinopathy
Diabetic eye disease,C108700,6509,Insulin dependent diabetes mellitus with retinopathy
Diabetes,C108711,38161,Type I diabetes mellitus with retinopathy
Diabetic eye disease,C108711,38161,Type I diabetes mellitus with retinopathy
Diabetes,C108712,41049,Type 1 diabetes mellitus with retinopathy
Diabetic eye disease,C108712,41049,Type 1 diabetes mellitus with retinopathy
Diabetes,C108B00,24694,Insulin dependent diabetes mellitus with mononeuropathy
Diabetic neurological complications,C108B00,24694,Insulin dependent diabetes mellitus with mononeuropathy
Diabetes,C108B11,99231,Type I diabetes mellitus with mononeuropathy
Diabetic neurological complications,C108B11,99231,Type I diabetes mellitus with mononeuropathy
Diabetes,C108C00,41716,Insulin dependent diabetes mellitus with polyneuropathy
Diabetic neurological complications,C108C00,41716,Insulin dependent diabetes mellitus with polyneuropathy
Diabetes,C108F00,44260,Insulin dependent diabetes mellitus with diabetic cataract
Diabetic eye disease,C108F00,44260,Insulin dependent diabetes mellitus with diabetic cataract
Diabetes,C108F11,17545,Type I diabetes mellitus with diabetic cataract
Diabetic eye disease,C108F11,17545,Type I diabetes mellitus with diabetic cataract
Diabetes,C108F12,110400,Type 1 diabetes mellitus with diabetic cataract
Diabetic eye disease,C108F12,110400,Type 1 diabetes mellitus with diabetic cataract
Diabetes,C108G00,64446,Insulin dependent diab mell with peripheral angiopathy
Peripheral arterial disease,C108G00,64446,Insulin dependent diab mell with peripheral angiopathy
Diabetes,C108H00,65616,Insulin dependent diabetes mellitus with arthropathy
Diabetic neurological complications,C108H00,65616,Insulin dependent diabetes mellitus with arthropathy
Diabetes,C108J00,39809,Insulin dependent diab mell with neuropathic arthropathy
Diabetic neurological complications,C108J00,39809,Insulin dependent diab mell with neuropathic arthropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C108J00,39809,Insulin dependent diab mell with neuropathic arthropathy
Diabetes,C108J11,60208,Type I diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C108J11,60208,Type I diabetes mellitus with neuropathic arthropathy
Diabetes,C108J12,18230,Type 1 diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C108J12,18230,Type 1 diabetes mellitus with neuropathic arthropathy
Diabetes,C109100,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps
Diabetic eye disease,C109100,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps
Diabetes,C109111,59725,Type II diabetes mellitus with ophthalmic complications
Diabetic eye disease,C109111,59725,Type II diabetes mellitus with ophthalmic complications
Diabetes,C109112,70316,Type 2 diabetes mellitus with ophthalmic complications
Diabetic eye disease,C109112,70316,Type 2 diabetes mellitus with ophthalmic complications
Diabetes,C109200,55842,Non-insulin-dependent diabetes mellitus with neuro comps
Diabetic neurological complications,C109200,55842,Non-insulin-dependent diabetes mellitus with neuro comps
Diabetes,C109211,67905,Type II diabetes mellitus with neurological complications
Diabetic neurological complications,C109211,67905,Type II diabetes mellitus with neurological complications
Diabetes,C109212,45919,Type 2 diabetes mellitus with neurological complications
Diabetic neurological complications,C109212,45919,Type 2 diabetes mellitus with neurological complications
Diabetes,C109400,34912,Non-insulin dependent diabetes mellitus with ulcer
Diabetic neurological complications,C109400,34912,Non-insulin dependent diabetes mellitus with ulcer
Diabetes,C109411,55075,Type II diabetes mellitus with ulcer
Diabetic neurological complications,C109411,55075,Type II diabetes mellitus with ulcer
Diabetes,C109412,65704,Type 2 diabetes mellitus with ulcer
Diabetic neurological complications,C109412,65704,Type 2 diabetes mellitus with ulcer
Diabetes,C109500,40401,Non-insulin dependent diabetes mellitus with gangrene
Peripheral arterial disease,C109500,40401,Non-insulin dependent diabetes mellitus with gangrene
Diabetes,C109511,62107,Type II diabetes mellitus with gangrene
Peripheral arterial disease,C109511,62107,Type II diabetes mellitus with gangrene
Diabetes,C109512,46150,Type 2 diabetes mellitus with gangrene
Peripheral arterial disease,C109512,46150,Type 2 diabetes mellitus with gangrene
Diabetes,C109600,17262,Non-insulin-dependent diabetes mellitus with retinopathy
Diabetic eye disease,C109600,17262,Non-insulin-dependent diabetes mellitus with retinopathy
Diabetes,C109611,58604,Type II diabetes mellitus with retinopathy
Diabetic eye disease,C109611,58604,Type II diabetes mellitus with retinopathy
Diabetes,C109612,42762,Type 2 diabetes mellitus with retinopathy
Diabetic eye disease,C109612,42762,Type 2 diabetes mellitus with retinopathy
Diabetes,C109A00,72320,Non-insulin dependent diabetes mellitus with mononeuropathy
Diabetic neurological complications,C109A00,72320,Non-insulin dependent diabetes mellitus with mononeuropathy
Diabetes,C109A11,50813,Type II diabetes mellitus with mononeuropathy
Diabetic neurological complications,C109A11,50813,Type II diabetes mellitus with mononeuropathy
Diabetes,C109B00,45467,Non-insulin dependent diabetes mellitus with polyneuropathy
Diabetic neurological complications,C109B00,45467,Non-insulin dependent diabetes mellitus with polyneuropathy
Diabetes,C109B11,47409,Type II diabetes mellitus with polyneuropathy
Diabetic neurological complications,C109B11,47409,Type II diabetes mellitus with polyneuropathy
Diabetes,C109B12,109865,Type 2 diabetes mellitus with polyneuropathy
Diabetic neurological complications,C109B12,109865,Type 2 diabetes mellitus with polyneuropathy
Diabetes,C109E00,69278,Non-insulin depend diabetes mellitus with diabetic cataract
Diabetic eye disease,C109E00,69278,Non-insulin depend diabetes mellitus with diabetic cataract
Diabetes,C109E11,48192,Type II diabetes mellitus with diabetic cataract
Diabetic eye disease,C109E11,48192,Type II diabetes mellitus with diabetic cataract
Diabetes,C109E12,44779,Type 2 diabetes mellitus with diabetic cataract
Diabetic eye disease,C109E12,44779,Type 2 diabetes mellitus with diabetic cataract
Diabetes,C109F11,54899,Type II diabetes mellitus with peripheral angiopathy
Peripheral arterial disease,C109F11,54899,Type II diabetes mellitus with peripheral angiopathy
Diabetes,C109F12,60699,Type 2 diabetes mellitus with peripheral angiopathy
Peripheral arterial disease,C109F12,60699,Type 2 diabetes mellitus with peripheral angiopathy
Diabetes,C109G00,24693,Non-insulin dependent diabetes mellitus with arthropathy
Diabetic neurological complications,C109G00,24693,Non-insulin dependent diabetes mellitus with arthropathy
Diabetes,C109G11,18143,Type II diabetes mellitus with arthropathy
Diabetic neurological complications,C109G11,18143,Type II diabetes mellitus with arthropathy
Diabetes,C109G12,49869,Type 2 diabetes mellitus with arthropathy
Diabetic neurological complications,C109G12,49869,Type 2 diabetes mellitus with arthropathy
Diabetes,C109H00,40962,Non-insulin dependent d m with neuropathic arthropathy
Diabetic neurological complications,C109H00,40962,Non-insulin dependent d m with neuropathic arthropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C109H00,40962,Non-insulin dependent d m with neuropathic arthropathy
Diabetes,C109H11,47816,Type II diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C109H11,47816,Type II diabetes mellitus with neuropathic arthropathy
Diabetes,C109H12,66965,Type 2 diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C109H12,66965,Type 2 diabetes mellitus with neuropathic arthropathy
Diabetes,C10E100,47649,Type 1 diabetes mellitus with ophthalmic complications
Diabetic eye disease,C10E100,47649,Type 1 diabetes mellitus with ophthalmic complications
Diabetes,C10E111,99311,Type I diabetes mellitus with ophthalmic complications
Diabetic eye disease,C10E111,99311,Type I diabetes mellitus with ophthalmic complications
Diabetes,C10E112,98071,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetic eye disease,C10E112,98071,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetes,C10E200,42831,Type 1 diabetes mellitus with neurological complications
Diabetic neurological complications,C10E200,42831,Type 1 diabetes mellitus with neurological complications
Diabetes,C10E212,101735,Insulin-dependent diabetes mellitus with neurological comps
Diabetic neurological complications,C10E212,101735,Insulin-dependent diabetes mellitus with neurological comps
Diabetes,C10E500,18683,Type 1 diabetes mellitus with ulcer
Diabetic neurological complications,C10E500,18683,Type 1 diabetes mellitus with ulcer
Diabetes,C10E511,93878,Type I diabetes mellitus with ulcer
Diabetic neurological complications,C10E511,93878,Type I diabetes mellitus with ulcer
Diabetes,C10E512,98704,Insulin dependent diabetes mellitus with ulcer
Diabetic neurological complications,C10E512,98704,Insulin dependent diabetes mellitus with ulcer
Diabetes,C10E600,69993,Type 1 diabetes mellitus with gangrene
Peripheral arterial disease,C10E600,69993,Type 1 diabetes mellitus with gangrene
Diabetes,C10E611,102112,Type I diabetes mellitus with gangrene
Peripheral arterial disease,C10E611,102112,Type I diabetes mellitus with gangrene
Diabetes,C10E612,109051,Insulin dependent diabetes mellitus with gangrene
Peripheral arterial disease,C10E612,109051,Insulin dependent diabetes mellitus with gangrene
Diabetes,C10E700,18387,Type 1 diabetes mellitus with retinopathy
Diabetic eye disease,C10E700,18387,Type 1 diabetes mellitus with retinopathy
Diabetes,C10E711,95343,Type I diabetes mellitus with retinopathy
Diabetic eye disease,C10E711,95343,Type I diabetes mellitus with retinopathy
Diabetes,C10E712,93875,Insulin dependent diabetes mellitus with retinopathy
Diabetic eye disease,C10E712,93875,Insulin dependent diabetes mellitus with retinopathy
Diabetes,C10EB00,68105,Type 1 diabetes mellitus with mononeuropathy
Diabetic neurological complications,C10EB00,68105,Type 1 diabetes mellitus with mononeuropathy
Diabetes,C10EC00,46301,Type 1 diabetes mellitus with polyneuropathy
Diabetic neurological complications,C10EC00,46301,Type 1 diabetes mellitus with polyneuropathy
Diabetes,C10EC11,91943,Type I diabetes mellitus with polyneuropathy
Diabetic neurological complications,C10EC11,91943,Type I diabetes mellitus with polyneuropathy
Diabetes,C10EC12,101311,Insulin dependent diabetes mellitus with polyneuropathy
Diabetic neurological complications,C10EC12,101311,Insulin dependent diabetes mellitus with polyneuropathy
Diabetes,C10EF00,49554,Type 1 diabetes mellitus with diabetic cataract
Diabetic eye disease,C10EF00,49554,Type 1 diabetes mellitus with diabetic cataract
Diabetes,C10EF12,100770,Insulin dependent diabetes mellitus with diabetic cataract
Diabetic eye disease,C10EF12,100770,Insulin dependent diabetes mellitus with diabetic cataract
Diabetes,C10EG00,93468,Type 1 diabetes mellitus with peripheral angiopathy
Peripheral arterial disease,C10EG00,93468,Type 1 diabetes mellitus with peripheral angiopathy
Diabetes,C10EJ00,54008,Type 1 diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C10EJ00,54008,Type 1 diabetes mellitus with neuropathic arthropathy
Diabetes,C10EP00,22871,Type 1 diabetes mellitus with exudative maculopathy
Diabetic eye disease,C10EP00,22871,Type 1 diabetes mellitus with exudative maculopathy
Diabetes,C10EP11,97894,Type I diabetes mellitus with exudative maculopathy
Diabetic eye disease,C10EP11,97894,Type I diabetes mellitus with exudative maculopathy
Diabetes,C10EQ00,55239,Type 1 diabetes mellitus with gastroparesis
Diabetic neurological complications,C10EQ00,55239,Type 1 diabetes mellitus with gastroparesis
Diabetes,C10EQ11,108724,Type I diabetes mellitus with gastroparesis
Diabetic neurological complications,C10EQ11,108724,Type I diabetes mellitus with gastroparesis
Diabetes,C10F100,47321,Type 2 diabetes mellitus with ophthalmic complications
Diabetic eye disease,C10F100,47321,Type 2 diabetes mellitus with ophthalmic complications
Diabetes,C10F111,100964,Type II diabetes mellitus with ophthalmic complications
Diabetic eye disease,C10F111,100964,Type II diabetes mellitus with ophthalmic complications
Diabetes,C10F200,34268,Type 2 diabetes mellitus with neurological complications
Diabetic neurological complications,C10F200,34268,Type 2 diabetes mellitus with neurological complications
Diabetes,C10F211,98616,Type II diabetes mellitus with neurological complications
Diabetic neurological complications,C10F211,98616,Type II diabetes mellitus with neurological complications
Diabetes,C10F400,49074,Type 2 diabetes mellitus with ulcer
Diabetic neurological complications,C10F400,49074,Type 2 diabetes mellitus with ulcer
Diabetes,C10F411,91646,Type II diabetes mellitus with ulcer
Diabetic neurological complications,C10F411,91646,Type II diabetes mellitus with ulcer
Diabetes,C10F500,12736,Type 2 diabetes mellitus with gangrene
Peripheral arterial disease,C10F500,12736,Type 2 diabetes mellitus with gangrene
Diabetes,C10F511,104323,Type II diabetes mellitus with gangrene
Peripheral arterial disease,C10F511,104323,Type II diabetes mellitus with gangrene
Diabetes,C10F600,18496,Type 2 diabetes mellitus with retinopathy
Diabetic eye disease,C10F600,18496,Type 2 diabetes mellitus with retinopathy
Diabetes,C10F611,49655,Type II diabetes mellitus with retinopathy
Diabetic eye disease,C10F611,49655,Type II diabetes mellitus with retinopathy
Diabetes,C10FA00,62674,Type 2 diabetes mellitus with mononeuropathy
Diabetic neurological complications,C10FA00,62674,Type 2 diabetes mellitus with mononeuropathy
Diabetes,C10FA11,95351,Type II diabetes mellitus with mononeuropathy
Diabetic neurological complications,C10FA11,95351,Type II diabetes mellitus with mononeuropathy
Diabetes,C10FB00,18425,Type 2 diabetes mellitus with polyneuropathy
Diabetic neurological complications,C10FB00,18425,Type 2 diabetes mellitus with polyneuropathy
Diabetes,C10FB11,50527,Type II diabetes mellitus with polyneuropathy
Diabetic neurological complications,C10FB11,50527,Type II diabetes mellitus with polyneuropathy
Diabetes,C10FE00,44982,Type 2 diabetes mellitus with diabetic cataract
Diabetic eye disease,C10FE00,44982,Type 2 diabetes mellitus with diabetic cataract
Diabetes,C10FE11,93727,Type II diabetes mellitus with diabetic cataract
Diabetic eye disease,C10FE11,93727,Type II diabetes mellitus with diabetic cataract
Diabetes,C10FF00,37806,Type 2 diabetes mellitus with peripheral angiopathy
Peripheral arterial disease,C10FF00,37806,Type 2 diabetes mellitus with peripheral angiopathy
Diabetes,C10FG00,59253,Type 2 diabetes mellitus with arthropathy
Diabetic neurological complications,C10FG00,59253,Type 2 diabetes mellitus with arthropathy
Diabetes,C10FG11,103902,Type II diabetes mellitus with arthropathy
Diabetic neurological complications,C10FG11,103902,Type II diabetes mellitus with arthropathy
Diabetes,C10FH00,35385,Type 2 diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C10FH00,35385,Type 2 diabetes mellitus with neuropathic arthropathy
Diabetes,C10FH11,109197,Type II diabetes mellitus with neuropathic arthropathy
Diabetic neurological complications,C10FH11,109197,Type II diabetes mellitus with neuropathic arthropathy
Diabetes,C10FQ00,25591,Type 2 diabetes mellitus with exudative maculopathy
Diabetic eye disease,C10FQ00,25591,Type 2 diabetes mellitus with exudative maculopathy
Diabetes,C10FR00,63690,Type 2 diabetes mellitus with gastroparesis
Diabetic neurological complications,C10FR00,63690,Type 2 diabetes mellitus with gastroparesis
Diabetes,C10FR11,113609,Type II diabetes mellitus with gastroparesis
Diabetic neurological complications,C10FR11,113609,Type II diabetes mellitus with gastroparesis
Cystic Fibrosis,C10N100,93380,Cystic fibrosis related diabetes mellitus
Diabetes,C10N100,93380,Cystic fibrosis related diabetes mellitus
Hypopituitarism,C133y00,69903,Other specified pituitary dwarfism
"Non-malignant tumour of brain, central nervous system and pituitary",C133y00,69903,Other specified pituitary dwarfism
Hypopituitarism,C134300,11146,TSH - thyroid-stimulating hormone deficiency
Thyroid disease,C134300,11146,TSH - thyroid-stimulating hormone deficiency
Hypopituitarism,C13A.00,105321,Pituitary apoplexy
"Non-malignant tumour of brain, central nervous system and pituitary",C13A.00,105321,Pituitary apoplexy
Gout,C34y400,59344,Gouty neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C34y400,59344,Gouty neuritis
Cystic Fibrosis,C370800,102922,Cystic fibrosis related cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",C370800,102922,Cystic fibrosis related cirrhosis
Immunodeficiencies,C391200,31322,Wiskott - Aldrich syndrome
"Thrombocytopenia - primary, secondary and other",C391200,31322,Wiskott - Aldrich syndrome
Dermatitis (atopc/contact/other/unspecified),C391211,42439,Thrombocytopenic eczema with immunodeficiency
