Readcode;Disease;Medcode;ReadcodeDescr;Category;CodingSystem;Provenance
C108.00;Diabetes;1647;Insulin dependent diabetes mellitus;NA;readcode;Cambridge
C108.11;Diabetes;18505;IDDM-Insulin dependent diabetes mellitus;NA;readcode;Cambridge
C108.12;Diabetes;17858;Type 1 diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108.13;Diabetes;24423;Type I diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108000;Diabetes;46963;Insulin-dependent diabetes mellitus with renal complications;NA;readcode;Cambridge
C108011;Diabetes;61344;Type I diabetes mellitus with renal complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108012;Diabetes;21983;Type 1 diabetes mellitus with renal complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108100;Diabetes;49276;Insulin-dependent diabetes mellitus with ophthalmic comps;NA;readcode;Cambridge
C108112;Diabetes;102740;Type 1 diabetes mellitus with ophthalmic complications;NA;readcode;Cambridge
C108200;Diabetes;52283;Insulin-dependent diabetes mellitus with neurological comps;NA;readcode;Cambridge
C108211;Diabetes;49146;Type I diabetes mellitus with neurological complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108212;Diabetes;61829;Type 1 diabetes mellitus with neurological complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108300;Diabetes;52104;Insulin dependent diabetes mellitus with multiple complicatn;NA;readcode;Cambridge
C108311;Diabetes;108007;Type I diabetes mellitus with multiple complications;NA;readcode;Cambridge
C108400;Diabetes;26855;Unstable insulin dependent diabetes mellitus;NA;readcode;Cambridge
C108411;Diabetes;60107;Unstable type I diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108412;Diabetes;97474;Unstable type 1 diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108500;Diabetes;44443;Insulin dependent diabetes mellitus with ulcer;NA;readcode;Cambridge
C108511;Diabetes;51957;Type I diabetes mellitus with ulcer;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108512;Diabetes;68390;Type 1 diabetes mellitus with ulcer;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108600;Diabetes;60499;Insulin dependent diabetes mellitus with gangrene;NA;readcode;Cambridge
C108700;Diabetes;6509;Insulin dependent diabetes mellitus with retinopathy;NA;readcode;Cambridge
C108711;Diabetes;38161;Type I diabetes mellitus with retinopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108712;Diabetes;41049;Type 1 diabetes mellitus with retinopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108800;Diabetes;6791;Insulin dependent diabetes mellitus - poor control;NA;readcode;Cambridge
C108811;Diabetes;46850;Type I diabetes mellitus - poor control;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108812;Diabetes;45914;Type 1 diabetes mellitus - poor control;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108900;Diabetes;31310;Insulin dependent diabetes maturity onset;NA;readcode;Cambridge
C108911;Diabetes;63017;Type I diabetes mellitus maturity onset;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108912;Diabetes;97446;Type 1 diabetes mellitus maturity onset;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108A00;Diabetes;56448;Insulin-dependent diabetes without complication;NA;readcode;Cambridge
C108A11;Diabetes;95992;Type I diabetes mellitus without complication;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108B00;Diabetes;24694;Insulin dependent diabetes mellitus with mononeuropathy;NA;readcode;Cambridge
C108B11;Diabetes;99231;Type I diabetes mellitus with mononeuropathy;NA;readcode;Cambridge
C108C00;Diabetes;41716;Insulin dependent diabetes mellitus with polyneuropathy;NA;readcode;Cambridge
C108D00;Diabetes;57621;Insulin dependent diabetes mellitus with nephropathy;NA;readcode;Cambridge
C108D11;Diabetes;66872;Type I diabetes mellitus with nephropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108E00;Diabetes;44440;Insulin dependent diabetes mellitus with hypoglycaemic coma;NA;readcode;Cambridge
C108E11;Diabetes;42729;Type I diabetes mellitus with hypoglycaemic coma;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108E12;Diabetes;70766;Type 1 diabetes mellitus with hypoglycaemic coma;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108F00;Diabetes;44260;Insulin dependent diabetes mellitus with diabetic cataract;NA;readcode;Cambridge
C108F11;Diabetes;17545;Type I diabetes mellitus with diabetic cataract;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108H00;Diabetes;65616;Insulin dependent diabetes mellitus with arthropathy;NA;readcode;Cambridge
C108H11;Diabetes;62352;Type I diabetes mellitus with arthropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108J11;Diabetes;60208;Type I diabetes mellitus with neuropathic arthropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108J12;Diabetes;18230;Type 1 diabetes mellitus with neuropathic arthropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C108y00;Diabetes;46290;Other specified diabetes mellitus with multiple comps;NA;readcode;Cambridge
C108z00;Diabetes;64449;Unspecified diabetes mellitus with multiple complications;NA;readcode;Cambridge
C109.00;Diabetes;4513;Non-insulin dependent diabetes mellitus;NA;readcode;Cambridge
C109.11;Diabetes;5884;NIDDM - Non-insulin dependent diabetes mellitus;NA;readcode;Cambridge
C109.12;Diabetes;17859;Type 2 diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109.13;Diabetes;18219;Type II diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109000;Diabetes;52303;Non-insulin-dependent diabetes mellitus with renal comps;NA;readcode;Cambridge
C109011;Diabetes;50225;Type II diabetes mellitus with renal complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109012;Diabetes;18209;Type 2 diabetes mellitus with renal complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109100;Diabetes;50429;Non-insulin-dependent diabetes mellitus with ophthalm comps;NA;readcode;Cambridge
C109111;Diabetes;59725;Type II diabetes mellitus with ophthalmic complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109112;Diabetes;70316;Type 2 diabetes mellitus with ophthalmic complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109200;Diabetes;55842;Non-insulin-dependent diabetes mellitus with neuro comps;NA;readcode;Cambridge
C109211;Diabetes;67905;Type II diabetes mellitus with neurological complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109212;Diabetes;45919;Type 2 diabetes mellitus with neurological complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109300;Diabetes;62146;Non-insulin-dependent diabetes mellitus with multiple comps;NA;readcode;Cambridge
C109312;Diabetes;108005;Type 2 diabetes mellitus with multiple complications;NA;readcode;Cambridge
C109400;Diabetes;34912;Non-insulin dependent diabetes mellitus with ulcer;NA;readcode;Cambridge
C109411;Diabetes;55075;Type II diabetes mellitus with ulcer;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109412;Diabetes;65704;Type 2 diabetes mellitus with ulcer;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109500;Diabetes;40401;Non-insulin dependent diabetes mellitus with gangrene;NA;readcode;Cambridge
C109511;Diabetes;62107;Type II diabetes mellitus with gangrene;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109512;Diabetes;46150;Type 2 diabetes mellitus with gangrene;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109600;Diabetes;17262;Non-insulin-dependent diabetes mellitus with retinopathy;NA;readcode;Cambridge
C109611;Diabetes;58604;Type II diabetes mellitus with retinopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109612;Diabetes;42762;Type 2 diabetes mellitus with retinopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109700;Diabetes;8403;Non-insulin dependent diabetes mellitus - poor control;NA;readcode;Cambridge
C109711;Diabetes;24458;Type II diabetes mellitus - poor control;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109712;Diabetes;45913;Type 2 diabetes mellitus - poor control;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109900;Diabetes;29979;Non-insulin-dependent diabetes mellitus without complication;NA;readcode;Cambridge
C109911;Diabetes;109103;Type II diabetes mellitus without complication;NA;readcode;Cambridge
C109912;Diabetes;105784;Type 2 diabetes mellitus without complication;NA;readcode;Cambridge
C109A00;Diabetes;72320;Non-insulin dependent diabetes mellitus with mononeuropathy;NA;readcode;Cambridge
C109A11;Diabetes;50813;Type II diabetes mellitus with mononeuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109B00;Diabetes;45467;Non-insulin dependent diabetes mellitus with polyneuropathy;NA;readcode;Cambridge
C109B11;Diabetes;47409;Type II diabetes mellitus with polyneuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109C00;Diabetes;59365;Non-insulin dependent diabetes mellitus with nephropathy;NA;readcode;Cambridge
C109C11;Diabetes;64571;Type II diabetes mellitus with nephropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109C12;Diabetes;24836;Type 2 diabetes mellitus with nephropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109D00;Diabetes;43785;Non-insulin dependent diabetes mellitus with hypoglyca coma;NA;readcode;Cambridge
C109D11;Diabetes;56268;Type II diabetes mellitus with hypoglycaemic coma;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109D12;Diabetes;61071;Type 2 diabetes mellitus with hypoglycaemic coma;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109E00;Diabetes;69278;Non-insulin depend diabetes mellitus with diabetic cataract;NA;readcode;Cambridge
C109E11;Diabetes;48192;Type II diabetes mellitus with diabetic cataract;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109E12;Diabetes;44779;Type 2 diabetes mellitus with diabetic cataract;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109F11;Diabetes;54899;Type II diabetes mellitus with peripheral angiopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109F12;Diabetes;60699;Type 2 diabetes mellitus with peripheral angiopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109G00;Diabetes;24693;Non-insulin dependent diabetes mellitus with arthropathy;NA;readcode;Cambridge
C109G11;Diabetes;18143;Type II diabetes mellitus with arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109G12;Diabetes;49869;Type 2 diabetes mellitus with arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109H00;Diabetes;40962;Non-insulin dependent d m with neuropathic arthropathy;NA;readcode;Cambridge
C109H11;Diabetes;47816;Type II diabetes mellitus with neuropathic arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109H12;Diabetes;66965;Type 2 diabetes mellitus with neuropathic arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109J00;Diabetes;18278;Insulin treated Type 2 diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109J11;Diabetes;37648;Insulin treated non-insulin dependent diabetes mellitus;NA;readcode;Cambridge
C109J12;Diabetes;18264;Insulin treated Type II diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C109K00;Diabetes;36633;Hyperosmolar non-ketotic state in type 2 diabetes mellitus;Type II diabetes mellitus (4);NA;Kuan
C10A.00;Diabetes;52236;Malnutrition-related diabetes mellitus;NA;readcode;Cambridge
C10A000;Diabetes;66675;Malnutrition-related diabetes mellitus with coma;NA;readcode;Cambridge
C10A100;Diabetes;33969;Malnutrition-related diabetes mellitus with ketoacidosis;NA;readcode;Cambridge
C10A500;Diabetes;100347;Malnutritn-relat diabetes melitus wth periph circul complctn;NA;readcode;Cambridge
C10C.00;Diabetes;43453;Diabetes mellitus autosomal dominant;NA;readcode;Cambridge
C10C.11;Diabetes;46624;Maturity onset diabetes in youth;NA;readcode;Cambridge
C10C.12;Diabetes;98392;Maturity onset diabetes in youth type 1;NA;readcode;Cambridge
C10D.00;Diabetes;36695;Diabetes mellitus autosomal dominant type 2;NA;readcode;Cambridge
C10D.11;Diabetes;59991;Maturity onset diabetes in youth type 2;NA;readcode;Cambridge
C10E.00;Diabetes;1549;Type 1 diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E.11;Diabetes;12455;Type I diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E.12;Diabetes;51261;Insulin dependent diabetes mellitus;NA;readcode;Cambridge
C10E000;Diabetes;47582;Type 1 diabetes mellitus with renal complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E012;Diabetes;102946;Insulin-dependent diabetes mellitus with renal complications;NA;readcode;Cambridge
C10E100;Diabetes;47649;Type 1 diabetes mellitus with ophthalmic complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E111;Diabetes;99311;Type I diabetes mellitus with ophthalmic complications;NA;readcode;Cambridge
C10E112;Diabetes;98071;Insulin-dependent diabetes mellitus with ophthalmic comps;NA;readcode;Cambridge
C10E200;Diabetes;42831;Type 1 diabetes mellitus with neurological complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E212;Diabetes;101735;Insulin-dependent diabetes mellitus with neurological comps;NA;readcode;Cambridge
C10E300;Diabetes;47650;Type 1 diabetes mellitus with multiple complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E311;Diabetes;91942;Type I diabetes mellitus with multiple complications;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E312;Diabetes;45276;Insulin dependent diabetes mellitus with multiple complicat;NA;readcode;Cambridge
C10E400;Diabetes;43921;Unstable type 1 diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E411;Diabetes;49949;Unstable type I diabetes mellitus;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E412;Diabetes;54600;Unstable insulin dependent diabetes mellitus;NA;readcode;Cambridge
C10E500;Diabetes;18683;Type 1 diabetes mellitus with ulcer;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E511;Diabetes;93878;Type I diabetes mellitus with ulcer;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E512;Diabetes;98704;Insulin dependent diabetes mellitus with ulcer;NA;readcode;Cambridge
C10E600;Diabetes;69993;Type 1 diabetes mellitus with gangrene;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E611;Diabetes;102112;Type I diabetes mellitus with gangrene;NA;readcode;Cambridge
C10E612;Diabetes;109051;Insulin dependent diabetes mellitus with gangrene;NA;readcode;Cambridge
C10E700;Diabetes;18387;Type 1 diabetes mellitus with retinopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E711;Diabetes;95343;Type I diabetes mellitus with retinopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E712;Diabetes;93875;Insulin dependent diabetes mellitus with retinopathy;NA;readcode;Cambridge
C10E800;Diabetes;35288;Type 1 diabetes mellitus - poor control;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E811;Diabetes;105337;Type I diabetes mellitus - poor control;NA;readcode;Cambridge
C10E812;Diabetes;72702;Insulin dependent diabetes mellitus - poor control;NA;readcode;Cambridge
C10E900;Diabetes;40682;Type 1 diabetes mellitus maturity onset;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E911;Diabetes;96235;Type I diabetes mellitus maturity onset;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10E912;Diabetes;97849;Insulin dependent diabetes maturity onset;NA;readcode;Cambridge
C10EA00;Diabetes;69676;Type 1 diabetes mellitus without complication;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EA11;Diabetes;62613;Type I diabetes mellitus without complication;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EA12;Diabetes;99719;Insulin-dependent diabetes without complication;NA;readcode;Cambridge
C10EB00;Diabetes;68105;Type 1 diabetes mellitus with mononeuropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EC00;Diabetes;46301;Type 1 diabetes mellitus with polyneuropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EC11;Diabetes;91943;Type I diabetes mellitus with polyneuropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EC12;Diabetes;101311;Insulin dependent diabetes mellitus with polyneuropathy;NA;readcode;Cambridge
C10ED00;Diabetes;10418;Type 1 diabetes mellitus with nephropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10ED12;Diabetes;102163;Insulin dependent diabetes mellitus with nephropathy;NA;readcode;Cambridge
C10EE00;Diabetes;39070;Type 1 diabetes mellitus with hypoglycaemic coma;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EE12;Diabetes;99716;Insulin dependent diabetes mellitus with hypoglycaemic coma;NA;readcode;Cambridge
C10EF00;Diabetes;49554;Type 1 diabetes mellitus with diabetic cataract;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EF12;Diabetes;100770;Insulin dependent diabetes mellitus with diabetic cataract;NA;readcode;Cambridge
C10EG00;Diabetes;93468;Type 1 diabetes mellitus with peripheral angiopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EH00;Diabetes;18642;Type 1 diabetes mellitus with arthropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EJ00;Diabetes;54008;Type 1 diabetes mellitus with neuropathic arthropathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EK00;Diabetes;30323;Type 1 diabetes mellitus with persistent proteinuria;Type I diabetes mellitus (3);NA;Kuan
C10EL00;Diabetes;30294;Type 1 diabetes mellitus with persistent microalbuminuria;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EL11;Diabetes;102620;Type I diabetes mellitus with persistent microalbuminuria;NA;readcode;Cambridge
C10EM00;Diabetes;10692;Type 1 diabetes mellitus with ketoacidosis;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EM11;Diabetes;62209;Type I diabetes mellitus with ketoacidosis;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EN00;Diabetes;40837;Type 1 diabetes mellitus with ketoacidotic coma;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EN11;Diabetes;66145;Type I diabetes mellitus with ketoacidotic coma;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EP00;Diabetes;22871;Type 1 diabetes mellitus with exudative maculopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EP11;Diabetes;97894;Type I diabetes mellitus with exudative maculopathy;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EQ00;Diabetes;55239;Type 1 diabetes mellitus with gastroparesis;Type I diabetes mellitus (3);readcode;Kuan and Cambridge
C10EQ11;Diabetes;108724;Type I diabetes mellitus with gastroparesis;NA;readcode;Cambridge
C10ER00;Diabetes;95636;Latent autoimmune diabetes mellitus in adult;NA;readcode;Cambridge
C10F.00;Diabetes;758;Type 2 diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F.11;Diabetes;22884;Type II diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F000;Diabetes;18777;Type 2 diabetes mellitus with renal complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F011;Diabetes;57278;Type II diabetes mellitus with renal complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F100;Diabetes;47321;Type 2 diabetes mellitus with ophthalmic complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F111;Diabetes;100964;Type II diabetes mellitus with ophthalmic complications;NA;readcode;Cambridge
C10F200;Diabetes;34268;Type 2 diabetes mellitus with neurological complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F211;Diabetes;98616;Type II diabetes mellitus with neurological complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F300;Diabetes;65267;Type 2 diabetes mellitus with multiple complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F311;Diabetes;43227;Type II diabetes mellitus with multiple complications;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F400;Diabetes;49074;Type 2 diabetes mellitus with ulcer;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F411;Diabetes;91646;Type II diabetes mellitus with ulcer;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F500;Diabetes;12736;Type 2 diabetes mellitus with gangrene;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F511;Diabetes;104323;Type II diabetes mellitus with gangrene;NA;readcode;Cambridge
C10F600;Diabetes;18496;Type 2 diabetes mellitus with retinopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F611;Diabetes;49655;Type II diabetes mellitus with retinopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F700;Diabetes;25627;Type 2 diabetes mellitus - poor control;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F711;Diabetes;47315;Type II diabetes mellitus - poor control;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F900;Diabetes;47954;Type 2 diabetes mellitus without complication;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10F911;Diabetes;53392;Type II diabetes mellitus without complication;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FA00;Diabetes;62674;Type 2 diabetes mellitus with mononeuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FA11;Diabetes;95351;Type II diabetes mellitus with mononeuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FB00;Diabetes;18425;Type 2 diabetes mellitus with polyneuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
