Readcode;Disease;Medcode;ReadcodeDescr;Category;CodingSystem;Provenance
J511400;Diverticular disease of intestine (acute and chronic);72590;Diverticulitis of the small intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J511500;Diverticular disease of intestine (acute and chronic);10483;Diverticulitis of the colon;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J511600;Diverticular disease of intestine (acute and chronic);51511;Diverticulitis of the large intestine unspecified;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J511700;Diverticular disease of intestine (acute and chronic);62979;Diverticulitis of the large intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J511y00;Diverticular disease of intestine (acute and chronic);19935;Diverticulitis unspecified;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J511z00;Diverticular disease of intestine (acute and chronic);10437;Diverticulitis NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512.00;Diverticular disease of intestine (acute and chronic);14942;Perforated diverticulum;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512000;Diverticular disease of intestine (acute and chronic);37588;Perforated diverticulum of duodenum;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512100;Diverticular disease of intestine (acute and chronic);48173;Perforated diverticulum of jejunum;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512200;Diverticular disease of intestine (acute and chronic);42866;Perforated diverticulum of ileum;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512300;Diverticular disease of intestine (acute and chronic);71130;Perforated diverticulum of small intestine unspecified;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512400;Diverticular disease of intestine (acute and chronic);106340;Perforated diverticulum of small intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512500;Diverticular disease of intestine (acute and chronic);37813;Perforated diverticulum of colon;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512600;Diverticular disease of intestine (acute and chronic);48589;Perforated diverticulum of large intestine unspecified;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512700;Diverticular disease of intestine (acute and chronic);50313;Perforated diverticulum of large intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512800;Diverticular disease of intestine (acute and chronic);38941;Divertic disease/both sml+lge intestin with perforat+abscess;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512y00;Diverticular disease of intestine (acute and chronic);49066;Perforated diverticulum unspecified;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J512z00;Diverticular disease of intestine (acute and chronic);69918;Perforated diverticulum of intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J513.00;Diverticular disease of intestine (acute and chronic);5686;Diverticular abscess;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
J51z.00;Diverticular disease of intestine (acute and chronic);9511;Diverticula of the intestine NOS;Diagnosis of Diverticular disease of intestine (acute and chronic);readcode;Kuan and Cambridge
