Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
C107000,Peripheral arterial disease,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107100,Diabetes,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",NA,readcode,Cambridge
C107100,Peripheral arterial disease,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107300,Diabetes,69124,IDDM with peripheral circulatory disorder,NA,readcode,Cambridge
C107300,Peripheral arterial disease,69124,IDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107400,Diabetes,56803,NIDDM with peripheral circulatory disorder,NA,readcode,Cambridge
C107400,Peripheral arterial disease,56803,NIDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107z00,Diabetes,65025,Diabetes mellitus NOS with peripheral circulatory disorder,NA,readcode,Cambridge
C107z00,Peripheral arterial disease,65025,Diabetes mellitus NOS with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C108100,Diabetic ophthalmic complications,49276,Insulin-dependent diabetes mellitus with ophthalmic comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C108100,Diabetes,49276,Insulin-dependent diabetes mellitus with ophthalmic comps,NA,readcode,Cambridge
C108112,Diabetic ophthalmic complications,102740,Type 1 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C108112,Diabetes,102740,Type 1 diabetes mellitus with ophthalmic complications,NA,readcode,Cambridge
C108200,Diabetic neurological complications,52283,Insulin-dependent diabetes mellitus with neurological comps,Diagnosis of diabetic neurological complications,NA,NA
C108200,Diabetes,52283,Insulin-dependent diabetes mellitus with neurological comps,NA,readcode,Cambridge
C108211,Diabetic neurological complications,49146,Type I diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C108211,Diabetes,49146,Type I diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108212,Diabetic neurological complications,61829,Type 1 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C108212,Diabetes,61829,Type 1 diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108700,Diabetic ophthalmic complications,6509,Insulin dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108700,Diabetes,6509,Insulin dependent diabetes mellitus with retinopathy,NA,readcode,Cambridge
C108711,Diabetic ophthalmic complications,38161,Type I diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108711,Diabetes,38161,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108712,Diabetic ophthalmic complications,41049,Type 1 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108712,Diabetes,41049,Type 1 diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108B00,Diabetic neurological complications,24694,Insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108B00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24694,Insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108B00,Diabetes,24694,Insulin dependent diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C108B11,Diabetic neurological complications,99231,Type I diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108B11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),99231,Type I diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108B11,Diabetes,99231,Type I diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C108C00,Diabetic neurological complications,41716,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108C00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),41716,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108C00,Diabetes,41716,Insulin dependent diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C108F00,Diabetic ophthalmic complications,44260,Insulin dependent diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C108F00,Diabetes,44260,Insulin dependent diabetes mellitus with diabetic cataract,NA,readcode,Cambridge
C108F11,Diabetic ophthalmic complications,17545,Type I diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C108F11,Diabetes,17545,Type I diabetes mellitus with diabetic cataract,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108J00,Diabetic neurological complications,39809,Insulin dependent diab mell with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39809,Insulin dependent diab mell with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J11,Diabetic neurological complications,60208,Type I diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),60208,Type I diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J11,Diabetes,60208,Type I diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108J12,Diabetic neurological complications,18230,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18230,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J12,Diabetes,18230,Type 1 diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C109100,Diabetic ophthalmic complications,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C109100,Diabetes,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps,NA,readcode,Cambridge
C109111,Diabetic ophthalmic complications,59725,Type II diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C109111,Diabetes,59725,Type II diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109112,Diabetic ophthalmic complications,70316,Type 2 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C109112,Diabetes,70316,Type 2 diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109200,Diabetic neurological complications,55842,Non-insulin-dependent diabetes mellitus with neuro comps,Diagnosis of diabetic neurological complications,NA,NA
C109200,Diabetes,55842,Non-insulin-dependent diabetes mellitus with neuro comps,NA,readcode,Cambridge
C109211,Diabetic neurological complications,67905,Type II diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C109211,Diabetes,67905,Type II diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109212,Diabetic neurological complications,45919,Type 2 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C109212,Diabetes,45919,Type 2 diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109600,Diabetic ophthalmic complications,17262,Non-insulin-dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109600,Diabetes,17262,Non-insulin-dependent diabetes mellitus with retinopathy,NA,readcode,Cambridge
C109611,Diabetic ophthalmic complications,58604,Type II diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109611,Diabetes,58604,Type II diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109612,Diabetic ophthalmic complications,42762,Type 2 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109612,Diabetes,42762,Type 2 diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109A00,Diabetic neurological complications,72320,Non-insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109A00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),72320,Non-insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109A00,Diabetes,72320,Non-insulin dependent diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C109A11,Diabetic neurological complications,50813,Type II diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109A11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),50813,Type II diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109A11,Diabetes,50813,Type II diabetes mellitus with mononeuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109B00,Diabetic neurological complications,45467,Non-insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),45467,Non-insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109B00,Diabetes,45467,Non-insulin dependent diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C109B11,Diabetic neurological complications,47409,Type II diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47409,Type II diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109B11,Diabetes,47409,Type II diabetes mellitus with polyneuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109B12,Diabetic neurological complications,109865,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),109865,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109E00,Diabetic ophthalmic complications,69278,Non-insulin depend diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E00,Diabetes,69278,Non-insulin depend diabetes mellitus with diabetic cataract,NA,readcode,Cambridge
C109E11,Diabetic ophthalmic complications,48192,Type II diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E11,Diabetes,48192,Type II diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109E12,Diabetic ophthalmic complications,44779,Type 2 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E12,Diabetes,44779,Type 2 diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F11,Diabetes,54899,Type II diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F11,Peripheral arterial disease,54899,Type II diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109F12,Diabetes,60699,Type 2 diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F12,Peripheral arterial disease,60699,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109H00,Diabetic neurological complications,40962,Non-insulin dependent d m with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),40962,Non-insulin dependent d m with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H00,Diabetes,40962,Non-insulin dependent d m with neuropathic arthropathy,NA,readcode,Cambridge
C109H11,Diabetic neurological complications,47816,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47816,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H11,Diabetes,47816,Type II diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109H12,Diabetic neurological complications,66965,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),66965,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H12,Diabetes,66965,Type 2 diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10E100,Diabetic ophthalmic complications,47649,Type 1 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E100,Diabetes,47649,Type 1 diabetes mellitus with ophthalmic complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E111,Diabetic ophthalmic complications,99311,Type I diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E111,Diabetes,99311,Type I diabetes mellitus with ophthalmic complications,NA,readcode,Cambridge
C10E112,Diabetic ophthalmic complications,98071,Insulin-dependent diabetes mellitus with ophthalmic comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E112,Diabetes,98071,Insulin-dependent diabetes mellitus with ophthalmic comps,NA,readcode,Cambridge
C10E200,Diabetic neurological complications,42831,Type 1 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C10E200,Diabetes,42831,Type 1 diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E212,Diabetic neurological complications,101735,Insulin-dependent diabetes mellitus with neurological comps,Diagnosis of diabetic neurological complications,NA,NA
C10E212,Diabetes,101735,Insulin-dependent diabetes mellitus with neurological comps,NA,readcode,Cambridge
C10E700,Diabetic ophthalmic complications,18387,Type 1 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E700,Diabetes,18387,Type 1 diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E711,Diabetic ophthalmic complications,95343,Type I diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E711,Diabetes,95343,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E712,Diabetic ophthalmic complications,93875,Insulin dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E712,Diabetes,93875,Insulin dependent diabetes mellitus with retinopathy,NA,readcode,Cambridge
C10EB00,Diabetic neurological complications,68105,Type 1 diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10EB00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),68105,Type 1 diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10EB00,Diabetes,68105,Type 1 diabetes mellitus with mononeuropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EC00,Diabetic neurological complications,46301,Type 1 diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10EC00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),46301,Type 1 diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10EC00,Diabetes,46301,Type 1 diabetes mellitus with polyneuropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EC11,Diabetic neurological complications,91943,Type I diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10EC11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),91943,Type I diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10EC11,Diabetes,91943,Type I diabetes mellitus with polyneuropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EC12,Diabetic neurological complications,101311,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10EC12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),101311,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10EC12,Diabetes,101311,Insulin dependent diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C10EF00,Diabetic ophthalmic complications,49554,Type 1 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C10EF00,Diabetes,49554,Type 1 diabetes mellitus with diabetic cataract,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EF12,Diabetic ophthalmic complications,100770,Insulin dependent diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C10EF12,Diabetes,100770,Insulin dependent diabetes mellitus with diabetic cataract,NA,readcode,Cambridge
C10EG00,Diabetes,93468,Type 1 diabetes mellitus with peripheral angiopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EG00,Peripheral arterial disease,93468,Type 1 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C10EJ00,Diabetic neurological complications,54008,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C10EJ00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),54008,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C10EJ00,Diabetes,54008,Type 1 diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EP00,Diabetic ophthalmic complications,22871,Type 1 diabetes mellitus with exudative maculopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10EP00,Diabetes,22871,Type 1 diabetes mellitus with exudative maculopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10EP11,Diabetic ophthalmic complications,97894,Type I diabetes mellitus with exudative maculopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10EP11,Diabetes,97894,Type I diabetes mellitus with exudative maculopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10F100,Diabetic ophthalmic complications,47321,Type 2 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10F100,Diabetes,47321,Type 2 diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10F111,Diabetic ophthalmic complications,100964,Type II diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10F111,Diabetes,100964,Type II diabetes mellitus with ophthalmic complications,NA,readcode,Cambridge
C10F200,Diabetic neurological complications,34268,Type 2 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C10F200,Diabetes,34268,Type 2 diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10F211,Diabetic neurological complications,98616,Type II diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C10F211,Diabetes,98616,Type II diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10F600,Diabetic ophthalmic complications,18496,Type 2 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10F600,Diabetes,18496,Type 2 diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10F611,Diabetic ophthalmic complications,49655,Type II diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10F611,Diabetes,49655,Type II diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FA00,Diabetic neurological complications,62674,Type 2 diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FA00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),62674,Type 2 diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
