Readcode;Disease;Medcode;ReadcodeDescr;Category;CodingSystem;Provenance
F252.00;Epilepsy;9886;Petit mal status;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F253.00;Epilepsy;5117;Grand mal status;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F253.11;Epilepsy;4093;Status epilepticus;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254.00;Epilepsy;32288;Partial epilepsy with impairment of consciousness;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254000;Epilepsy;3175;Temporal lobe epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254100;Epilepsy;23634;Psychomotor epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254200;Epilepsy;36203;Psychosensory epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254300;Epilepsy;55665;Limbic system epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254400;Epilepsy;34079;Epileptic automatism;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254500;Epilepsy;11394;Complex partial epileptic seizure;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F254z00;Epilepsy;31920;Partial epilepsy with impairment of consciousness NOS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255.00;Epilepsy;26015;Partial epilepsy without impairment of consciousness;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255000;Epilepsy;9569;Jacksonian, focal or motor epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255011;Epilepsy;5525;Focal epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255012;Epilepsy;65699;Motor epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255100;Epilepsy;48134;Sensory induced epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255200;Epilepsy;37592;Somatosensory epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255300;Epilepsy;73542;Visceral reflex epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255311;Epilepsy;98870;Partial epilepsy with autonomic symptoms;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255400;Epilepsy;55739;Visual reflex epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255500;Epilepsy;68946;Unilateral epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255600;Epilepsy;40105;Simple partial epileptic seizure;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255y00;Epilepsy;26733;Partial epilepsy without impairment of consciousness OS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F255z00;Epilepsy;27526;Partial epilepsy without impairment of consciousness NOS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F256.00;Epilepsy;4478;Infantile spasms;Diagnosis of Epilepsy;NA;Kuan
F256.11;Epilepsy;68486;Lightning spasms;Diagnosis of Epilepsy;NA;Kuan
F256.12;Epilepsy;39023;West syndrome;Diagnosis of Epilepsy;NA;Kuan
F256000;Epilepsy;7945;Hypsarrhythmia;Diagnosis of Epilepsy;NA;Kuan
F256100;Epilepsy;23415;Salaam attacks;Diagnosis of Epilepsy;NA;Kuan
F256z00;Epilepsy;49322;Infantile spasms NOS;Diagnosis of Epilepsy;NA;Kuan
F257.00;Epilepsy;71719;Kojevnikov's epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F258.00;Epilepsy;21885;Post-ictal state;Diagnosis of Epilepsy;NA;Kuan
F259.00;Epilepsy;37906;Early infant epileptic encephalopathy wth suppression bursts;Diagnosis of Epilepsy;NA;Kuan
F259.11;Epilepsy;51998;Ohtahara syndrome;Diagnosis of Epilepsy;NA;Kuan
F25A.00;Epilepsy;19363;Juvenile myoclonic epilepsy;Diagnosis of Epilepsy;NA;Kuan
F25B.00;Epilepsy;30604;Alcohol-induced epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25C.00;Epilepsy;30816;Drug-induced epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25D.00;Epilepsy;56359;Menstrual epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25E.00;Epilepsy;65673;Stress-induced epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25F.00;Epilepsy;30635;Photosensitive epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25G.00;Epilepsy;108409;Severe myoclonic epilepsy in infancy;Diagnosis of Epilepsy;NA;Kuan
F25G.11;Epilepsy;105679;Dravet syndrome;Diagnosis of Epilepsy;NA;Kuan
F25X.00;Epilepsy;6271;Status epilepticus, unspecified;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y.00;Epilepsy;38307;Other forms of epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y000;Epilepsy;55260;Cursive (running) epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y100;Epilepsy;53483;Gelastic epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y200;Epilepsy;9887;Locl-rlt(foc)(part)idiop epilep&epilptic syn seiz locl onset;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y300;Epilepsy;25330;Complex partial status epilepticus;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y400;Epilepsy;19170;Benign Rolandic epilepsy;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25y500;Epilepsy;96641;Panayiotopoulos syndrome;Diagnosis of Epilepsy;NA;Kuan
F25yz00;Epilepsy;9979;Other forms of epilepsy NOS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25z.00;Epilepsy;9747;Epilepsy NOS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
F25z.11;Epilepsy;3607;Fit (in known epileptic) NOS;Diagnosis of Epilepsy;readcode;Kuan and Cambridge
Fyu5000;Epilepsy;99731;[X]Other generalized epilepsy and epileptic syndromes;Diagnosis of Epilepsy;NA;Kuan
Fyu5100;Epilepsy;69831;[X]Other epilepsy;Diagnosis of Epilepsy;NA;Kuan
Fyu5200;Epilepsy;59120;[X]Other status epilepticus;Diagnosis of Epilepsy;NA;Kuan
Fyu5900;Epilepsy;71801;[X]Status epilepticus, unspecified;Diagnosis of Epilepsy;NA;Kuan
SC20000;Epilepsy;4109;Traumatic epilepsy;NA;readcode;Cambridge
