Readcode;Disease;Medcode;ReadcodeDescr;Category;CodingSystem;Provenance
F490200;Visual impairment and blindness;98672;Better eye: near total VI, Lesser eye: unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F490400;Visual impairment and blindness;96455;Better eye: near total VI, Lesser eye: near total VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F490600;Visual impairment and blindness;99191;Better eye: profound VI, Lesser eye: total VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F490900;Visual impairment and blindness;42262;Acquired blindness, both eyes;Diagnosis of blindness;readcode;Kuan and Cambridge
F490z00;Visual impairment and blindness;47956;Blindness both eyes NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F491.00;Visual impairment and blindness;55844;Better eye: low vision, Lesser eye: profound VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F491000;Visual impairment and blindness;29387;One eye blind, one eye low vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F491100;Visual impairment and blindness;99504;Better eye: severe VI, Lesser eye: blind, unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F491300;Visual impairment and blindness;50679;Better eye: severe VI, Lesser eye: near total VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F491400;Visual impairment and blindness;67594;Better eye: severe VI, Lesser eye: profound VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F491500;Visual impairment and blindness;68391;Better eye: moderate VI, Lesser eye: blind, unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F491700;Visual impairment and blindness;72411;Better eye: moderate VI, Lesser eye: near total VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F491z00;Visual impairment and blindness;54962;One eye blind, one eye low vision NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F492.00;Visual impairment and blindness;7203;Low vision, both eyes;Diagnosis of blindness;readcode;Kuan and Cambridge
F492000;Visual impairment and blindness;40451;Low vision, both eyes unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F492200;Visual impairment and blindness;66731;Better eye: severe VI, Lesser eye: severe VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F492300;Visual impairment and blindness;73224;Better eye: moderate VI, Lesser eye: low vision unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F492400;Visual impairment and blindness;68386;Better eye: moderate VI, Lesser eye: severe VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F492500;Visual impairment and blindness;71319;Better eye: moderate VI, Lesser eye: moderate VI;Diagnosis of blindness;readcode;Kuan and Cambridge
F492z00;Visual impairment and blindness;33447;Low vision, both eyes NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F493.00;Visual impairment and blindness;20256;Visual loss, both eyes unqualified;Diagnosis of blindness;readcode;Kuan and Cambridge
F494.00;Visual impairment and blindness;60401;Legal blindness USA;Diagnosis of blindness;readcode;Kuan and Cambridge
F495.00;Visual impairment and blindness;15269;Profound impairment, one eye;Diagnosis of blindness;readcode;Kuan and Cambridge
F495000;Visual impairment and blindness;3851;Blindness, one eye, unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F495100;Visual impairment and blindness;63045;Lesser eye: total visual impairment, Better eye: unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F495200;Visual impairment and blindness;99165;Lesser eye: total VI, Better eye: near normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F495300;Visual impairment and blindness;99166;Lesser eye: total VI, Better eye: normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F495400;Visual impairment and blindness;60043;Lesser eye: near total VI, Better eye: unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F495500;Visual impairment and blindness;63928;Lesser eye: near total VI, Better eye: near normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F495600;Visual impairment and blindness;65144;Lesser eye: near total VI, Better eye: normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F495800;Visual impairment and blindness;69998;Lesser eye: profound VI, Better eye: near normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F495A00;Visual impairment and blindness;38000;Acquired blindness, one eye;Diagnosis of blindness;readcode;Kuan and Cambridge
F495z00;Visual impairment and blindness;44954;Profound impairment one eye NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F496.00;Visual impairment and blindness;25831;Low vision, one eye;Diagnosis of blindness;readcode;Kuan and Cambridge
F496000;Visual impairment and blindness;20607;Low vision, one eye, unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F496100;Visual impairment and blindness;104087;Lesser eye: severe VI, Better eye: unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F496200;Visual impairment and blindness;25168;Lesser eye: severe VI, Better eye: near normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F496300;Visual impairment and blindness;67765;Lesser eye: severe VI, Better eye: normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F496400;Visual impairment and blindness;100755;Lesser eye: moderate VI, Better eye: unspecified;Diagnosis of blindness;readcode;Kuan and Cambridge
F496500;Visual impairment and blindness;62657;Lesser eye: moderate VI, Better eye: near normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F496600;Visual impairment and blindness;67872;Lesser eye: moderate VI, Better eye: normal vision;Diagnosis of blindness;readcode;Kuan and Cambridge
F496z00;Visual impairment and blindness;37893;Low vision, one eye NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F497.00;Visual impairment and blindness;104853;Severe visual impairment, binocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F498.00;Visual impairment and blindness;105665;Moderate visual impairment, binocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F499.00;Visual impairment and blindness;104666;Mild or no visual impairment, binocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F49A.00;Visual impairment and blindness;104077;Blindness, monocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F49B.00;Visual impairment and blindness;105206;Severe visual impairment, monocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F49C.00;Visual impairment and blindness;105493;Moderate visual impairment, monocular;Diagnosis of blindness;readcode;Kuan and Cambridge
F49y.00;Visual impairment and blindness;25547;Visual loss, one eye, unqualified;Diagnosis of blindness;readcode;Kuan and Cambridge
F49z.00;Visual impairment and blindness;1444;Visual loss NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
F49z.11;Visual impairment and blindness;23742;Acquired blindness;Diagnosis of blindness;readcode;Kuan and Cambridge
F49z000;Visual impairment and blindness;18819;Charles Bonnet syndrome;Diagnosis of blindness;readcode;Kuan and Cambridge
F4H6100;Visual impairment and blindness;34957;Visual pathway disorder due to vascular disorder;NA;readcode;Cambridge
F4H6z00;Visual impairment and blindness;73534;Other visual pathway disorder NOS;NA;readcode;Cambridge
F4H7.00;Visual impairment and blindness;20585;Visual cortex disorder;NA;readcode;Cambridge
F4H7100;Visual impairment and blindness;66372;Visual cortex disorder due to vascular disorder;NA;readcode;Cambridge
F4H7300;Visual impairment and blindness;32467;Cortical blindness;Diagnosis of blindness;readcode;Kuan and Cambridge
F4H7z00;Visual impairment and blindness;57631;Visual cortex disorder NOS;NA;readcode;Cambridge
Fy1..00;Visual impairment and blindness;103907;Combined visual and hearing impairment;Diagnosis of blindness;NA;Kuan
FyuL.00;Visual impairment and blindness;98637;[X]Visual disturbances and blindness;Diagnosis of blindness;readcode;Kuan and Cambridge
FyuL100;Visual impairment and blindness;63732;[X]Other visual disturbances;NA;readcode;Cambridge
SJ0..00;Visual impairment and blindness;9342;Optic nerve and pathway injury;NA;readcode;Cambridge
SJ00.00;Visual impairment and blindness;67296;Optic nerve (2nd) injury;NA;readcode;Cambridge
SJ01.00;Visual impairment and blindness;63298;Optic chiasm injury;NA;readcode;Cambridge
SJ02.00;Visual impairment and blindness;56574;Optic pathway injury;NA;readcode;Cambridge
SJ03.00;Visual impairment and blindness;60078;Visual cortex injury;NA;readcode;Cambridge
SJ0z.00;Visual impairment and blindness;58787;Optic nerve or pathway injury NOS;NA;readcode;Cambridge
SJ0z.11;Visual impairment and blindness;32044;Blindness - traumatic - NOS;Diagnosis of blindness;readcode;Kuan and Cambridge
Z96..00;Visual impairment and blindness;32905;Provision for visual and hearing impairment;Diagnosis of blindness;NA;Kuan
Z961.00;Visual impairment and blindness;38717;Provision of guide help for visual and hearing impairment;Diagnosis of blindness;NA;Kuan
Z962.00;Visual impairment and blindness;107912;Provision of communicator for visual and hearing impairment;Diagnosis of blindness;NA;Kuan
ZK74.00;Visual impairment and blindness;100108;Issue of local authority blind registration;Diagnosis of blindness;NA;Kuan
ZN56800;Visual impairment and blindness;73508;Blind telephone user;Diagnosis of blindness;NA;Kuan
ZN56A00;Visual impairment and blindness;110179;Deaf-blind telephone user;Diagnosis of blindness;NA;Kuan
ZRhO.00;Visual impairment and blindness;52227;Reynell Zinkin language scale for the visually impaired;Diagnosis of blindness;NA;Kuan
ZRr6.00;Visual impairment and blindness;90766;Vineland maturity scales adapted for the blind;Diagnosis of blindness;NA;Kuan
ZV41000;Visual impairment and blindness;6661;[V]Problems with sight;Diagnosis of blindness;readcode;Kuan and Cambridge
